Page ID,Page name,Disclaimer,Amount spent (ZAR)
1482645265280695,amandla.mobi,amandla.mobi,805
376908203717,UNICEF Africa,These ads ran without a disclaimer,415
597918073626793,Democratic Alliance Free State,Democratic Alliance Free State,202
110901495091012,Crtve Development,Crtve Development with Facebook Ad credits,183
195909420099,Solidariteit,Solidariteit,123
106283144372677,IWG,These ads ran without a disclaimer,≤100
136956534616,Times LIVE,TimesLIVE,≤100
100149906713244,350 Africa,350 Africa,≤100
187645864452,Vryheidsfront Plus / Freedom Front Plus,Vryheidsfront Plus / Freedom Front Plus,≤100
246425659800809,Central News,Central News,≤100
181204251979581,NEASA,National Employers' Association of South Africa,≤100
116657351312927,Pledge To Vote SA,Pledge to Vote,≤100
2145594122138312,Action Society,Action Society,≤100
478479492268974,Sunday Times ZA,Sunday Times,≤100
106172744063430,The Daily Friend,The Daily Friend,≤100
6011868110,Democratic Alliance,Democratic Alliance,≤100
119558301106686,Ground Work Collective - NPC,These ads ran without a disclaimer,≤100
1742410059361710,AwakeMzansi,Awake Mzansi,≤100
105758608971668,Free Speech Union South Africa,Free Speech Union South Africa,≤100
530927007388252,Vrye Weekblad,Vrye Weekblad (Nuwe Vrye Weekblad Mediagroep),≤100
119736861394881,Financial Mail,BusinessLIVE,≤100
1269614596416020,National Education Collaboration Trust,These ads ran without a disclaimer,≤100
115864538089777,Dear SA - Have Your Say,Dear S Africa,≤100
794336640617861,Cyril Ramaphosa Foundation,Cyril Ramaphosa Foundation,≤100
197153917771594,Diplomatic Informer Magazine -South Africa,These ads ran without a disclaimer,≤100
217696894929887,FW de Klerk Foundation,FW de Klerk Foundation,≤100
86579745433,South African Institute of Race Relations,South African Institute of Race Relations,≤100
336794296437261,DA GPL,DA Gauteng Provincial Legislature,≤100
1271402709601865,HEALA,HEALA,≤100
134187920103120,Dr. J. Reid (Neurologist),Johan Reid,≤100
102268322635915,The Finance Daily,These ads ran without a disclaimer,≤100
109136451414156,Educate Don't Indoctrinate,Educate Don't Indocrinate,≤100
102265308016316,Al Jama-ah,Al Jama-ah,≤100
112785031836730,Mkhulu Mabhida the traditional doctor,These ads ran without a disclaimer,≤100
629021617133721,Judges Matter,Judges Matter,≤100
434577883273454,Sihle Zikalala,Sihle Zikalala,≤100
109797290826876,Ian Cameron,Action Society,≤100
153911331339003,ACDP Western Cape,African Christian Democratic Party,≤100
1019691118063870,Traverse Le Goff MP,Traverse Le Goff MP,≤100
103258245971091,Muziwamandla Mthembu,These ads ran without a disclaimer,≤100
101853479470366,Weregreenly,These ads ran without a disclaimer,≤100
217519028785017,Nature Research Custom Media,These ads ran without a disclaimer,≤100
104208075901789,Finnkers,These ads ran without a disclaimer,≤100
101351691906645,The Primary Market - News,These ads ran without a disclaimer,≤100
