Page ID,Page name,Disclaimer,Amount spent (LBP)
101538412538521,شطرنج / مع محمد صابونجي,إياد خالد,39803
1438703606372190,Elham Said Freiha,Elham Freiha,19697
102023711572671,أساس ميديا -  Asas Media,asasmedia,14212
141039382740595,National Commission For Lebanese Women NCLW,National Commission For Lebanese Women NCLW,13530
110470091436602,Ici Beyrouth,Ici beyrouth,10636
1428873024044736,المدن - almodon,المدن - almodon‎,9091
323356544336,KAFA (enough) Violence & Exploitation,KAFA (enough) Violence & Exploitation,5727
212513695502997,Annahar Newspaper | جريدة النهار,Annahar Newspaper | جريدة النهار,4545
106197498149118,لبنان الكبير,Grand Lebanon,3030
107266890756055,Nicolas Chikhani Finance,Nicolas Chikhani Finance,3030
2509759842418472,LebTalks,Lebtalks,3030
101241044906111,هنا لبنان,هنا لبنان,3030
137195823051820,Maharat Foundation,Maharat Foundation,1621
109112633772887,180post,180Post,1515
1904241623145929,Democracy Reporting International Lebanon,Democracy Reporting International,1515
466221740108607,May Chidiac Foundation - Media Institute,May Chidiac,1515
1031517763602384,Municipality of Kartaba - بلدية قرطبا,Municipality of Kartaba - بلدية قرطبا,1515
128417954019381,Al-Moltaka,Melhem Boustany,1515
2351186658355640,Lebanon And The World - لبنان والعالم,Lebanon And The World - لبنان والعالم,1515
107698404702208,Alkalima,Alkalima Onlime,1515
1398043333774301,The Lebanese Center for Policy Studies,The Lebanese Center for Policy Studies,1515
131189377574,MDPI,These ads ran without a disclaimer,≤100
794958520585756,Visit Dubai - سياحة دبي,These ads ran without a disclaimer,≤100
960087244008629,MASAR,Masar,≤100
603209933449816,Alafdal News  الأفضل نيوز,These ads ran without a disclaimer,≤100
1632894420306260,Edumotion,These ads ran without a disclaimer,≤100
129660230432028,Dr. Toufic Hindi,Toufic Hindi,≤100
106821968055687,Leila Dagher,Leila Dagher,≤100
533974930053676,سارة السهيل  صفحة,These ads ran without a disclaimer,≤100
111876598323760,صدى الارز اللبنانية,Charbel Nouh,≤100
104252028606448,صوت بنت جبيل,صوت بنت جبيل,≤100
