Page ID,Page name,Disclaimer,Amount spent (ZAR)
597918073626793,Democratic Alliance Free State,Democratic Alliance Free State,198
456190681258118,Democratic Alliance Ngwathe Municipality,Democratic Alliance Free State,≤100
109374997915302,Mayor Geordin Hill-Lewis,Mayor Geordin Hill-Lewis,≤100
740116816003959,Western Cape Government,Western Cape Government,≤100
1742410059361710,AwakeMzansi,Awake Mzansi,≤100
136956534616,Times LIVE,TimesLIVE,≤100
177443222917451,Hands Off My Choices,These ads ran without a disclaimer,≤100
116657351312927,Pledge To Vote SA,Pledge to Vote,≤100
106172744063430,The Daily Friend,The Daily Friend,≤100
115864538089777,Dear SA - Have Your Say,Dear S Africa,≤100
86579745433,South African Institute of Race Relations,South African Institute of Race Relations,≤100
105758608971668,Free Speech Union South Africa,Free Speech Union South Africa,≤100
336794296437261,DA GPL,DA Gauteng Provincial Legislature,≤100
119736861394881,Financial Mail,BusinessLIVE,≤100
6011868110,Democratic Alliance,Democratic Alliance,≤100
134187920103120,Dr. J. Reid (Neurologist),Johan Reid,≤100
530927007388252,Vrye Weekblad,Vrye Weekblad (Nuwe Vrye Weekblad Mediagroep),≤100
111249027309680,Milk Moon Studio,These ads ran without a disclaimer,≤100
109136451414156,Educate Don't Indoctrinate,Educate Don't Indocrinate,≤100
794336640617861,Cyril Ramaphosa Foundation,Cyril Ramaphosa Foundation,≤100
434577883273454,Sihle Zikalala,Sihle Zikalala,≤100
246425659800809,Central News,Central News,≤100
1019691118063870,Traverse Le Goff MP,Traverse Le Goff MP,≤100
137412866820,RSL Awards,These ads ran without a disclaimer,≤100
