Page ID,Page name,Disclaimer,Amount spent (CLP)
219605241425430,Partido Socialista de Chile,Partido Socialista de Chile,189871
52263787734,Unión Demócrata Independiente,Unión Demócrata Independiente,144207
995097183940708,Vittorio Ghiglino Consejero Constitucional,Vittorio Ghiglino Consejero Constitucional,82881
107805868900041,Giovanni Calderón Bassi,Giovanni Oscae Calderon Bassi,40363
106112795743664,Verónica Garrido Briceño,Verónica Garrido Briceño,31168
105141989175834,Kenssel Rojas,Kenssel Rojas,16728
373673936059220,Evolución Política,Evópoli,9044
117396934582415,Cuidemos la Infancia,Cuidemos la Infancia,6846
159639460764792,LATAM Airlines,LATAM Airlines,6342
418281855197789,Democracia Cristiana,Democracia Cristiana,6094
28023147497,Partido Comunista de Chile,Partido Comunista de Chile,5059
116677364701305,raul_araya23,RAÚL ARAYA ZEPEDA,4298
102986086080088,Yoris Rojas Constituyente,Yoris Mirna Rojas Vlastelica,3512
184559421980613,Vlado Mirosevic Diputado,Vlado Mirosevic Verdugo,3171
1396460303715065,Carozzi,Carozzi,3147
112555455065264,Vehículos en Peligro,Vehículos en Peligro,2978
106423590853145,Fundación Ciudadanos en Acción,Fundacion Ciudadanos en accion,2838
558224964238853,Anglo American,Anglo American,2834
150331635097423,Servicio Electoral de Chile,Servicio Electoral de Chile,2624
78617029137,Greenpeace Chile,Fundación Greenpeace Pacífico Sur,2230
105849139111961,Yorka Quinteros - Candidata al Consejo Constitucional Atacama,Yorka Elisabeth Quinteros Perez,2098
580663538777736,Consejo Minero,Feedback Comunicaciones,1898
1571540266449676,Diputada Sofía Cid V.,Sofía Slovena Cid Versalovic,1695
107339088943210,Yerko Ljubetic,Yerko Ljubetic,1627
108847172131873,Claudio Ferrada x Ñuble,Claudio Ferrada x Ñuble,1586
173983195992422,Partido Por la Democracia - PPD,Partido Por la Democracia,1585
105783868682878,Asistencia Tesorería,Asistencia Tesoreria,1474
463509033710164,Walmart Chile Vivamos Mejor,Walmart Chile,1201
110431750601473,ZapataConstituyente,ZapataConstituyente,1000
113924653318737,ICF,ICF,793
176220189240352,Postgrados UST,These ads ran without a disclaimer,793
756450494522524,Andrés Jouannet Diputado,Andrés Alfonso Jouannet Valderrama,793
376352265809593,Guillermo Ceroni 2023,Guillermo Ceroni Fuentes,758
78239901502,Diario Financiero,Grupo DF,626
105216321995280,Pivotes_cl,Fundación Pivotes,523
727274947350582,Diario Tierramarillano,Diario Tierramarillano,518
192316264161697,Agencia de Sostenibilidad Energética,Agencia de Sostenibilidad Energética,475
671262362900569,Red de Salud UC CHRISTUS,These ads ran without a disclaimer,452
246478779511291,Lex Grupo Abogados,Lex Grupo Abogados,434
104668318283169,El Profesor Luis Silva,El Profesor Luis Silva,390
106112795743664,Verónica Garrido Briceño,Carlos Nino Pizarro Assante,327
386634201382499,Marco Enriquez-Ominami,Marco Antonio Enríquez-Ominami Gumucio,325
100476318997145,Pablo Verdugo Vergara,Pablo Ignacio Verdugo Vergara,305
101761912282082,Eduardo Álvarez Vidal,Eduardo Álvarez Vidal,295
100181076346959,Karen Araya Rojas Consejera Constituyente,Karen Araya Rojas Consejera Constituyente,293
102586276093037,Sergio Bitar,Sergio Bitar,264
295886120554128,Polpaico,Cemento Polpaico SA,256
1051257695025495,PacificBlu,PacificBlu,226
111323908481002,Comando de voz,Mario Vilches Alcaíno,216
115808554792561,Carlos Galleguillos Carvajal,Carlos Andres Galleguillos Carvajal,211
1642794332617927,Colegio de Cirujano Dentistas de Chile A.G.,Colegio de Cirujano Dentistas de Chile A.G.,197
115338381476898,Evelyn Zottele candidata a Consejera Constitucional X Región,Alicia Marta Lobos Ojeda,186
391338058160314,Desafío Chile Sin Basura,Benjamín Jose Cruz Pacheco,184
113153381003177,Natalia Piergentili,Natalia Piergentili,182
113127473739015,UGM Postgrados,These ads ran without a disclaimer,179
419006974914571,Facultad de Agronomía e Ingeniería Forestal UC,Facultad de Agronomía e Ingeniería Forestal UC,166
124885510532901,Miguel Littin - Constituyente,Miguel Ernesto Littin Cucumides,153
181208945236608,Patria Progresista,Patria Progresista,150
181189911970230,Alberto Undurraga V,Alberto Undurraga V,149
103030962615298,Chile YAAC,Chile YAAC,130
112948331041597,Centro de Energía - FCFM - Universidad de Chile,María Giselle Ogaz Norambuena,119
108139672208391,Josefa Balmaceda Consejera Constitucional Ñuble,Josefa Javiera Balmaceda V,108
1790498094378746,Juan Manuel Carrasco E20,Juan Manuel Carrasco E20,105
112965545055332,"Gemita Alvarez Sepulveda, Candidata a Consejera Constitucional","Gemita Alvarez Sepulveda, Candidata a Consejera Constitucional",≤100
105893532431148,Carmen Frei Consejera Constitucional,Carmen Frei,≤100
101196035964072,Lareparadora.cl,These ads ran without a disclaimer,≤100
256214294989170,DaleProfe,daleProfe,≤100
110405624650830,Chile En La Encrucijada,Juan Antonio Montes Varas,≤100
