Page ID,Page name,Disclaimer,Amount spent (INR)
115518501869633,Axis Bank,Axis Bank,5147
109937650579639,discovery+,discovery+,481
111868911739828,Ghulam Nabi Azad Fans,Ghulam Nabi Azad Fans,315
109545244848137,Crafto,Kutumb App,285
797927846899300,Flag Foundation of India,Flag Foundation of India,224
1427837557497343,Jayesh gupta,Jayesh gupta,209
121439954563203,Bharatiya Janata Party (BJP),Bharatiya Janata Party (BJP),201
479998865355592,Aditya Birla Group,Aditya Birla Group,178
30290552843,Greenpeace India,Greenpeace India Society,144
270666596375251,Jhatkaa.org,Jhatkaa.org,137
133493680681261,Borra Gnaneshwer Mudhiraj,Borra Gnaneshwer Mudhiraj,121
132689140088396,smilefoundation,smilefoundation,110
101437656247049,Modi Quotes,Modi Quotes,110
132689140088396,smilefoundation,Smile Foundation,103
105771685928425,Looks Salon Srinagar,These ads ran without a disclaimer,≤100
123405501008524,Mercedes-Benz India,Mercedes-Benz India,≤100
103782051383159,School of Politics,School of Politics,≤100
147721068911799,Sunil Ardad-सुनील आर्दड,Sunil Ardad-सुनील आर्दड,≤100
746568209028564,Dr. Basu Eye Hospital,Dr. Basu Eye Hospital,≤100
103206797721245,Tollygunge Trinamool Congress,Tollygunge Trinamool Congress,≤100
104736419210593,PACE INDIA,PACE INDIA,≤100
174283119250672,Bal Raksha Bharat,Bal Raksha Bharat,≤100
1539728536276863,PHD Chamber Of Commerce and Industry,These ads ran without a disclaimer,≤100
101725179390221,Jay Prakash Sharma,Jay Prakash Sharma,≤100
316365575140365,Rozana Spokesman,Rozana Spokesman,≤100
446315955838127,New India Junction,New India Junction,≤100
21169267101,Give,Give,≤100
586574801848194,Sunil Mendhe,Sunil Mendhe,≤100
333426070147135,Benny Kuriakose Associates,Benny Kuriakose Associates,≤100
183824978467083,Rao Inderjit Singh,Rao Inderjit Singh,≤100
104052753400618,Union Bank of India,Goldmine Advertising Limited,≤100
100735178208398,Udyami India,Samadhan Samiti,≤100
616449045100031,Are yr firrrr pyr hogyaaaa,These ads ran without a disclaimer,≤100
866084103402820,Krishan Gahlot,Krishan Gahlot,≤100
165714096933078,Piyush Goyal,Piyush Goyal,≤100
256278471555187,Baat Janta Ki,Baat Janta Ki,≤100
108992338707380,Ankur Warikoo Courses,These ads ran without a disclaimer,≤100
100146859467552,Pirojsha Godrej Foundation,Pirojsha Godrej Foundation,≤100
108492911417034,Satyam Srirangam - INC,Satyam Srirangam - INC,≤100
102585599142804,Baatein Unlocked,Baatein Unlocked,≤100
667560657014524,Mahendra Singh Solanki,Swanit Infotech,≤100
2077783725571679,editorji,editorji,≤100
528307847248802,Indian National Congress -  Madhya Pradesh,Indian National Congress -  Madhya Pradesh,≤100
112383851807932,Ahmedabad Express Gujarati News,These ads ran without a disclaimer,≤100
985108821675494,Hari Singh Sapre,Hari Singh Sapre,≤100
100328978216424,"Fight Pollution, Not Plastics","Fight Pollution, Not Plastics",≤100
568928239883450,The Times Of A Better India,The Times Of A Better India,≤100
108923765470906,Bharat Jagruthi - भारत जागृति,Bharat Jagruthi - भारत जागृति,≤100
1464414077034071,BJP ST Morcha,BJP ST Morcha,≤100
209945362405121,Gaurav Gupta,These ads ran without a disclaimer,≤100
1434753153489234,"DIPR, Department of Information & Public Relations, Rajasthan",DIPR,≤100
110402195457221,देवभूमि के धामी,Devbhoomi Ke Dhami,≤100
105919999093332,Varta24/वार्ता 24,Varta24/वार्ता 24,≤100
101923919655502,I Support UCC,Sigma Heroes Enterprises,≤100
626068767790790,Pawankumar Singh Bhati,Pawankumar Singh Bhati,≤100
102343199208180,Kutumb Rehab: De-Addiction Rehabilitation Centre,Kutumb Rehab: De-Addiction Rehabilitation Centre,≤100
282198256011533,PM Narendra Swamy,PM Narendra Swamy,≤100
104034429250478,Navya India Foundation,Navya India Foundation,≤100
30702412762,NewsX,NewsX,≤100
150727778825020,Mobius Foundation,Mobius Foundation,≤100
667862236707254,Rohit Kumar Singh,Rohit Kumar Singh,≤100
537021156329658,Sukhbir Singh Jaunapuria,Sukhbir Singh Jaunapuria,≤100
