Page ID,Page name,Disclaimer,Amount spent (KES)
123182861072147,Hon Musalia W Mudavadi,Michael Lulu Mudavadi,993
104931198659609,Bharat Bio East Africa Ltd.,These ads ran without a disclaimer,219
1506723769658512,Susan Kihika,Susan Kihika,204
103644672731725,Amb. Nancy Karigithu,Arkinst Limited,162
101395678744958,Hon Philomena Chenangat Loitarengan,Philomena Chenangat Loitarengan,161
103211351965821,Abraham Maina Kironji,Abraham Maina,118
112754900441156,DR. Kiarie Badilisha,Moses Ndirangu Badilisha Kiarie,≤100
509725492464019,Hon Simon Ng'ang'a King'ara - SK,Simon Nganga Kingara,≤100
173516606349429,Hon Wavinya Ndeti,Wavinya Ndeti,≤100
106308164844758,Countless Stories,These ads ran without a disclaimer,≤100
562471887119419,DHL Africa,These ads ran without a disclaimer,≤100
101849728551147,Fun Break Central,These ads ran without a disclaimer,≤100
150779984941409,Rave Mobile Safety,These ads ran without a disclaimer,≤100
102998939765184,Persian bms,These ads ran without a disclaimer,≤100
