Page ID,Page name,Disclaimer,Amount spent (SEK)
151159271594797,Systembolaget,Systembolaget,1019
608975645850217,Vattenfall,Vattenfall Sverige,968
126567104406,Hyresgästföreningen,Hyresgästföreningen,727
371791194529,Världsnaturfonden WWF,Världsnaturfonden WWF,695
179931025357058,Kommunal,Kommunal,599
72659261793,Rädda Barnen,Rädda Barnen,395
59324455950,UNICEF Sverige,UNICEF Sverige,309
369582590803,Dagens ETC,ETC-tidningarna,280
154887827868890,Sörmlands Sparbank,Sörmlands Sparbank,278
122074554119,EU Social,EU Social,238
643137272398136,Sverige för UNHCR,Sverige för UNHCR,232
111630258867610,Röda Korset,Röda Korset,190
236879092476,Håll Sverige Rent,Håll Sverige Rent,179
68115370786,Läkare Utan Gränser (MSF),Läkare Utan Gränser/ Médecins sans Frontières (MSF Sweden),164
501132336729353,ETC Solpark,ETC Solpark,157
161213770567846,Operation Smile Sverige,Operation Smile Sverige,147
382243262003,Plan International Sverige,Plan International Sverige,145
130927360876045,Tidningen Näringslivet,Tidningen Näringslivet,131
205373616736,Avfall Sverige,Avfall Sverige,123
109886133732943,RESCUE - Sverige,RESCUE - Sverige,123
162985227114132,Skellefteå Kraft,Skellefteå Kraft,108
95735961890,Greenpeace Sverige,Greenpeace Sverige,104
186513678039755,Fortum,Fortum Sverige,104
133867976608,Naturskyddsföreningen,Naturskyddsföreningen,≤100
116717338342420,Pacific Green Party of Oregon,These ads ran without a disclaimer,≤100
279974638809211,Oxfam Sverige,Oxfam Sverige,≤100
128452220525979,CIVIL RIGHTS DEFENDERS,CIVIL RIGHTS DEFENDERS,≤100
90882504375,Svenskt Näringsliv,Svenskt Näringsliv,≤100
18880778360,ActionAid Sweden,ActionAid Sweden,≤100
109969847586061,Morgon-Tidningen,AIP Media,≤100
110723197258182,Sverige inför verkligheten,Sverige inför verkligheten,≤100
103748735910345,Snusarnas Riksförbund,Snusarnas Riksförbund,≤100
188616781161573,World Animal Protection Sverige,World Animal Protection Sverige,≤100
111501558543800,Sörmland lever,Sörmland Lever,≤100
1544485135838767,Svenskt Näringsliv Mellansverige,Svenskt Näringsliv Mellansverige,≤100
118090278221826,Erikshjälpen,Erikshjälpen,≤100
42676805259,Diakonia,Diakonia,≤100
150057951690751,OKQ8,OKQ8,≤100
899603916845362,JAG Personlig assistans,JAG Personlig assistans,≤100
195379633820701,Svenskt Kött,Svenskt Kött,≤100
176527602394716,Olivia Personlig Assistans AB,Olivia Personlig Assistans AB,≤100
676246449160270,Sverigedemokraterna,Sverigedemokraterna,≤100
176875999028086,Kristdemokraterna Stockholm,Kristdemokraterna Stockholm,≤100
1267325956645384,Bonzi,Bonzi,≤100
276108117859,Svenska Afghanistankommittén,Svenska Afghanistankommittén,≤100
250421669832,Tekniska verken,Tekniska verken,≤100
289125034540204,Socialdemokraterna Sörmland,Sörmlands socialdemokratiska partidistrikt,≤100
100941935326134,RekonstruktionsGruppen,Rekonstruktionsgruppen Sverige AB,≤100
296423575695,Afrikagrupperna,Afrikagrupperna,≤100
475427706138827,Vänsterpartiet Östergötland,Vänsterpartiet Östergötland,≤100
314872662206,Ekonomifakta,Ekonomifakta,≤100
153028052500,Kvinna till Kvinna,Stiftelsen Kvinna till Kvinna,≤100
259234574258392,Miljöpartiet de Gröna i Nyköping,Miljöpartiet de gröna i Nyköping,≤100
234172635050,Forum för levande historia,Forum för levande historia,≤100
1633181116933852,SvD Junior,SvD Junior (SvD),≤100
153270724787,Amnesty International Sverige,Amnesty International Sverige,≤100
237146235237,Timbro,Tankesmedjan Timbro,≤100
237813956289260,Maskrosbarn,Maskrosbarn,≤100
181590825305317,COWI Sverige,COWI Sverige,≤100
166406746310,Resumé,Resumé,≤100
245214805905370,Konkret,Opulens Förlag AB,≤100
328754490337,Vårdförbundet,Vårdförbundet,≤100
273053169937029,ClimateHero,ClimateHero,≤100
518144408210153,Våra barns klimat,Våra barns klimat,≤100
690167674732029,Lena Hallengren,Socialdemokraterna,≤100
287880713020478,Rörelsen,Rörelsen,≤100
356032977210,Vi-skogen,Vi-skogen,≤100
147130095338054,Unga Reumatiker,Unga Reumatiker,≤100
217391588404948,Katalys,Katalys,≤100
8040892957,Socialdemokraterna,Socialdemokraterna,≤100
103630702709718,Luleå Industripark,Vinter,≤100
312084019369,Dagens Medicin,Dagens Medicin,≤100
107898832590939,European Commission,European Commission,≤100
212604496324,Fackförbundet ST,Fackförbundet ST,≤100
103296115466644,Skattenytta,Kommissionen för Skattenytta,≤100
505229989560231,Kristdemokraterna i Skåne,Kristdemokraterna i Skåne,≤100
2002046333202650,Bli nämndeman,Bli nämndeman,≤100
112644953916525,Facklig Vänster,Vänsterpartiet,≤100
72832167834,Skattebetalarnas Förening,Skattebetalarnas Förening,≤100
1042091032500520,Kvartal,Kvartal,≤100
965458110149319,Byggindustrin,Byggindustrin,≤100
152085291138,Aktuellt i Politiken,Aktuellt i Politiken,≤100
163305633746125,Karneval förlag,Holviks,≤100
539297539496434,Dagens Samhälle,Dagens Samhälle,≤100
1829725353928210,Tomas Tobé,Tomas Tobé,≤100
320930784643530,Storasyster,Storasyster,≤100
105474229493990,SMHI - Sveriges Meteorologiska och Hydrologiska Institut,These ads ran without a disclaimer,≤100
113710601984970,Barnfonden,Barnfonden,≤100
164732593563582,Söderberg & Partners,Söderberg & Partners,≤100
304506059702034,Tidningen Fönstret,Tidningen Fönstret,≤100
124538000979281,Enhet,Enhet,≤100
306583979393918,Fredens Hus,Fredens Hus,≤100
167847649916608,Friends,Stiftelsen Friends,≤100
56002955332,Jörgen Warborn,Moderaterna,≤100
127063960674693,Svenska Freds- och Skiljedomsföreningen,Svenska Freds- och Skiljedomsföreningen,≤100
293678655099,Europaparlamentets kontor i Sverige,Europaparlamentets kontor i Sverige,≤100
61602439009,NCC,NCC,≤100
255288010153,Sida - Styrelsen för Internationellt Utvecklingssamarbete,Sida - Styrelsen för Internationellt Utvecklingssamarbete,≤100
125777020786691,Mikael Damberg,Socialdemokraterna,≤100
268608766607208,Svensk Tidskrift,Svensk Tidskrift,≤100
349041299054769,Kungl. Vetenskapsakademien,Kungl. Vetenskapsakademien,≤100
213401419608502,SE BARNEN,SE BARNEN,≤100
347852331958080,En Företagares Vardag,En Företagares Vardag,≤100
189886914377536,Socialdemokraterna i Linköping,Socialdemokraterna i Linköping,≤100
183959274989548,Landsbygdsnätverket,Landsbygdsnätverket,≤100
197762513603868,MÄN,MÄN,≤100
239855722130,Nyhetsmagasinet Fokus,Fokus,≤100
188821514474911,Preem,Preem AB,≤100
273402369438867,By Billgren,By Billgren AB,≤100
12690894340,Centerpartiet,Centerpartiet,≤100
342952129133948,Kultur i Malmö,Kultur i Malmö,≤100
109344797318593,Vi Som Bygger Landet,Vi som bygger landet,≤100
235650011981,SPF Seniorerna,SPF Seniorerna,≤100
266170183550491,Nya Kompisbyrån,Nya Kompisbyrån,≤100
340169928419,Hotell- och restaurangfacket,Hotell- och restaurangfacket,≤100
122854408319,Hjärt-Lungfonden,Hjärt-lungfonden,≤100
650986664955228,"Myndigheten för ungdoms- och civilsamhällesfrågor, MUCF","Myndigheten för ungdoms- och civilsamhällesfrågor, MUCF",≤100
108878133830874,Grön flygplats,Projektet Grön Flygplats; finansierat av Svenska Regionala Flygplatser och Europeiska Regionala Utvecklingsfonden,≤100
245214805905370,Konkret,These ads ran without a disclaimer,≤100
229034733778442,Gröna Studenter Uppsala,Gröna Studenter,≤100
129016447116122,Aktuell Hållbarhet,Aktuell Hållbarhet,≤100
116567568403725,Dagens Arbete,Dagens Arbete,≤100
171732326218384,Handelsanställdas förbund,Handelsanställdas förbund,≤100
614939535271869,Tobias Baudin,Socialdemokraterna,≤100
158239227647798,Centerpartiet Västerås,Centerpartiet Västerås,≤100
221023000792,Akademikerförbundet SSR,Akademikerförbundet SSR,≤100
323156205347,Vänsterpartiet,Vänsterpartiet,≤100
140417992681511,Clowner utan Gränser,Clowner utan Gränser,≤100
150909028299502,Jernkontoret,Jernkontoret,≤100
19746853632,Djurens Rätt,Djurens Rätt,≤100
224009747651167,Socialdemokraterna i Örebro län,Socialdemokraterna Örebro Län,≤100
329452290816078,Tidningen Market,Tidningen Market,≤100
108492218918,IF Metall,IF Metall,≤100
1540294046226139,Feministsmeden,Feministsmeden,≤100
171919835807,TCO,TCO,≤100
355819811185620,Arba Kokalari,Moderaterna,≤100
1432591790382295,ByMartinsdotter,By Martinsdotter,≤100
625464187622795,Unga tankar om musik,Unga tankar om musik,≤100
104952875797501,Carina Ohlsson,Svenska socialdemokrater i Europaparlamentet,≤100
109609604086656,Vejpkollen.se,Vejpkollen.se,≤100
150820354221,"DIK - facket för kultur,  kommunikation och kreativ sektor",DIK,≤100
101320658099429,Renoveringsraseriet,Renoveringsraseriet,≤100
175873745789190,Vänsterpartiet Göteborg,Vänsterpartiet Göteborg,≤100
251829904829983,David Lega,David Lega - Kristdemokraterna,≤100
223053457729155,Unga Örnar,Unga Örnars Riksförbund,≤100
247075455733940,Tornet,These ads ran without a disclaimer,≤100
108795227704477,ألوان أوروبا Alwan Europe,ألوان أوروبا Alwan Europe,≤100
133324910077114,Byggnads Stockholm-Gotland,Byggnads Stockholm-Gotland,≤100
273254886116655,Motargument,Motargument,≤100
393959767360779,Sverigedemokraterna Region Skåne,Sverigedemokraterna Region Skåne,≤100
212284955495610,Elektrikerna,Elektrikerna,≤100
1230018870391467,Medborgerlig Samling Uppsala,Medborgerlig Samling Uppsala Län,≤100
62044983625,The Amazing Society,The Amazing Society,≤100
1774980969487507,Naturvetenskap vid Göteborgs universitet,Göteborgs universitet,≤100
62185934430,Olof Palmes Internationella Center,Olof Palmes Internationella Center,≤100
1177885685706745,Partiet Nyans,Partiet Nyans,≤100
