Page ID,Page name,Disclaimer,Amount spent (BRL)
425350744240843,Comitê Internacional da Cruz Vermelha,Comitê Internacional da Cruz Vermelha,≤100
301774903545521,Brasil Paralelo,Brasil Paralelo,≤100
159103797542,Greenpeace Brasil,Greenpeace Brasil,≤100
333720355130,Petrobras,Petrobras,≤100
1127498110791820,EducaMídia,EducaMídia com créditos para anúncios do Facebook,≤100
109354687306376,Instituto Conhecimento Liberta,Instituto Conhecimento Liberta,≤100
108742321417244,Gerson Aragão,SCIREJUS APLICATIVOS JURIDICOS LTDA,≤100
128802790469337,Todos Pela Educação,Todos Pela Educação,≤100
275967186375809,xpnc.live,XPNC,≤100
100238026054265,Comunidade Sanchez,These ads ran without a disclaimer,≤100
115558703488480,IDP Online,These ads ran without a disclaimer,≤100
239977579362882,Blue3,Blue3 Investimentos,≤100
101189854802059,Revista Oeste,Revista Oeste,≤100
115558703488480,IDP Online,Instituto Brasiliense de Direito Publico,≤100
258088921369,TOTVS,TOTVS,≤100
117691720031724,Hey Nude,Nude.,≤100
420063028162349,Professor Alexandre Zamboni,These ads ran without a disclaimer,≤100
110445114855791,Vista Tática,These ads ran without a disclaimer,≤100
425215080864180,Pfizer Brasil,Pfizer,≤100
102138423231691,Revista Semana Online,Revista Semana On,≤100
531225173594503,Luiz Guilherme Marinoni,These ads ran without a disclaimer,≤100
330379553673497,Oxfam Brasil,Oxfam Brasil,≤100
286603588447424,Engenheira Bruna Lacerda,These ads ran without a disclaimer,≤100
961419673977870,Kalynka Meirelles,Kalynka Barbara Meireles De Almeida Lissoni Nani,≤100
101933305564897,Promic,Riole,≤100
506417589696816,Asbraf,ASBRAF,≤100
100369221782043,Adê Cerrado,Adehudes Rodrigo Barbosa Castilho,≤100
177796722633925,Abraão da Melgil,Abraão da Melgil,≤100
103222252564490,Método de Aprovação,SCIREJUS APLICATIVOS JURIDICOS LTDA,≤100
101230328792183,Portal Concursos & OAB,PORTAL CURSOS PREPARATORIOS E OAB LTDA,≤100
104490315426843,Centro Lemann,CENTRO LEMANN DE LIDERANCA PARA EQUIDADE NA EDUCACAO,≤100
132804480113814,PwC Brasil,PwC Brasil,≤100
106084098344364,Raimundo Rego  - Defensor do Meio Ambiente,Expedito Rego,≤100
534805630341699,Idecan Oficial,"INSTITUTO DE DESENVOLVIMENTO EDUCACIONAL, CULTURAL E ASSISTENCIAL NACIONAL",≤100
106896372083988,Mapas Históricos,Diogo Rodrigues,≤100
2323904661180742,All Out Brasil,All Out,≤100
170190620364964,Secretaria Municipal de Meio Ambiente,Polegar Direito,≤100
1460558354166610,Dr. Hiran Gonçalves,Hiran Manuel Gonçalves da Silva,≤100
103247355921660,coletivorebento,These ads ran without a disclaimer,≤100
103301875842461,thallexlorencini,These ads ran without a disclaimer,≤100
101936575368761,sthaelsamara,These ads ran without a disclaimer,≤100
185875761943,MDB Nacional,MOVIMENTO DEMOCRÁTICO BRASILEIRO,≤100
251489518948731,Jorge Goetten,Jorge Goetten,≤100
107094855482314,João Geraldes,Joao Victor Barros Geraldes,≤100
103600405947160,meupastormeupastor,These ads ran without a disclaimer,≤100
228301373863551,Agência Pública,Agência Pública,≤100
103804891514946,Wagner Lisboa,These ads ran without a disclaimer,≤100
114044937175729,Agrity,These ads ran without a disclaimer,≤100
265312144321652,Patriarca-Cidadania Italiana,Giuliana Callia,≤100
600114750155454,Braulio Lara,Braulio Lara,≤100
110856627406489,priscillamontes,These ads ran without a disclaimer,≤100
105453508992513,Tudo sobre Improbidade Administrativa,These ads ran without a disclaimer,≤100
7970426802,WWF-Brasil,WWF-Brasil,≤100
291969064306588,Método de Aprovação,SCIREJUS APLICATIVOS JURIDICOS LTDA,≤100
187970114581051,Anistia Internacional Brasil,Anistia Internacional Brasil,≤100
102551538798020,Historiadelas,Historiadelas,≤100
166288866733886,Pirelli,Pirelli Comercial,≤100
699334503504978,Instituto Desiderata,INS DESIDERATA,≤100
54779960819,United Nations,United Nations with Facebook Ad Credits,≤100
63044235866,UN Climate Change,UN Climate Change with Facebook Ad Credits,≤100
