Page ID,Page name,Disclaimer,Amount spent (KES)
149686932284314,Wisley Rotich,Wisley Kipyegon Rotich,103
100835685957727,PRO PEACE KENYA,Brenda Kananu,≤100
1692208237695305,Button Badges,George Kingori Warui,≤100
112754900441156,DR. Kiarie Badilisha,Moses Ndirangu Badilisha Kiarie,≤100
691631977553277,Nakuru County Government - Official,Martin Gicinga Macharia,≤100
509725492464019,Hon Simon Ng'ang'a King'ara - SK,Simon Nganga Kingara,≤100
123182861072147,Hon Musalia W Mudavadi,Michael Lulu Mudavadi,≤100
173516606349429,Hon Wavinya Ndeti,Wavinya Ndeti,≤100
1589154051350606,FOZ - Friends of Zion Museum,These ads ran without a disclaimer,≤100
117039841320523,Big Pink Youth Dialogue,These ads ran without a disclaimer,≤100
