Page ID,Page name,Disclaimer,Amount spent (KES)
515012855207241,Hon. Eng. Vincent Musyoka Musau Kawaya,Musa Vincent Musyoka,217
123182861072147,Hon Musalia W Mudavadi,Michael Lulu Mudavadi,≤100
105282877901533,Hon Vincent Machoka,Hon Vincent Machoka,≤100
344115315677504,This Is Laikipia,This Is Laikipia,≤100
105833652399018,Maina Karobia,Mwangi Godfrey Maina,≤100
443961495782341,Wanjiku Muhia,Wanjiku Muhia,≤100
1506723769658512,Susan Kihika,Susan Kihika,≤100
108214532179714,Inland Motors Mombasa,These ads ran without a disclaimer,≤100
100321965888531,Mrembo na Kazi,Samuel Mwangi,≤100
103018869332378,BantuPage,These ads ran without a disclaimer,≤100
106813207597143,Rahmina Paullete,These ads ran without a disclaimer,≤100
368194657215717,Times Higher Education Connect,These ads ran without a disclaimer,≤100
133802223457730,ECLT Foundation,These ads ran without a disclaimer,≤100
