Page ID,Page name,Disclaimer,Amount spent (INR)
1401117106783618,Bjp Chhattisgarh,Bharatiya Janata Party,4484
104529648873493,Ashok sinha,Ankit Sood,846
101882222829754,Sangeeta Sinha,Raghvendra Singh,760
104516512296314,Kartikeya Sharma,Kartikeya Sharma,711
378267782899261,Jay Wardhan Bissa Page,Jay Wardhan Bissa Page,608
668808673207412,Harpal Singh Bhamra,Balram Singh,603
384000501947350,Devendra Yadav,Think First,535
113519568270032,Anand Prakash Miri,Pandev Balodi,529
107395897271506,Kutumb,Swatantra Verma,524
359726167827402,Bhuneshwar Singh Baghel,Bhuneshwar Singh Baghel,445
243524299157863,Pushkar Singh Dhami,Pushkar Singh Dhami,415
574079826086251,Phir Ek Baar Modi Sarkar,phirekbaarmodisarkar.com,355
2031635596888501,सतीश अग्रवाल-ऑफिसियल,सतीश अग्रवाल-ऑफिसियल,318
1598548487048992,Basavaraj Bommai,Basavaraj Bommai,297
249118638631429,Dinesh sundrani,Ankit Sood,248
109357912106129,Sanjeet Vishwakarma,Kavita Kumari,228
674757045920691,Jayadev Galla,Aditya Vemulapalli,220
641831775937425,Shrichand Sundrani,Ankit Sood,216
432716737204912,Aditi Baghmar,Aditi Baghmar,210
862167440545477,Girwar Janghel,Girwar Janghel,209
105206415541364,Hasdeo Ka Sach,Hasdeo Ka Sach,203
172182742974160,Chunni Lal Sahu,Chunni Lal Sahu,199
1987488401557504,Mahathugbandhan - महाठगबंधन,Mahathugbandhan - महाठगबंधन,196
109470364774303,Ellorum Nammudan,Ellorum Nammudan,175
103782051383159,School of Politics,School of Politics,166
479998865355592,Aditya Birla Group,Aditya Birla Group,161
101604765444007,Hitanand Agrawal,Anuj Kumar Amarnath Jha,136
165714096933078,Piyush Goyal,Piyush Goyal,122
390976557590103,I Support Narendra Modi,I Support Narendra Modi,111
107451772250920,Nandan Kumar,Kavita Kumari,108
404746486258732,Project Nanhi Kali,Project Nanhi Kali,107
339829916456258,श्याम बिहारी जायसवाल,श्याम बिहारी जायसवाल,105
1893540457545685,Virendra Singh Tomar,Virendra Singh Tomar,101
1882282868540655,K.S. Chauhan,Simer Simer Deep Singh,≤100
100549119644561,Jo Ram Ko Laye Hain Hum Unko Layenge 2024,Jo Ram Ko Laye Hain Hum Unko Layenge 2024,≤100
174283119250672,Bal Raksha Bharat,Bal Raksha Bharat,≤100
100118461349090,Bhawna Bohra,The VoloPV,≤100
318205675275285,APL Apollo Tubes Limited,APL Apollo Tubes,≤100
685881558130468,Kamal Nath,Abhay Tiwari,≤100
108505858773239,Madhya Pradesh Police,Madhya Pradesh Police,≤100
100766449455880,Naveen Mishra,Harish Reddy,≤100
1897418393866739,Chintamani Maharaj - चिंतामणि महाराज,Chintamani Maharaj,≤100
138927162813391,Dailyhunt,Verse Innovation Pvt. Ltd.,≤100
526222491203445,The Chaupal,Adv Tech,≤100
104052753400618,Union Bank of India,Goldmine Advertising Limited,≤100
103251851710926,Akula Srivani,Anjan Kumar Akula,≤100
220803731286272,Panasonic India,Amit Chauhan,≤100
104525071773121,Climato Reformers,Shaurya Shreeansh Bakshi,≤100
1598548487048992,Basavaraj Bommai,Adarsh Pandey,≤100
285029500623,CARE India,CARE India,≤100
2318001601608100,फेंस क्लब जयसिंह भैया,फेंस क्लब जयसिंह भैया,≤100
358964791146343,TheMathCompany,TheMathCompany,≤100
102218576103904,Badlaav ki Aandhi Priyanka Gandhi,Badlaav Ki Aandhi Priyanka Gandhi,≤100
102191751844777,MotorPlanetofficial,Hansaj Kukreti,≤100
101713962007976,Amrit Mahotsav,Amrit Mahotsav,≤100
112475780481777,Bahadur Singh Chouhan,Manoj,≤100
