Page ID,Page name,Disclaimer,Amount spent (JPY)
475681929154100,国連UNHCR協会,国連UNHCR協会,953
100577859467667,大阪経済大学・社会連携,大阪経済大学・社会連携,508
1904070096535109,スマート選挙,株式会社センキョ,379
104898292366475,美容教室,These ads ran without a disclaimer,288
281777375260988,オッズパーク,These ads ran without a disclaimer,146
1812425055659979,介護ワーカー,These ads ran without a disclaimer,≤100
102891618059843,ケイミュー株式会社,These ads ran without a disclaimer,≤100
104533215755145,ZOE_Japan,ZOE Japan,≤100
104331362680222,都知事杯オープンデータ・ハッカソン 事務局,These ads ran without a disclaimer,≤100
112021451772789,池田縁,These ads ran without a disclaimer,≤100
113154441705767,不動産aiチャット-不動産のAIアシスタント,These ads ran without a disclaimer,≤100
185422931575190,東京カメラ部,These ads ran without a disclaimer,≤100
110302617966089,かのう陽之助,かのう陽之助,≤100
101289366621166,大和ハウスグループ,These ads ran without a disclaimer,≤100
100199881840737,Minghui Japan（ミンフイ　ジャパン）ー明慧日本,明慧日本,≤100
105485372590991,スキンケアLab,These ads ran without a disclaimer,≤100
256504371891671,the-issues.jp,the-issues.jp,≤100
195088317190451,グリーンピース・ジャパン,一般社団法人グリーンピース・ジャパン,≤100
216311481960,Bill Gates,These ads ran without a disclaimer,≤100
146819818734149,Dormirme,These ads ran without a disclaimer,≤100
115359254885265,渝博雅書屋cc,These ads ran without a disclaimer,≤100
108293135171775,Magical Tome,These ads ran without a disclaimer,≤100
101963349558320,magicwands_information,These ads ran without a disclaimer,≤100
608650595820049,The Conqueror Challenges,These ads ran without a disclaimer,≤100
