Page ID,Page name,Disclaimer,Amount spent (BOB)
279677395908479,Virginio Lema Trigo,Walter Agustin Zambrana Arze,≤100
130336323685885,Gobernación de Santa Cruz,Gobernación de Santa Cruz,≤100
110555990500784,Ingvar Ellefsen - Diputado,Ingvar Ellefsen,≤100
391416088139258,Movimiento Pro-Pacha,Guillermo Mallea,≤100
94005676787,Hitachi Vantara,These ads ran without a disclaimer,≤100
964080723662055,Carlos Subirana Responde,Editorial CSS,≤100
106403237850347,Goberna Bolivia,Goberna,≤100
103276561855899,El Diario Virtual,El Diario Virtual,≤100
113376820321312,Tierra Digna,Coordenada Digital,≤100
100421178670997,Grande mi Oruro,Coordenada Digital,≤100
1947703858861720,Mayra Zalles - Diputada,Mayra Ingrid Zalles Trigo,≤100
636958269681223,Mauricio Lea Plaza P.,Mauricio Adolfo Lea Plaza Peláez,≤100
104257317751894,Santiago Condori Apaza,Sandro Iquise Vincenti,≤100
181646422172306,FAM BOLIVIA,Edwin Quispe Ortiz,≤100
102652851097134,Oscar Balderas Diputado,Oscar Alberto Balderas Montaño,≤100
320503974822994,EAE - Escuela de Abogados del Estado,These ads ran without a disclaimer,≤100
261393040627329,Universidad Bíblica Latinoamericana,These ads ran without a disclaimer,≤100
2200139000274127,Top Speeder 2022,These ads ran without a disclaimer,≤100
1857723914544494,Cristoviveenmi tv,These ads ran without a disclaimer,≤100
107706102295108,Wire Tool,These ads ran without a disclaimer,≤100
