Page ID,Page name,Disclaimer,Amount spent (PYG)
241512319274531,Sixto Pereira,Sixto Pereira,21857
102266292553995,Sucia Política,Diego Ricardo Ramírez,18929
102917519228790,Bruno Defelippe,Bruno Defelippe,15448
325540631525675,En La Tecla,En la Tecla,9900
1468570519872644,Santiago Peña,PRANA SA,7321
430961180344844,EVER VILLALBA,Ever Federico Villalba Martinez,7321
103759862278474,Victor Miranda Py,Clicnovo,7321
283132325082901,Esperanza Martínez,Esperanza Martinez De Portillo,3625
114448232558658,Jorge Querey,Jorge Osvaldo Querey Rojas,2094
1575743279360941,Carlos Cáceres Sarubbi Senador 2023,Carlos Agustin Caceres Sarubbi,1989
118397948223791,Oscar Tuma,Óscar Luis Tuma Bogado,1839
517426394969535,Ricardo Canese,Ricardo Canese,1738
153958777947957,Paulo Reichardt,Paulo Reichardt,1374
1151984808290856,Hugo Portillo,Hugo Portillo,1167
118890043360348,Pedro Santa Cruz,Pedro Arthuro Santa Cruz Insaurralde,1145
150741961754512,Mercedes Canese Antúnez,Mercedes Canese,993
518726648648192,Carlos Arrechea,Carlos Arrechea,859
359307964420456,Terere Cómplice,Meli Olavarrieta,614
107706177740738,Periodismo 29,Periodismo 29,424
255852854856739,"Marco Augusto Ferreira, Autor",Marco Augusto Ferreira Acuña,297
255852854856739,"Marco Augusto Ferreira, Autor",Marco Augusto Ferreira Acuña,297
1386037631635162,Hugo Ramírez,Nahuel Ayala Gomez,293
102649292598442,Senador Hugo Richer,Senador Hugo Richer,276
123892278310235,Eduardo Valiente,Rocio Soledad Martinez Larroza,274
181461032397199,Billy Vaesken,Billy Vaesken,251
100265174952816,Cesarito Sosa,César Luis Sosa Fariña,231
101589739286507,Óscar González Senador,Maria Alejandra Correa Miño,205
107326631853562,Hugo Sosa Pasmor,Maria Alejandra Correa Miño,190
490637354648727,Ing.Juan Carlos Baruja - Gobernador 2018/2023,Juan Carlos Baruja Fernandez,123
1510805942583059,Norma Zarate de Monges,Norma Zarate,≤100
1927558977499398,Carolina Rivas,Eusebio Vera,≤100
363306313879750,Marle Chispita Orue,Marlene Tatiana Orue Leon,≤100
141678063114851,Ruben Velazquez,Dalva Natividad Acosta Vallejos,≤100
278226125974096,El Paraguayo Independiente,Paraguayo Independiente,≤100
110303418588991,Baby Appleyard,Baby Appleyard,≤100
952603051424285,Puertas Abiertas América Latina,These ads ran without a disclaimer,≤100
161156667809582,Leo Rubin,Leo Rubín,≤100
1810962229216340,Fidel Zavala,Laura Lorena Meaurio Paniagua,≤100
106682318781403,Rafaela Guanes Senadora,Rafaela Guanes,≤100
137071910500968,Alvaro Grau,Oscar David Baez Alvarenga,≤100
100566575581065,Ramón Montanía,Ramón Montania Fernandez,≤100
