Page ID,Page name,Disclaimer,Amount spent (CAD)
922478954450376,CHBA National,CHBA National,195
6319213302,Heart & Stroke,Heart & Stroke,120
844239722367708,Innovative Medicines Canada / Médicaments novateurs Canada,Innovative Medicines Canada / Médicaments novateurs Canada,≤100
303473312998028,FedEx,FedEx,≤100
44760348647,Ecology Action Centre,Ecology Action Centre,≤100
106432095003415,Our Nova Scotia RCMP,National Police Federation,≤100
118040041222760,Juan Luis Garrido,Juan Luis Garrido,≤100
232428989879,Maybelline New York,Maybelline New York,≤100
184856436064,Canadian Centre for Child Protection,Canadian Centre for Child Protection,≤100
27234020592,UNICEF Canada,UNICEF Canada,≤100
171838976178751,Canadian Women's Foundation,Canadian Women's Foundation,≤100
5661704203,Conservative Party of Canada - Parti conservateur du Canada,Conservative Party of Canada - Parti conservateur du Canada,≤100
107385241806,Plan International Canada,Plan International Canada,≤100
261752512263,Canadian Red Cross,Canadian Red Cross,≤100
901776976544599,RBC Wealth Management,RBC Wealth Management,≤100
1097840090260804,National Police Federation,National Police Federation,≤100
24235835555,Kids Help Phone,Kids Help Phone,≤100
103223222015913,Nowly,nowly,≤100
281999881613,World Vision Canada,World Vision Canada,≤100
115835521825983,UNHCR Canada,UNHCR Canada,≤100
266408097438964,Canadian Consumer Rewards Coalition,Canadian Consumer Rewards Coalition,≤100
291175877619875,"Kings County, Nova Scotia","Kings County, Nova Scotia",≤100
6095483909,Canadian Taxpayers Federation,Canadian Taxpayers Federation,≤100
376006035816016,Storyworth,These ads ran without a disclaimer,≤100
510183342342621,Bell MTS,Lavanya Rajaian,≤100
26394435211,Canadian Cancer Society,Canadian Cancer Society,≤100
45337425068,CARE Canada,CARE Canada,≤100
143249880633,World Animal Protection Canada,World Animal Protection Canada,≤100
263417217038472,Forest Products Association of Canada,Forest Products Association of Canada,≤100
254985577276,Humanitarian Coalition/ Coalition Humanitaire,Humanitarian Coalition/ Coalition Humanitaire,≤100
114849617772737,Care2 Canada,Press Pause Collective,≤100
103805636333615,Quality Canadian Milk - Lait canadien de qualité,Quality Canadian Milk - Lait canadien de qualité,≤100
168106993245736,Canada Post,Canada Post,≤100
202220023130891,Bell Canada,Bell Canada,≤100
105288666168351,SOS Children's Villages Canada,SOS Children's Villages Canada,≤100
52543970197,Environmental Defence Canada,Environmental Defence,≤100
220942375077886,Canada Proud,Canada Proud,≤100
408435545844639,Nova Scotia Environmental Network,Nova Scotia Environmental Network,≤100
106360778489053,Fuelling Canada,Canadian Gas Association,≤100
139019864276,Oxfam Canada,Oxfam Canada,≤100
21751825648,Justin Trudeau,Liberal Party of Canada | Parti libéral du Canada,≤100
232894981968,Nature Conservancy of Canada / Conservation de la nature Canada,Nature Conservancy of Canada / Conservation de la nature Canada,≤100
123235041462,The Fraser Institute,Fraser Institute,≤100
5794733873,David Suzuki Foundation,David Suzuki Foundation,≤100
100999094747422,Land Needs Guardians,Land Needs Guardians,≤100
420437455160941,Planet Friendly News,Planet Friendly News,≤100
183372245032529,Sierra Club Atlantic Canada Chapter,Sierra Club Canada Atlantic Chapter,≤100
112640875074031,Mediaplanet Stories Canada,Mediaplanet Stories Canada,≤100
1522162571382952,Oceana Canada,Oceana Canada,≤100
19750184960,Greenpeace Canada,Greenpeace Canada,≤100
169042736456594,All Out,ConnectAd,≤100
121222984568561,Amnesty International Canada,Amnesty International Canada,≤100
101898551911387,The Hub Canada,Hub Canada Media,≤100
106764462731658,Honest Reporting Canada,Honest Reporting Canada,≤100
213671857639,BCGEU,BC General Employees' Union,≤100
136772905237,Historica Canada,Historica Canada,≤100
190035081047277,International Fellowship of Christians and Jews of Canada,International Fellowship of Christians and Jews of Canada,≤100
658318450979357,Globe Content Studio,Globe Content Studio,≤100
35715544220,Stand.earth,Stand.earth,≤100
101849728551147,Fun Break Central,These ads ran without a disclaimer,≤100
925033857594085,SureHealth Canada by GreenShield,SureHealth,≤100
154462904588700,Enbridge Gas,Enbridge Gas,≤100
1671097993122619,Children Believe,Children Believe,≤100
608578919186659,World Vision International,World Vision International,≤100
186266941387011,BMO Financial Group,BMO Financial Group,≤100
486324651440186,Plastic Bank,Plastic Bank,≤100
106379514455593,Paramount Digital Agency,Yasmina Tabbal,≤100
180862678644381,Ontario NDP,Ontario NDP,≤100
123666264326084,Commission for Environmental Cooperation,Commission for Environmental Cooperation,≤100
13647781428,Youth Challenge International,Youth Challenge International,≤100
102051553222110,Canadian Federation of Nurses Unions,Canadian Federation of Nurses Unions,≤100
105754167560390,Ekō Canada,Ekō,≤100
102431099842674,Kerry-Lynne D Findlay,Kerry-Lynne D Findlay,≤100
1589839557920915,National Disability Credit Alliance,National Disability Credit Alliance,≤100
243795232247,Mennonite Central Committee - MCC,Mennonite Central Committee - MCC,≤100
