Page ID,Page name,Disclaimer,Amount spent (DKK)
12860228293,Politiken,Politiken,804
38507331439,Danmarks Naturfredningsforening,Danmarks Naturfredningsforening,531
65929129383,Røde Kors,Røde Kors,468
12390252419,Region Nordjylland,Region Nordjylland,287
26458152911,SOS Børnebyerne,SOS Børnebyerne,277
21465928829,"Venstre, Danmarks Liberale Parti","Venstre, Danmarks Liberale Parti",253
153151900930,Ungdommens Røde Kors,Ungdommens Røde Kors,243
99632942471,Læger uden Grænser (MSF),Læger uden Grænser (MSF),223
748887235210811,Obton Forvaltning A/S,Obton Forvaltning A/S,201
399210657232918,PlanBørnefonden,PlanBørnefonden,192
1029970060346902,EWII,EWII A/S,181
22030968736,Anima,Anima,174
304554445813,Videncentret Bolius,Videncentret Bolius,172
55365680705,Greenpeace Danmark,Greenpeace Danmark,169
116227401722605,Dansk Flygtningehjælp,Dansk Flygtningehjælp,157
12787473132,Berlingske,Berlingske,151
110321008383861,Red Barnets landsindsamling,Red Barnet,150
200709746630443,Dyrenes Beskyttelse,Dyrenes Beskyttelse,139
5624899398,Mellemfolkeligt Samvirke,Mellemfolkeligt Samvirke,133
1677055535924085,Røgfri Fremtid,Røgfri Fremtid,130
1507997959501973,Landbrug & Fødevarer,Landbrug & Fødevarer,124
126543540781090,Ældre Sagen,Ældre Sagen,117
121570596369,CARE Danmark,CARE i Danmark,111
708245239243699,Dansk Beton,Dansk Beton,105
155596147784577,WWF Verdensnaturfonden,WWF Verdensnaturfonden,104
867877683280051,Weekendavisen,Weekendavisen,101
304554445813,Videncentret Bolius,Bolius,≤100
405892706501089,Med Israel for fred - MIFF Danmark,MIFF (Med Israel for fred),≤100
109012749124622,3F - Gør dig stærkere.,3F - Danmarks Stærkeste Fagforening,≤100
102154048301476,Lederstof.dk,Lederne,≤100
748887235210811,Obton Forvaltning A/S,Obton A/S,≤100
250994288337708,Sex og Samfund,Sex og Samfund,≤100
161708011540,Mads Duedahl,Venstre i Nordjylland,≤100
133707013355759,Danner,Danner,≤100
168572049946266,Venstre i Vesthimmerland,Venstre i Vesthimmerland,≤100
261599053881378,Fagbevægelsens Hovedorganisation,Fagbevægelsens Hovedorganisation,≤100
169918310823,Foreningen Spiseforstyrrelser og Selvskade,Foreningen Spiseforstyrrelser og Selvskade,≤100
146458868730806,ROSE - Dansk kylling siden 1952,HKScan Denmark A/S,≤100
246977185497434,Plastic Change,Plastic Change,≤100
167891603415958,Lederne,Lederne,≤100
130388840342741,Danske Bank,Danske Bank,≤100
144965885963,Oxfam IBIS - Sammen mod ulighed,Oxfam IBIS,≤100
95141502089,Økonomisk Ugebrev,Økonomisk Ugebrev,≤100
105511328705392,HØRT,Børns Vilkår,≤100
179420709465,Venstre Mors,Venstre Mors,≤100
337166195327,BRYD TAVSHEDEN,BRYD TAVSHEDEN,≤100
287306323369,Børnecancerfonden,Børnecancerfonden,≤100
299880716702992,KIU - Patientforeningen Kræft i underlivet,KIU - Patientforeningen Kræft i underlivet,≤100
1704424023182897,Politiken Historie,Politiken Historie,≤100
227357657280228,Børnehjælpsdagen,Fonden Børnehjælpsdagen af 6. maj 1904,≤100
100423681446198,Virksomhedsguiden,Erhvervsstyrelsen,≤100
59143726810,Psykiatrifonden,Psykiatrifonden,≤100
305932686202047,Caritas Danmark,Caritas Danmark,≤100
1684646181850363,TjekDet,TjekDet,≤100
1450750935146684,Asger Christensen i EU,Christensen Asger Bank Møller,≤100
138978072648,Dansk Vegetarisk Forening - DVF,Dansk Vegetarisk Forening - DVF,≤100
100553324882964,Theresa Berg Andersen,Theresa Berg,≤100
267019152979,"DPU, Aarhus Universitet",Carsten Henriksen,≤100
246097715413231,Alkohol & Samfund,Alkohol & Samfund,≤100
107898832590939,European Commission,European Commission,≤100
657491824390744,Spring Copenhagen,Spring Copenhagen,≤100
494902077334290,Tuborgfondet,Tuborgfondet,≤100
128700897207990,Europa-Parlamentet i Danmark,Europa-Parlamentet i Danmark,≤100
2079502855459920,Charlotte Broman Mølbæk,SF,≤100
529124290474705,Nikolaj Villumsen,Enhedslisten,≤100
645454495955240,Madmødet,Jan Michelsen,≤100
186645960378,Danwatch,Danwatch,≤100
144098125661833,Nordea Invest,Nordea Invest,≤100
367522986719919,Gastech-Energi,Gastech-Energi A/S,≤100
147547541961576,Council of the European Union,Council of the European Union,≤100
133716736641210,LandbrugsAvisen,LandbrugsAvisen,≤100
