Page ID,Page name,Disclaimer,Amount spent (BRL)
334514343302606,Governo do Estado do Rio Grande do Norte,PUZZLE ADS,489
104625758942119,Siga Antenado,Siga Antenado,298
151189004972368,Panasonic Brasil,Panasonic Brasil,171
175804982467404,Safernet Brasil,Safernet Brasil pago com créditos de anúncio do Facebook,127
136984123032921,Mercedes-Benz Brasil,Mercedes-Benz Brasil,≤100
425350744240843,Comitê Internacional da Cruz Vermelha,Comitê Internacional da Cruz Vermelha,≤100
139585730140435,Allyson Bezerra,Allyson Bezerra,≤100
102953026128334,Deputado Dr. Bernado,Bernardo Cesar Carlos Belarmino de Amorim,≤100
358687161234,Proteção Animal Mundial,Sociedade Mundial de Proteção Animal - WSPA BRASIL,≤100
465235726843103,Ambev,Ambev,≤100
333720355130,Petrobras,Petrobras,≤100
303981736949468,Jingle Vinheta,Paulo Magalhaes,≤100
165175370206522,Citi Brasil,Citi Brasil,≤100
159103797542,Greenpeace Brasil,Greenpeace Brasil,≤100
301774903545521,Brasil Paralelo,Brasil Paralelo,≤100
729392980520143,Senador Styvenson,Eann Styvenson Valentim Mendes,≤100
126044254697064,Kleber Rodrigues,Kleber Geverson de Oliveira Rodrigues,≤100
330379553673497,Oxfam Brasil,Oxfam Brasil,≤100
170238043113891,Professor Rômulo Passos,Romulo Silva Passos,≤100
417051221639632,George Soares,George Montenegro Soares,≤100
224021551012451,Gerando Falcões,Gerando Falcões,≤100
119876608093215,Cantão,These ads ran without a disclaimer,≤100
139585730140435,Allyson Bezerra,Allyson Bezerra,≤100
534805630341699,Idecan Oficial,"INSTITUTO DE DESENVOLVIMENTO EDUCACIONAL, CULTURAL E ASSISTENCIAL NACIONAL",≤100
257250264610736,Be8,Be8,≤100
185875761943,MDB Nacional,MOVIMENTO DEMOCRÁTICO BRASILEIRO,≤100
102856342511936,ICL Notícias,Instituto Conhecimento Liberta,≤100
201878973201295,Republicanos10,Republicanos10,≤100
113507215403008,Câmara Municipal de São Paulo,Câmara Municipal de São Paulo,≤100
119758517754462,Marciano Júnior,Raimundo Marciano De Freitas Junior,≤100
126491270729748,Childhood Brasil,Childhood Brasil,≤100
109272165397476,Gerson Aragao,These ads ran without a disclaimer,≤100
105527742878890,Prefeitura do Recife,Prefeitura do Recife,≤100
301774903545521,Brasil Paralelo,These ads ran without a disclaimer,≤100
105821366170914,PT - Partido dos Trabalhadores,Partido dos Trabalhadores,≤100
101230328792183,Portal Concursos & OAB,PORTAL CURSOS PREPARATORIOS E OAB LTDA,≤100
962615323779536,Progressistas,Progressistas,≤100
1500606083580137,João Azevêdo,João Azevedo,≤100
313991695374674,Senac RJ,These ads ran without a disclaimer,≤100
