Page ID,Page name,Disclaimer,Amount spent (ZAR)
1482645265280695,amandla.mobi,amandla.mobi,1249
376908203717,UNICEF Africa,These ads ran without a disclaimer,534
110901495091012,Crtve Development,Crtve Development with Facebook Ad credits,289
6011868110,Democratic Alliance,Democratic Alliance,256
195909420099,Solidariteit,Solidariteit,130
100149906713244,350 Africa,350 Africa,≤100
102265308016316,Al Jama-ah,Al Jama-ah,≤100
136956534616,Times LIVE,TimesLIVE,≤100
119558301106686,Ground Work Collective - NPC,These ads ran without a disclaimer,≤100
116657351312927,Pledge To Vote SA,Pledge to Vote,≤100
187645864452,Vryheidsfront Plus / Freedom Front Plus,Vryheidsfront Plus / Freedom Front Plus,≤100
478479492268974,Sunday Times ZA,Sunday Times,≤100
2145594122138312,Action Society,Action Society,≤100
106172744063430,The Daily Friend,The Daily Friend,≤100
181204251979581,NEASA,National Employers' Association of South Africa,≤100
1742410059361710,AwakeMzansi,Awake Mzansi,≤100
105758608971668,Free Speech Union South Africa,Free Speech Union South Africa,≤100
119736861394881,Financial Mail,BusinessLIVE,≤100
1271402709601865,HEALA,HEALA,≤100
217696894929887,FW de Klerk Foundation,FW de Klerk Foundation,≤100
86579745433,South African Institute of Race Relations,South African Institute of Race Relations,≤100
794336640617861,Cyril Ramaphosa Foundation,Cyril Ramaphosa Foundation,≤100
109136451414156,Educate Don't Indoctrinate,Educate Don't Indocrinate,≤100
530927007388252,Vrye Weekblad,Vrye Weekblad (Nuwe Vrye Weekblad Mediagroep),≤100
115864538089777,Dear SA - Have Your Say,Dear S Africa,≤100
134187920103120,Dr. J. Reid (Neurologist),Johan Reid,≤100
101361287935124,The Shumeez Scott Foundation,These ads ran without a disclaimer,≤100
109797290826876,Ian Cameron,Action Society,≤100
102268322635915,The Finance Daily,These ads ran without a disclaimer,≤100
434577883273454,Sihle Zikalala,Sihle Zikalala,≤100
105253469058763,Matter2Matters,These ads ran without a disclaimer,≤100
153911331339003,ACDP Western Cape,African Christian Democratic Party,≤100
629021617133721,Judges Matter,Judges Matter,≤100
103277819118094,Special Investigating Unit- South Africa,These ads ran without a disclaimer,≤100
416731498371213,Saved To Serve,These ads ran without a disclaimer,≤100
147710335240518,Eindhovens Dagblad,These ads ran without a disclaimer,≤100
118960647895185,Morongwa Mdletshe,These ads ran without a disclaimer,≤100
