Page ID,Page name,Disclaimer,Amount spent (BOB)
130336323685885,Gobernación de Santa Cruz,Gobernación de Santa Cruz,209
964080723662055,Carlos Subirana Responde,Editorial CSS,≤100
167878593236712,UNICEF en español,These ads ran without a disclaimer,≤100
127871740620547,Agustín Zambrana en El Bunker,Walter Agustin Zambrana Arze,≤100
106403237850347,Goberna Bolivia,Goberna,≤100
113795884973581,Posgrado UPEA,Luis Alejandro Urrutia Monrroy,≤100
565643756889694,Viceministerio de Deportes del Estado Plurinacional de Bolivia,Juan Quiroga,≤100
104257317751894,Santiago Condori Apaza,Sandro Iquise Vincenti,≤100
101824857848955,Enrique Urquidi - Diputado,Enrique Fernando Urquidi Daza,≤100
101029268584854,José Carlos Sánchez Verazaín,Boris Christian Lehm Murillo,≤100
331406083686277,Vladimir Peña,Vladimir Ariel Peña Virhuez,≤100
116155101806729,CATIE (Centro Agronómico Tropical de Investigación y Enseñanza),These ads ran without a disclaimer,≤100
563287193771389,Viceministerio de Recursos Hídricos y Riego,Lizeth Alvarez Mendoza,≤100
100365208581323,Revolución Eñame,These ads ran without a disclaimer,≤100
1929798810569475,Somos de Warnes,Raul Paniagua Gil,≤100
121350964566751,DHL Motorsports,These ads ran without a disclaimer,≤100
124193294267113,Medicable,These ads ran without a disclaimer,≤100
152914224736727,Banco Mundial,These ads ran without a disclaimer,≤100
