Page ID,Page name,Disclaimer,Amount spent (BOB)
964080723662055,Carlos Subirana Responde,Editorial CSS,≤100
171994409583875,La Razón Bolivia,La Razón Bolivia,≤100
106403237850347,Goberna Bolivia,Goberna,≤100
102351595022048,Carlos Montaño Alcalde,Richard Chambi Gutierrez,≤100
102196065676160,Prof. Julio Cesar Justiniano - Dogo Concejal,Prof. Julio Cesar Justiniano - Dogo Concejal,≤100
103703307823878,Regys Medina,Andres Medina Sotomayor,≤100
102545132000028,Gobierno Autónomo Municipal de Santa Ana,Fatima Danitza  Rodriguez Arriza,≤100
107585134511680,Jaime Mamani Espíndola,Wilmer Rivero Nino,≤100
517750071766113,SEDES - BENI,Cedecap Bolivia,≤100
101824857848955,Enrique Urquidi - Diputado,Enrique Fernando Urquidi Daza,≤100
333014073461514,Babel,These ads ran without a disclaimer,≤100
108537340548276,"Haiku, Inc.",These ads ran without a disclaimer,≤100
