Page ID,Page name,Disclaimer,Amount spent (VND)
101914358044085,Tài Liệu Ôn Thi Viên Chức Giáo Dục,Tài Liệu Ôn Thi Viên Chức Giáo Dục,46962
520925154944887,Sách Nói VN,These ads ran without a disclaimer,23490
156776368385414,Nhan Sắc Mới Khởi Đầu Mới,Nhan Sắc Mới Khởi Đầu Mới,17830
118803867901463,Poljot lnt VN,These ads ran without a disclaimer,17498
101478189323986,Thầy Phạm Văn Thanh Lào Cai,These ads ran without a disclaimer,14221
105062615490802,Thượng Tọa Thích Đức Thiện,Thượng Tọa Thích Đức Thiện,12575
111267731617802,Lương Y Phạm Văn Thanh - Người Thầy Y Đức,These ads ran without a disclaimer,6711
106137635571788,Kênh Đầu Tư Thông Minh Mới,These ads ran without a disclaimer,3084
105889048892532,Phạm Văn Thanh- Đặc Trị Tiểu Đường,These ads ran without a disclaimer,2951
103259172532247,Bluestona Smart,These ads ran without a disclaimer,2031
103278909266334,Tiệm Cà Phê Thời Thanh Xuân,These ads ran without a disclaimer,1990
1033766176656282,Giày nam - Tonkin,These ads ran without a disclaimer,1547
810598412450945,Khoai Gieo Quảng Bình tại Đà Nẵng,These ads ran without a disclaimer,730
105845511087981,TRUYỀN HÌNH AN VIÊN,Truyền hình Bchannel - BTV9 An Viên,420
322865159833,RCD Espanyol de Barcelona,These ads ran without a disclaimer,≤100
112355191703914,Cosy F,These ads ran without a disclaimer,≤100
