Page ID,Page name,Disclaimer,Amount spent (JPY)
110917080708732,進  よしかず　後援会事務所,進よしかず　後援会,2002
684161888345926,西日本新聞me,西日本新聞me,767
298060150283457,大分県日出町,大分県日出町,540
265075920177069,陸上自衛隊 Japan Ground Self-Defense Force,陸上自衛隊 Japan Ground Self-Defense Force,502
1904070096535109,スマート選挙,株式会社センキョ,379
108651618963748,Fyyoiu.xyz-3,These ads ran without a disclaimer,351
103307385856246,美容Lab,These ads ran without a disclaimer,326
110284292010391,オリックス・クレジット株式会社,These ads ran without a disclaimer,289
108136530968730,おねがい社長！,These ads ran without a disclaimer,284
1066698066689496,ミイダス,These ads ran without a disclaimer,207
1812425055659979,介護ワーカー,These ads ran without a disclaimer,180
413847335481057,起業の学校 Willfu 社会人講座,These ads ran without a disclaimer,142
106067878679145,coharu_style,These ads ran without a disclaimer,131
208661552479830,日本財団,日本財団,≤100
217940438230517,BOOKWALKER,These ads ran without a disclaimer,≤100
218509495666302,日経新聞,These ads ran without a disclaimer,≤100
100883894693235,Cleverin_Cleveand,These ads ran without a disclaimer,≤100
501174560264857,VENTURE FOR JAPAN,These ads ran without a disclaimer,≤100
301475626888702,サンスター オンラインショップ,These ads ran without a disclaimer,≤100
104533215755145,ZOE_Japan,ZOE Japan,≤100
101289366621166,大和ハウスグループ,These ads ran without a disclaimer,≤100
100400541822203,奈良市議会議員 太田晃司（おおた こうじ）,奈良市議会議員 太田晃司（おおた こうじ）,≤100
475681929154100,国連UNHCR協会,国連UNHCR協会,≤100
173291492700083,Ｚ会,These ads ran without a disclaimer,≤100
128390793841971,Robot Home,These ads ran without a disclaimer,≤100
110188688555336,Snsを頑張らない集客法,These ads ran without a disclaimer,≤100
2328492084042595,プロ家庭教師の総合進学セミナー,These ads ran without a disclaimer,≤100
196303913732193,タマホーム株式会社,These ads ran without a disclaimer,≤100
785103978248653,ボクシル/Boxil,These ads ran without a disclaimer,≤100
100199881840737,Minghui Japan（ミンフイ　ジャパン）ー明慧日本,明慧日本,≤100
102891618059843,ケイミュー株式会社,These ads ran without a disclaimer,≤100
111303288432112,最新コスメ情報,These ads ran without a disclaimer,≤100
494788643877212,NEC （日本電気株式会社）,These ads ran without a disclaimer,≤100
676655469036670,松下政経塾,松下政経塾,≤100
101037439554864,Aga速報ニュース,These ads ran without a disclaimer,≤100
113820761786233,湯原式メソッド,These ads ran without a disclaimer,≤100
