Page ID,Page name,Disclaimer,Amount spent (MXN)
408978686187226,Notas al chile,Notas al Chile,1127
101718453254171,Semanariogremio.,Semanariogremio.,162
611053902572622,Focus Mx,Focus Mx,158
116433311381559,Crónicas de a Pie,Cronicas de a Pie,154
264773293005,Marko Cortés,Marko Cortés,138
186073704903313,México elige,México Elige,126
923633637651202,Morena Sí,Morena Sí,122
108819392526809,Partido Acción Nacional,Partido Acción Nacional,≤100
110731518636712,Por el Cambio,porelcambiomx.com,≤100
118921468203786,Movimiento Ciudadano,Movimiento Ciudadano,≤100
56713285274,Greenpeace México,Greenpeace México,≤100
1441496505905381,Gobierno del Estado de Nayarit,Gobierno del Estado de Nayarit,≤100
118089944564637,El México que Informa,El México que Informa,≤100
285058928236909,Mauricio Vila,Mauricio Vila,≤100
140242770250742,La Cuarta Transformación,La Cuarta Transformacion,≤100
469246976533189,Santiago Creel,SantiagoCreelM,≤100
179387312078698,Partido Verde Ecologista México,Partido Verde Ecologista de México,≤100
102551913153712,Ricardo Monreal A.,Ricardo Monreal Ávila,≤100
101740711752535,RUBRUM,Multipoll S.A. de C.V.,≤100
310957908975400,Notinay,Juan Marcos Trujillo Nava,≤100
1703739713216018,PAN Nayarit,PAN Nayarit,≤100
115475744802204,Oleada 4T,Oleada 4t,≤100
131965550157599,México Evalúa,México Evalúa,≤100
142869296262425,CDE PRI Nayarit,CDE PRI Nayarit,≤100
109634395756375,Save the Children México,Save the Children México,≤100
100295832888456,Con Claudia Si,conclaudiasi.net,≤100
493453457351145,Coparmex Nacional,Coparmex Nacional,≤100
48966795116,Amnistía Internacional México,Amnistía Internacional México,≤100
117190961365330,,Delfifanart,≤100
114158248252278,Convocatorias 2023,Convocatorias 2023,≤100
1520610478183053,Badabun,Vanessa Rivera,≤100
2015055852057477,Gobierno de Bahía de Banderas,Gobierno de Bahía de Banderas,≤100
1452189031676518,Hyundai México,HYUNDAI MEXICO,≤100
122404620204,Oxfam México,OXFAM MEXICO AC,≤100
444690128958139,Certeza Política,Certeza Política,≤100
2059420467624770,El Tecolote Diario,El Tecolote Diario,≤100
123382667413696,,Mario Garza,≤100
273305282567,Gobierno de Jalisco,Gobierno de Jalisco,≤100
172262836190214,Julen Rementeria del Puerto,Julen Rementeria del Puerto,≤100
1772086512892206,Revolución Democrática 2.0,Canek Ortega Cano,≤100
324931054740429,Jaime Cervantes,Jaime Cervantes Valdez,≤100
665503193619321,CTM Nuevo León,CTM Nuevo León,≤100
115452255131465,Alejandro Moreno Cárdenas,Alejandro Moreno Cárdenas,≤100
387796290649,GNP Seguros,GNP Seguros,≤100
111483251487428,Observador Juvenil,Observador Ciudadano,≤100
195815320573612,elmomento.mx,elmomento.mx,≤100
1095948597209125,Grupo Financiero Banorte,Banco Mercantil del Norte,≤100
254852601222832,Cemex México,CEMEX México,≤100
361036630742937,La Política Online MX,La Política Online MX,≤100
101701991930418,UNIDEV,UNIDEV,≤100
803041666459797,Enrique de la Madrid,Enrique de la Madrid,≤100
458859544909547,DICES,DICES,≤100
102292168590496,Centro de Innovación y Actualización Profesional,Christian Jazmin Arechiga Lopez,≤100
225396874612682,Nacho Flores,Movimiento Ciudadano Nayarit,≤100
445454469207355,Soy Tamaulipas,Soy Tamaulipas,≤100
102268952205344,Noticias México,Kimberley Lisset Martinez Alanis,≤100
116202091453874,Ventas Directas 2023,Andrea Acosta Romero,≤100
107652783975551,CS Medicina Estética,CS Medicina Estética,≤100
133478060111915,Cemex Impacto Social,CEMEX México,≤100
102571299059219,Centro de Desarrollo y Actualización de Competencias,Joaquin Tovilla Lopez,≤100
100242005506001,Medestetic México,Medestetic México,≤100
102733419446167,,Información al Momento,≤100
111024680681758,Universidad Contemporánea de las Américas Frónesis Plantel Ciudad de México,Universidad Contemporánea de las Américas Frónesis Plantel Ciudad de México,≤100
105429555675502,Regiadísticas,Regiadísticas,≤100
1906429816285166,Género y Política PRD Tv web,Canek Ortega Cano,≤100
292496132255,Antonio Tello - NTV,Antonio Tello - NTV,≤100
107925032255657,Cadena Transformación,Cadena Transformacion,≤100
245495562137150,Mitofsky,Roy Campos,≤100
176047519101203,Códice Informativo,Códice Informativo,≤100
309520537353,Fondo Semillas,Fondo Semillas,≤100
106866305596350,Tu vecino informa,Tu Vecino Informa,≤100
112901823690886,Toño López Ruiz,Jose Antonio Lopez Ruiz,≤100
503029186533760,Osoigo México,Osoigo México,≤100
584159151722389,Pavel López Gómez,Pavel López Gómez,≤100
109896661873670,Bienestar México,Bienestar México,≤100
102863700463398,Pepe Couttolenc,Partido Verde EDOMEX,≤100
147751821930575,Salud Digital Fundación Carlos Slim,Fundación Carlos Slim,≤100
1648950615416147,Luis Zamora,Luis Zamora,≤100
102107279495045,Las netas,LASNETAS.ORG,≤100
104546498723247,Mauricio Cantú,Mauricio Cantú,≤100
105848177845789,All Out en español,All Out,≤100
111980298454643,Miguel Ángel Sánchez Rivera,Miguel Ángel Sánchez Rivera,≤100
351194631568626,Secretaría de Economía Sinaloa,Secretaría de Economía Sinaloa,≤100
194020227388552,PT Coahuila,Partido del Trabajo Coahuila,≤100
111094778258609,Chema Martínez,Chema Martínez,≤100
114024430364416,YoXmx,Yoxmex,≤100
235606900176440,Macronews,Macronews,≤100
116437828394342,Phiten Mexico,Phiten Mexico,≤100
