Page ID,Page name,Disclaimer,Amount spent (LBP)
310630374428,Neemat Frem,Neemat Frem,522388
1428873024044736,المدن - almodon,المدن - almodon‎,253731
1438703606372190,Elham Said Freiha,Elham Freiha,149254
101538412538521,شطرنج / مع محمد صابونجي,إياد خالد,119403
110470091436602,Ici Beyrouth,Ici beyrouth,105522
102023711572671,أساس ميديا -  Asas Media,asasmedia,104478
137195823051820,Maharat Foundation,Maharat Foundation,89552
212513695502997,Annahar Newspaper | جريدة النهار,Annahar Newspaper | جريدة النهار,89552
466221740108607,May Chidiac Foundation - Media Institute,May Chidiac,85224
106197498149118,لبنان الكبير,Grand Lebanon,74627
1744356319118477,هنا لبنان,هنا لبنان,59701
1680404738865135,Lebanon Elections إنتخابات لبنان,Lebanon Elections,44776
1918990294985442,Megaphone - ميغافون,Megaphone - ميغافون,29851
109112633772887,180post,180Post,29851
322181790311,Lebanese Forces News,Lebanese Information Technology Services s.a.r.l,14925
112484661459153,وقائع,وقائع,14925
323356544336,KAFA (enough) Violence & Exploitation,KAFA (enough) Violence & Exploitation,14925
107698404702208,Alkalima,Alkalima Onlime,14925
107800617419717,MYKA Foundation,Elie M. ElHelou,14925
1724148267695799,بيت الحكمة 2.0,These ads ran without a disclaimer,790
129660230432028,Dr. Toufic Hindi,Toufic Hindi,≤100
111876598323760,صدى الارز اللبنانية,Charbel Nouh,≤100
106821968055687,Leila Dagher,Leila Dagher,≤100
104093387800328,مركز بيروت للاخبار,مركز بيروت للاخبار,≤100
104252028606448,صوت بنت جبيل,صوت بنت جبيل,≤100
118246218258237,Transparency International Lebanon - No Corruption,Lebanese Transparency Association-No Corruption,≤100
