Page ID,Page name,Disclaimer,Amount spent (DKK)
26458152911,SOS Børnebyerne,SOS Børnebyerne,≤100
38507331439,Danmarks Naturfredningsforening,Danmarks Naturfredningsforening,≤100
126543540781090,Ældre Sagen,Ældre Sagen,≤100
65929129383,Røde Kors,Røde Kors,≤100
305932686202047,Caritas Danmark,Caritas Danmark,≤100
1471913586453233,Organdonation - ja tak,Organdonation - ja tak,≤100
748887235210811,Obton Forvaltning A/S,Obton A/S,≤100
867877683280051,Weekendavisen,Weekendavisen,≤100
125934997444897,SuperBrugsen,Coop,≤100
100416662311928,Vid&Sans,Tore Bonnerup,≤100
102031171445921,Grønne Nabofællesskaber,Grønne Nabofællesskaber,≤100
105511328705392,HØRT,Børns Vilkår,≤100
113555862534,SF Ungdom,SF Ungdom,≤100
1586697221547052,Røde Kors Genbrug,Røde Kors Genbrug,≤100
130388840342741,Danske Bank,Danske Bank,≤100
399210657232918,PlanBørnefonden,PlanBørnefonden,≤100
1522666927799763,BCG in Denmark,Boston Consulting Group,≤100
123653695693986,Motatos Danmark,Motatos,≤100
334571029981175,DM og MA studerende,DM,≤100
367522986719919,Gastech-Energi,Gastech-Energi A/S,≤100
