Page ID,Page name,Disclaimer,Amount spent (ZAR)
133307190069756,Amnesty International South Africa,Amnesty International South Africa,991
136956534616,Times LIVE,TimesLIVE,457
336794296437261,DA GPL,DA Gauteng Provincial Legislature,433
478479492268974,Sunday Times ZA,Arena Africa,221
379138726819,ACDP,ACDP,196
2145594122138312,Action Society,Action Society,158
116657351312927,Pledge To Vote SA,Pledge to Vote,156
6011868110,Democratic Alliance,Democratic Alliance,155
106247942465530,Ask SA,Freedom Advocacy Network,149
119736861394881,Financial Mail,BusinessLIVE,146
106172744063430,The Daily Friend,The Daily Friend,132
115864538089777,Dear SA - Have Your Say,Dear S Africa,≤100
105758608971668,Free Speech Union South Africa,Free Speech Union South Africa,≤100
284922444920221,Engelbrecht Employment Law Professionals,These ads ran without a disclaimer,≤100
794336640617861,Cyril Ramaphosa Foundation,Cyril Ramaphosa Foundation,≤100
434577883273454,Sihle Zikalala,Sihle Zikalala,≤100
106851352063530,ismailjoosub,These ads ran without a disclaimer,≤100
217696894929887,FW de Klerk Foundation,FW de Klerk Foundation,≤100
446648162438519,Thisisacumen,Acumen Media Management,≤100
134187920103120,Dr. J. Reid (Neurologist),Johan Reid,≤100
109136451414156,Educate Don't Indoctrinate,Educate Don't Indocrinate,≤100
86579745433,South African Institute of Race Relations,South African Institute of Race Relations,≤100
111249027309680,Milk Moon Studio,These ads ran without a disclaimer,≤100
530927007388252,Vrye Weekblad,Vrye Weekblad (Nuwe Vrye Weekblad Mediagroep),≤100
153911331339003,ACDP Western Cape,African Christian Democratic Party,≤100
101437324554851,Councillor Ernest Smith,Councillor Ernest Smith,≤100
100638533094811,Nick Hayes Music,These ads ran without a disclaimer,≤100
1019691118063870,Traverse Le Goff MP,Traverse Le Goff MP,≤100
100641775794941,Dr Gustav Bock,Dr Gustav Bock,≤100
102407559822494,Training Centre in Communication (TCC Africa),These ads ran without a disclaimer,≤100
123465590650551,Allied Health Group USA,These ads ran without a disclaimer,≤100
102839468523186,APEX อันดับหนึ่งเลเซอร์ขน,These ads ran without a disclaimer,≤100
450326391674911,Allianz,These ads ran without a disclaimer,≤100
118491327913065,AWOKE Apparel,These ads ran without a disclaimer,≤100
111068872040824,Super Quiz,These ads ran without a disclaimer,≤100
160285362831,Steve Bloom,These ads ran without a disclaimer,≤100
103593949037015,Pambis Kyritsis,These ads ran without a disclaimer,≤100
250305668489402,Professor Kenny,These ads ran without a disclaimer,≤100
102826335811233,Isadora Pedrini,These ads ran without a disclaimer,≤100
