Page ID,Page name,Disclaimer,Amount spent (THB)
100156488333982,ศุภชัย นพขำ ปทุมธานี พรรคเพื่อไทย,ศุภชัย นพขำ ปทุมธานี พรรคเพื่อไทย,3914
101673076131930,พรรคเปลี่ยน,พรรคเปลี่ยน,3069
149079361791677,พรรคเพื่อไทย,พรรคเพื่อไทย,1513
112332525119611,เอกภาพ หงสกุล ผู้สมัคร ส.ส.พรรคเพื่อไทย เขตสายไหม,เอกภาพ หงสกุล ผู้สมัคร ส.ส.พรรคเพื่อไทย เขตสายไหม,1074
107392695633799,สรวีย์ เขต1ปทุมธานี พรรคก้าวไกล,Suppalerk Suppapantita,651
277320192288594,โอม จิรชาติ,โอม จิรชาติ,384
229178137856991,ประเสริฐศรี ฮ้อแสงชัย ปทุมธานี,ประเสริฐศรี ฮ้อแสงชัย ปทุมธานี,334
107016601863148,ยุทธศักดิ์ ชูประเสริฐ - จ่ายุทธ,ยุทธศักดิ์ ชูประเสริฐ - จ่ายุทธ,173
106603599085478,ตุ้ย นพดล ลัดดาแย้ม ปทุมธานี เขต2 เบอร์3,Worakit Chitrman,165
110863091226908,เสวก ประเสริฐสุข,เสวก ประเสริฐสุข,156
115495841446743,Queue Arunoros - คิว อรุโณรส,ปญญาคโม บูรณภักดี,151
241115389300595,คุณหญิงสุดารัตน์ เกยุราพันธุ์ Sudarat Keyuraphan,คุณหญิงสุดารัตน์ เกยุราพันธุ์ Sudarat Keyuraphan,147
101535845426970,พรรคไทยสร้างไทย,พรรคไทยสร้างไทย,141
110398018491526,สุทิน นพขำ พรรคเพื่อไทย จังหวัดปทุมธานี,สุทิน นพขำ พรรคเพื่อไทย จังหวัดปทุมธานี,122
101322409600860,ดร.ชาย สิทธิพล วิบูลย์ธนากุล,Move Forward Party,122
2131398436998925,ชนินทร์ รุ่งแสง ปชป.,ชนินทร์ รุ่งแสง ปชป.,≤100
102807719039442,พรรครวมไทยสร้างชาติ United Thai Nation Party,พรรครวมไทยสร้างชาติ United Thai Nation Party,≤100
