Page ID,Page name,Disclaimer,Amount spent (GBP)
311627208673,WWF UK,WWF UK,919
102639461303190,Fair Pay For All,Fair Pay For All,614
100771226087265,Susie's Tips,Susie's Tips,464
7715002593,UNICEF UK,Unicef UK,444
6233536938,War Child UK,War Child UK,298
9250349228,Greenpeace UK,Greenpeace UK,247
47612991154,Dignity in Dying,Dignity in Dying,208
105325515394672,Local Recovery,Local Recovery,184
7214031395,Oxfam Great Britain,Oxfam Great Britain,180
319720638145510,NatureScot,NatureScot,162
471333502929463,Paths for All,Paths for All,122
348366988862054,Oxfam Campaigns,Oxfam Great Britain,≤100
104259838288065,Independent Monitoring Authority,Independent Monitoring Authority,≤100
799576543492660,The Week Junior,The Week Junior,≤100
7043497714,Christian Aid,Christian Aid,≤100
35671512696,World Animal Protection UK,World Animal Protection UK,≤100
121936349543,World Vision UK,World Vision UK,≤100
18168505158,The Woodland Trust,Woodland Trust,≤100
10499876484,Compassion in World Farming,Compassion in World Farming,≤100
40409120801,Refugee Council,Refugee Council,≤100
1660600037490738,Guardian Labs,Guardian Labs,≤100
401847960644025,Extinction Rebellion UK,Extinction Rebellion,≤100
10114144851,NSPCC,NSPCC,≤100
195754307110390,Right To Life UK,Right To Life UK,≤100
116625838402686,FareShare,FareShare,≤100
230343220395979,NOW,Mediacom UK,≤100
177855115588808,The Week UK,The Week UK,≤100
134077510212,Aberlour Children's Charity,"Aberlour Child Care Trust,",≤100
103662352102391,Family Debt Help,Ian Keith Parsons,≤100
358126247463,Speech and Language UK,Speech and Language UK,≤100
175584152579855,Unite the union,Unite the union,≤100
220543443746,International Rescue Committee - UK,International Rescue Committee UK,≤100
246872175166,Action Against Hunger UK,Action Against Hunger UK,≤100
514212165305248,Leigh Day,Leigh Day,≤100
175338329150218,Help For Heroes,Help for Heroes,≤100
46074836918,The Trussell Trust,Trussell Trust,≤100
169042736456594,All Out,All Out,≤100
55984857501,Open Doors UK & Ireland,Open Doors with Brother Andrew,≤100
112712550420527,Ekō UK,Ekō,≤100
117476785190,Save the Children UK,Save the Children UK,≤100
208573062515662,Freedom from Torture,Freedom from Torture,≤100
103559634900519,Oltco Ltd,Oltco Ltd,≤100
158077247591710,Refuge,Refuge,≤100
107310464728068,Britain Remade,BRM Futures Limited,≤100
10677003998,Shelter,Shelter,≤100
143837658998810,WWT,Wildfowl and Wetlands Trust,≤100
18044497940,Plan International UK,Plan International UK,≤100
196639127027049,Transport Scotland,These ads ran without a disclaimer,≤100
1419943011629069,The National Newspaper,The National,≤100
290498754454402,European Movement UK,European Movement UK,≤100
34044296391,Surfers Against Sewage,Surfers Against Sewage,≤100
200006375787,38 Degrees,38 Degrees,≤100
2047806148766050,Animal Equality UK,Animal Equality UK,≤100
7527864602,WaterAid UK,WaterAid UK,≤100
1046117708754519,Care4Calais,Care4Calais,≤100
46852258376,Anti-Slavery International,Anti-Slavery International,≤100
601388547012748,Ecologi,Ecologi,≤100
365948210785448,Criminal Injuries Helpline,Criminal Injuries Helpline,≤100
442816382865338,Social Security Scotland,Social Security Scotland,≤100
10986039307,VSO,VSO,≤100
110538548040758,Care2 UK,John Ayling & Associates,≤100
26698813123,British Red Cross,British Red Cross,≤100
111503161740182,AGBI,AGBI,≤100
159969930741814,The Wildlife Trusts,The Wildlife Trusts,≤100
313376249090900,The Humane League UK,The Humane League UK,≤100
351940601513765,Falkirk Council,Falkirk Council,≤100
156483561056782,Magic Breakfast,Magic Breakfast,≤100
39605200520,ActionAid UK,ActionAid UK,≤100
249209468838241,Good Law Project,Good Law Project,≤100
1569688113329878,Evony - The King's Return,These ads ran without a disclaimer,≤100
346684596111093,KinKind,KinKind Ltd,≤100
122052607808255,CAGE,CAGE,≤100
6708565748,CBM UK,CBM UK,≤100
6707857033,Global Justice Now,Global Justice Now,≤100
115444796677742,Neale Hanvey MP,James Hanvey,≤100
101255718164248,350 UK,350.org,≤100
7783116506,Animals Asia,These ads ran without a disclaimer,≤100
208189704820,Ellen MacArthur Foundation,Ellen MacArthur Foundation,≤100
264444526901270,Human Aid & Advocacy,Human Aid & Advocacy,≤100
100854403381908,Pay Justice,Pay Justice,≤100
105414346223667,The Scottish Parliament,The Scottish Parliament,≤100
108562495293165,Energy Asia,These ads ran without a disclaimer,≤100
105247661026106,Believe in Scotland,Believe in Scotland,≤100
101183108039162,P1vital,P1vital,≤100
18366996074,War on Want,War on Want,≤100
426833727525567,Aran Curry Property Investor and Educator,These ads ran without a disclaimer,≤100
