Page ID,Page name,Disclaimer,Amount spent (CLP)
52263787734,Unión Demócrata Independiente,Víctor Santiago Mesías Sandoval,1220
28023147497,Partido Comunista de Chile,Partido Comunista de Chile,604
117396934582415,Cuidemos la Infancia,Cuidemos la Infancia,219
150331635097423,Servicio Electoral de Chile,Servicio Electoral de Chile,157
78617029137,Greenpeace Chile,Fundación Greenpeace Pacífico Sur,134
108291914947259,Mi Derecho a Educar,Felipe Varela,124
107339088943210,Yerko Ljubetic,Yerko Ljubetic,119
52263787734,Unión Demócrata Independiente,Unión Demócrata Independiente,≤100
463509033710164,Walmart Chile Vivamos Mejor,Walmart Chile,≤100
246478779511291,Lex Grupo Abogados,Lex Grupo Abogados,≤100
105893532431148,Carmen Frei Consejera Constitucional,Carmen Frei,≤100
580663538777736,Consejo Minero,Feedback Comunicaciones,≤100
373673936059220,Evolución Política,Evópoli,≤100
105783868682878,Asistencia Tesorería,Asistencia Tesoreria,≤100
100181076346959,Karen Araya Rojas Consejera Constituyente,Karen Araya Rojas Consejera Constituyente,≤100
104668318283169,El Profesor Luis Silva,El Profesor Luis Silva,≤100
1790498094378746,Juan Manuel Carrasco E20,Juan Manuel Carrasco E20,≤100
418281855197789,Democracia Cristiana,Democracia Cristiana,≤100
104009952620870,Mario García Araucanía,Mario García Araucanía,≤100
295886120554128,Polpaico,Cemento Polpaico SA,≤100
191871627527097,INGENIERIAUDD,Ignacio Rivas Fernandez,≤100
198921630648476,Vidrios Lirquen,Vidrios Lirquen,≤100
137055450193620,Katherine López,Katherine Elizabeth López Rivera,≤100
219605241425430,Partido Socialista de Chile,Partido Socialista de Chile,≤100
100476318997145,Pablo Verdugo Vergara,Pablo Ignacio Verdugo Vergara,≤100
115808554792561,Carlos Galleguillos Carvajal,Carlos Andres Galleguillos Carvajal,≤100
10192152668,Renovación Nacional,Renovación Nacional,≤100
192316264161697,Agencia de Sostenibilidad Energética,Agencia de Sostenibilidad Energética,≤100
419006974914571,Facultad de Agronomía e Ingeniería Forestal UC,Facultad de Agronomía e Ingeniería Forestal UC,≤100
110431750601473,ZapataConstituyente,ZapataConstituyente,≤100
102586276093037,Sergio Bitar,Sergio Bitar,≤100
111498933878722,Ana Campos escritora,Ana Campos Escritora,≤100
105657022459205,Ricardo Núñez Muñoz,Ricardo Núñez Muñoz,≤100
103030962615298,Chile YAAC,Chile YAAC,≤100
124885510532901,Miguel Littin - Constituyente,Miguel Ernesto Littin Cucumides,≤100
296514567378265,Luis Ibacache,Alejandra Riquelme Fernández,≤100
113034028357700,Jaime Ravinet,Jaime Nicolas Ravinet De La Fuente,≤100
116098628081805,Gonzalo Yuseff Quirós,Gonzalo Yuseff Quirós,≤100
112863284811655,Partido Alianza Verde Popular,Partido Alianza Verde Popular,≤100
108390475493550,Belong Communication Lab,Belong Communication Lab,≤100
113608701652984,Victoria Trapp Moreira,Victoria Trapp Moreira,≤100
808445072551315,So Long,These ads ran without a disclaimer,≤100
181189911970230,Alberto Undurraga V,Alberto Undurraga V,≤100
110405624650830,Chile En La Encrucijada,Juan Antonio Montes Varas,≤100
386634201382499,Marco Enriquez-Ominami,Marco Antonio Enríquez-Ominami Gumucio,≤100
101634418333209,Naomi Calle G.,These ads ran without a disclaimer,≤100
145925692108470,Educación Continua UC Temuco,UNIVERSIDAD CATÓLICA DE TEMUCO,≤100
103879121710797,Patricia Sanzana - Consejera Constitucional,Patricia Alejandra Sanzana Cardenas,≤100
106921338410697,Patricia Besa Tagle Republicana,Patricia Besa Tagle,≤100
101027739631760,Valeria Chacana Consejera Constitucional,Valeria Chacana Alarcón,≤100
1447342118848920,Universidad Adolfo Ibañez,Universidad Adolfo Ibáñez,≤100
105216321995280,Pivotes_cl,Fundación Pivotes,≤100
1396460303715065,Carozzi,Carozzi,≤100
78239901502,Diario Financiero,Grupo DF,≤100
104224427947088,Circula el Plástico,Metrix,≤100
