Page ID,Page name,Disclaimer,Amount spent (LBP)
1428873024044736,المدن - almodon,المدن - almodon‎,29851
323356544336,KAFA (enough) Violence & Exploitation,KAFA (enough) Violence & Exploitation,29851
322181790311,Lebanese Forces News,Lebanese Information Technology Services s.a.r.l,14925
107800617419717,MYKA Foundation,Elie M. ElHelou,14925
1744356319118477,هنا لبنان,هنا لبنان,14925
110470091436602,Ici Beyrouth,Ici beyrouth,14925
149013021820628,Adyan Foundation - مؤسّسة أديان,Adyan Foundation - مؤسّسة أديان,14925
212513695502997,Annahar Newspaper | جريدة النهار,Annahar Newspaper | جريدة النهار,13433
107698404702208,Alkalima,Alkalima Onlime,3433
1298580286989029,Salimbeni1891,These ads ran without a disclaimer,≤100
101853479470366,Weregreenly,These ads ran without a disclaimer,≤100
108728968627122,Beirut24.org,Beirut24.org,≤100
1918990294985442,Megaphone - ميغافون,Megaphone - ميغافون,≤100
129660230432028,Dr. Toufic Hindi,Toufic Hindi,≤100
106821968055687,Leila Dagher,Leila Dagher,≤100
230720990840290,Safaa Darwich - صفاء درويش,Safaa Darwich,≤100
109112633772887,180post,180Post,≤100
116157328113022,Hide Park,Friedrich-Ebert-Stiftung Lebanon Office,≤100
106197498149118,لبنان الكبير,Grand Lebanon,≤100
105319651353770,Jusur,Jusur,≤100
488000654896540,Kulluna Irada - كلنا إرادة,Kulluna Irada,≤100
128417954019381,Al-Moltaka,Melhem Boustany,≤100
1904241623145929,Democracy Reporting International Lebanon,Sharks Creators,≤100
109245348440751,نزيه نافذ زود,هيثم محمد طالب,≤100
196194167587196,Mada - مدى,Mada - مدى,≤100
100374392742057,Weregreenly- Magazine,These ads ran without a disclaimer,≤100
