Page ID,Page name,Disclaimer,Amount spent (KES)
101497111980559,Morara Kebaso,Morara Kebaso,317
1506723769658512,Susan Kihika,Susan Kihika,110
1400771023469241,Anne Waiguru,Gacigi Njagi Gacigi,102
749501791796416,Hon. Wakili Njeri Maina,Jane Njeri Maina,≤100
100885769269937,Hon. Brenda Kraido Majune,Hon. Brenda Kraido Majune,≤100
1793544260969494,Hon. Cecily Mbarire MGH,Hon. Cecily Mbarire MGH,≤100
123182861072147,Hon Musalia W Mudavadi,Michael Lulu Mudavadi,≤100
105833652399018,Maina Karobia,Mwangi Godfrey Maina,≤100
164432246934163,Chopard,These ads ran without a disclaimer,≤100
565225540184937,CGTN,These ads ran without a disclaimer,≤100
195799657105195,SEGi University & Colleges,These ads ran without a disclaimer,≤100
115906676910192,Dj Louderhouse,These ads ran without a disclaimer,≤100
188890111132385,Oxford Academic (Oxford University Press),These ads ran without a disclaimer,≤100
468305160581483,Voices,These ads ran without a disclaimer,≤100
