Page ID,Page name,Disclaimer,Amount spent (ZAR)
182843381896565,Democratic Alliance Northern Cape,Democratic Alliance,≤100
102268322635915,The Finance Daily,The Finance Daily,≤100
195909420099,Solidariteit,Solidariteit,≤100
6011868110,Democratic Alliance,Democratic Alliance,≤100
111455384155,Partners in Sexual Health,Hamlet Enrico Johannes,≤100
116657351312927,Pledge To Vote SA,Pledge to Vote,≤100
530927007388252,Vrye Weekblad,Vrye Weekblad (Nuwe Vrye Weekblad Mediagroep),≤100
106172744063430,The Daily Friend,The Daily Friend,≤100
105758608971668,Free Speech Union South Africa,Free Speech Union South Africa,≤100
217696894929887,FW de Klerk Foundation,FW de Klerk Foundation,≤100
2145594122138312,Action Society,Action Society,≤100
119736861394881,Financial Mail,BusinessLIVE,≤100
136956534616,Times LIVE,TimesLIVE,≤100
109136451414156,Educate Don't Indoctrinate,Educate Don't Indocrinate,≤100
112315630440653,Cape Independence Advocacy Group,Cape Independence Advocacy Group,≤100
336794296437261,DA GPL,These ads ran without a disclaimer,≤100
181204251979581,NEASA,National Employers' Association of South Africa,≤100
103106768897128,Councillor Sakhile Mngadi,Sakhile Mngadi,≤100
103983572995108,RoboForex,These ads ran without a disclaimer,≤100
102470965836621,Sustainability MDPI,These ads ran without a disclaimer,≤100
1621692424754301,Minderoo Foundation,These ads ran without a disclaimer,≤100
287842647957979,EU International Partnerships,These ads ran without a disclaimer,≤100
