Page ID,Page name,Disclaimer,Amount spent (DKK)
101875098313543,Andel,Andel,3755
261599053881378,Fagbevægelsens Hovedorganisation,Fagbevægelsens Hovedorganisation,3001
12860228293,Politiken,Politiken,1514
114022008656246,Danmarks Indsamling,Danmarks Indsamling,1257
250994288337708,Sex og Samfund,Sex og Samfund,910
123653695693986,Motatos Danmark,Motatos,889
116227401722605,Dansk Flygtningehjælp,Dansk Flygtningehjælp,714
112229035481469,HK Danmark,HK Danmark,582
65929129383,Røde Kors,Røde Kors,577
5624899398,Mellemfolkeligt Samvirke,Mellemfolkeligt Samvirke,455
69985338410,Jacob Mark,SF,321
1471913586453233,Organdonation - ja tak,Organdonation - ja tak,300
59143726810,Psykiatrifonden,Psykiatrifonden,264
748887235210811,Obton Forvaltning A/S,Obton A/S,232
12787473132,Berlingske,Berlingske,232
153151900930,Ungdommens Røde Kors,Ungdommens Røde Kors,217
202627126417910,TAXA 4x35,Sammenslutningen Taxa 4x35,214
109012749124622,3F - Gør dig stærkere.,3F - Danmarks Stærkeste Fagforening,208
49348971479,Pia Olsen Dyhr,SF,201
276770505228,Folkekirkens Nødhjælp,Folkekirkens Nødhjælp,201
132344416862423,FOA,FOA,182
130388840342741,Danske Bank,Danske Bank,172
106468772046278,Project Greensand,Project Greensand,166
276145368333,Bedre Psykiatri - Landsforeningen for pårørende,Bedre Psykiatri - Landsforeningen for pårørende,153
133707013355759,Danner,Danner,148
38507331439,Danmarks Naturfredningsforening,Danmarks Naturfredningsforening,140
55365680705,Greenpeace Danmark,Greenpeace Danmark,139
304554445813,Videncentret Bolius,Videncentret Bolius,134
102154048301476,Lederstof.dk,Lederne,129
200709746630443,Dyrenes Beskyttelse,Dyrenes Beskyttelse,120
126543540781090,Ældre Sagen,Ældre Sagen,107
337166195327,BRYD TAVSHEDEN,BRYD TAVSHEDEN,105
314676938743,DM din akademiske fagforening,DM,103
1417372171814283,Byggegruppen 3F,Byggegruppen 3F,≤100
155596147784577,WWF Verdensnaturfonden,WWF Verdensnaturfonden,≤100
246977185497434,Plastic Change,Plastic Change,≤100
105511328705392,HØRT,Børns Vilkår,≤100
146956228206,Red Barnet Ungdom,Red Barnet Ungdom,≤100
427213910721659,Dansk Blindesamfund,Dansk Blindesamfund,≤100
2319925761607995,Radio4,RADIO FM4 A/S,≤100
287306323369,Børnecancerfonden,Børnecancerfonden,≤100
304554445813,Videncentret Bolius,Bolius,≤100
867877683280051,Weekendavisen,Weekendavisen,≤100
1724068710936501,Anja C Jensen,HK Danmark,≤100
267019152979,"DPU, Aarhus Universitet",Carsten Henriksen,≤100
412665418794113,Claus Jensen,Dansk Metal,≤100
36664432940,Amnesty International Danmark,Amnesty Danmark,≤100
72672361910,Børns Vilkår,Børns Vilkår,≤100
1704424023182897,Politiken Historie,Politiken Historie,≤100
110560691837684,SolCompagniet,SolCompagniet,≤100
199699810115067,Forbrugerrådet Tænk,Forbrugerrådet Tænk,≤100
102514162425194,Frederik Vad,Nielsen Frederik Vad,≤100
458650074898193,Indblik.dk,Indblik.dk,≤100
759082797552576,Folkekirkens Nødhjælps Genbrug,Folkekirkens Nødhjælp,≤100
144098125661833,Nordea Invest,Nordea Invest,≤100
371163919965024,Andreas Karlsen,Karlsen Andreas Engelsborg,≤100
334571029981175,DM og MA studerende,DM,≤100
1405355586351630,Carlsbergfondet,Carlsbergfondet,≤100
100913339248794,"Alt det vi ikke siger højt, plus det løse - af Kristina Klindt","Alt det vi ikke siger højt, plus det løse - af Kristina Klindt",≤100
246097715413231,Alkohol & Samfund,Alkohol & Samfund,≤100
109832114803166,Videnskabsår22,Videnskabsår22 c/o Videnskabernes Selskab,≤100
110953988146557,Mads Samsing,HK Danmark,≤100
166984636671085,Dansk Metal,Dansk Metal,≤100
341299649231023,Zetland,Zetland,≤100
633648073469576,Folketingets EU-Oplysning,Folketingets EU-Oplysning,≤100
217135424459,Karen Blixen Museum,Karen Blixen Museum,≤100
398144900313793,"Mads Præstegaard, SF Roskilde",SF Roskilde,≤100
1822254634537356,Nye tider,Nyetider.nu,≤100
1396986243876509,Anders Kronborg,Anders Kronborg,≤100
181330585392156,Skattestyrelsen,Skattestyrelsen,≤100
145194885519706,Kulturværftet,Kulturværftet,≤100
155064488243915,Holger Schou Rasmussen,Jane Falster,≤100
