Page ID,Page name,Disclaimer,Amount spent (ILS)
413997108637911,עיריית ירושלים,עיריית ירושלים,683
107796574338168,אמיר ברוט,אמיר ברוט,252
128641160502301,גלובס - Globes,גלובס - Globes,238
107701748905637,באהבה ליהודי אוקראינה,הרב הראשי לאוקראינה משה ראובן אסמן,213
103907495935157,צו חירום,צו חירום,195
155300937864628,המרכז להעצמת האזרח,המרכז להעצמת האזרח,121
204780362875106,מקור ראשון,מקור ראשון,114
159416337497662,Nir Barkat - ניר ברקת,Nir Barkat - ניר ברקת,112
256244498134186,אגף הביטחון - משרד ראש הממשלה,אגף הביטחון - משרד ראש הממשלה,111
311608178901833,الجمعية الإسلامية لإغاثة الأيتام والمحتاجين,Amjd Hamdan,102
1915868198652314,האם ראית את האופק לאחרונה?,האם ראית את האופק לאחרונה?,≤100
977353718949028,מיקי זוהר-  Micki Zohar,ח״כ מיקי זוהר  Micki Zohar,≤100
108037760571199,הקונגרס הישראלי,הקונגרס הישראלי,≤100
305986442906304,סלע מאיר הוצאה לאור,סלע מאיר דיגיטל,≤100
132107110817900,"מרכז הנדל""ן","מרכז הנדל""ן",≤100
116311335054069,My Israel | ישראל שלי,My Israel | ישראל שלי,≤100
107836625941364,Yair Lapid - יאיר לפיד,מפלגת יש עתיד,≤100
124395890927240,הקרן החדשה לישראל,הקרן החדשה לישראל,≤100
140536699429565,המכון למחקרי ביטחון לאומי,המכון למחקרי ביטחון לאומי,≤100
106136394376777,Idan Yakov,Rama Yarimi,≤100
533100153535400,الهستدروت الجديدة,الهستدروت الجديدة,≤100
109523830757998,דמוקרטtv,דרכנו,≤100
877405719007268,מכון ארגמן ללימודים שמרניים,מכון ארגמן,≤100
106021541456343,קארן טל - Karen Tal,קארן טל - Karen Tal,≤100
33942762466,Shalom Hartman Institute מכון שלום הרטמן,Shalom Hartman Institute - מכון שלום הרטמן,≤100
295041184911,עמל- הרב תחומי,Amalnet,≤100
649373828424341,Moshe Lion - משה ליאון,Moshe Lion - משה ליאון,≤100
162089177185799,התאחדות התעשיינים בישראל,התאחדות התעשיינים בישראל,≤100
124894077550811,ישראל חופשית,ישראל חופשית,≤100
428948830813584,"מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן","מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן",≤100
599453993544831,نساء ضد العنف  Women Against Violence,Women Against Violence,≤100
108760035823125,The Van Leer Jerusalem Institute - מכון ון ליר בירושלים,The Van Leer Jerusalem Institute - מכון ון ליר בירושלים,≤100
453471451391967,אאורה מחדשים את ישראל,These ads ran without a disclaimer,≤100
371986449521679,הקרן למורשת הכותל המערבי,Tal Sanderoni,≤100
178433145502975,Avigdor Liberman - אביגדור ליברמן,ישראל ביתנו,≤100
108787681841168,רישיון נשק בקליק,Michael Michel Levi,≤100
604890186681585,מור ויצמן,Mor Weitzman,≤100
172654247853282,Shenhav musanbar,Shenhav Musanbar,≤100
119995701391029,בית בן-גוריון בתל אביב,בית בן גוריון,≤100
116793865137528,בנייני האומה,בנייני האומה ICC Jerusalem,≤100
104743111658191,Ron Ben Shushan,רון בן שושן,≤100
221429664638160,קדמה,קדמה,≤100
426502237384307,מפלגת יש עתיד,מפלגת יש עתיד,≤100
111919847028684,שומרים - המרכז לתקשורת ודמוקרטיה,שומרים - המרכז לתקשורת ודמוקרטיה,≤100
103183301914371,כוח של אמא,Nataly Milner,≤100
210968782252395,פתחון לב,פתחון לב,≤100
102865851897315,ארגון חברות הניקיון בישראל,ארגון חברות הניקיון בישראל,≤100
104451956273575,נאמני תורה ועבודה,נאמני תורה ועבודה,≤100
121181764576038,ORT Israel - אורט ישראל,ORT Israel - אורט ישראל,≤100
106291042155217,الصفحه الرسمية للمرشح عدنان عيسى لرئاسة بلدية كفر قاسم 2023,Adnan Issa,≤100
134252303927914,Майкл Мур - מייקל מור,Майкл Мур - מייקל מור,≤100
109234611748978,Amnesty Israel in Arabic,Amnesty International Israel,≤100
100301088671913,Tal Hershkovitz,Tal Hershkovitz,≤100
1392138171047822,"ארגון נכי צה""ל","ארגון נכי צה""ל",≤100
1913755198907011,"המרכז הרפואי לטיפול בהשמנה - ד""ר רז",המרכז הרפואי לטיפול בהשמנה,≤100
220045128798930,"עו""ד ידידיה בלומהוף - תביעות משרד הביטחון",משרד עורכי דין ידידיה בלומהוף,≤100
501178966564217,פורום קהלת Kohelet Forum,פורום קהלת Kohelet Forum,≤100
1971468032937556,פורום בוחרים בחיים,פורום בוחרים בחיים,≤100
158195257562237,מיכאל לייטמן,"בני ברוך קבלה לעם ע""ר",≤100
136456246407342,לשכת סוכני ביטוח,Tal Sanderoni,≤100
175285029214345,הציונות הדתית,ציונות דתית,≤100
1484712825147171,Tomer Warsha Adv • Immigration to Israel • Aliya • Immigrants • Citizenship,"משרד עו""ד תומר ורשה",≤100
57400032655,קבלה לעם,"בני ברוך קבלה לעם ע""ר",≤100
558702227875758,רוני רימון,רוני רימון,≤100
263337740379308,Ran Rahav,Ran Rahav Communications & Public Relations LTD,≤100
1514952655390958,משרד תומר ורשה - עורכי דין • הגירה והסדרת מעמד • אשרות בישראל • זכויות אדם,"משרד עו""ד תומר ורשה",≤100
1619338854980208,יוסי דגן,המועצה האיזורית שומרון,≤100
193264714026809,Emunah אמונה,ארגון אמונה,≤100
2051373538305014,"קרן שח""ף","קרן שח""ף",≤100
1160881603976024,מס אמת לרכב עבודה,מס אמת לרכב עבודה,≤100
444832565529651,המכון הישראלי לדמוקרטיה,המכון הישראלי לדמוקרטיה,≤100
238566664135,IsraAID,IsraAID,≤100
337591096309750,Embassy of Ukraine in the State of Israel,Embassy of Ukraine in the State of Israel,≤100
373759213124752,הזמן הזה,מכון ון ליר בירושלים,≤100
122151567825903,ארגון בטרם לבטיחות ילדים,ארגון בטרם לבטיחות ילדים,≤100
1616620351898508,Адвокат Варша • Иммиграция • Рабочая виза в Израиле • Воссоединение семьи,"משרד עו""ד תומר ורשה",≤100
115028251920872,זהבה גלאון Zehava Galon,צו חירום,≤100
271404389601060,Yaakov Hagoel - יעקב חגואל,Yaakov Hagoel - יעקב חגואל,≤100
52999780846,סינמטק ירושלים - The Jerusalem Cinematheque,Jerusalem Cinematheque,≤100
187986401534068,"Amram - עמר""ם - חטיפת ילדי תימן מזרח ובלקן",Amram,≤100
104015018553973,The Genesis Prize - פרס בראשית,Genesis Prize Foundation,≤100
104222621115858,הביטחוניסטים,הביטחוניסטים,≤100
109913515759452,Bokra Net بُــــكرا,Bokra Net بُــــكرا,≤100
767262423350854,פורום הדיור הציבורי,Danny Gigi,≤100
387662485168743,LPY הוצאת אזרחות פולנית,LPY הוצאת אזרחות פולנית,≤100
205544429526773,תג מאיר: אור במקום טרור,תג מאיר: אור במקום טרור,≤100
341448679281672,יריב לוין - Yariv Levin,yariv levin - יריב לוין,≤100
425125127838975,צריך עיון,iyun,≤100
304921469636475,סיכוי-אופוק سيكوي-أفق,עמותת סיכוי-אופוק,≤100
536794249813012,תומר גלאם - Tomer Glam,עיריית אשקלון,≤100
