Page ID,Page name,Disclaimer,Amount spent (EUR)
139858509373289,UNICEF Nederland,Unicef Nederland,789
189701254384965,Eneco,Eneco,690
115289021825188,Oxfam Novib,Oxfam Novib,328
120034538112114,Stichting Vluchteling,Stichting Vluchteling,322
93833638834,Plan International NL,Plan International NL,236
122074554119,EU Social,EU Social,233
83439828234,Milieudefensie,Milieudefensie,204
288295911466,Greenpeace Nederland,Greenpeace Nederland,184
57729029960,Amnesty International Nederland,Amnesty International Nederland,173
100169997009,Proefdiervrij,Proefdiervrij,171
118754531489898,Artsen zonder Grenzen,Artsen zonder Grenzen Nederland,137
120184871378246,Aidsfonds,Aidsfonds,133
133687759997528,ASN Bank,ASN Bank,110
281600435192259,Fonds Slachtofferhulp,Stichting Fonds Slachtofferhulp,109
171605059556434,World Animal Protection Nederland,World Animal Protection Nederland,103
132031878648,Natuurmonumenten,Vereniging tot Behoud van Natuurmonumenten in Nederland,≤100
124564577597743,Ministerie van Economische Zaken en Klimaat,Ministerie van Economische Zaken en Klimaat,≤100
117483088313381,CIWF Nederland,CIWF Nederland,≤100
488054904564547,ifaw,Stichting IFAW,≤100
100660309175869,NieuwRechts,NieuwRechts.nl,≤100
100455310014019,Solidaridad,Solidaridad,≤100
100993049941618,Gemeente Den Haag,Gemeente Den Haag,≤100
170725579702314,ActionAid Nederland,ActionAid,≤100
165625476919894,CNV Vakmensen,CNV Vakmensen,≤100
107872495911431,VluchtelingenWerk Nederland,VluchtelingenWerk Nederland,≤100
159449970751999,Save the Children Nederland,Save the Children Nederland,≤100
198486356863605,Longfonds,Longfonds,≤100
113895885305052,Partij van de Arbeid (PvdA),Partij van de Arbeid (PvdA),≤100
160001040736183,Fairtrade Nederland,Fairtrade Nederland,≤100
349312760804,World Vision Nederland,World Vision NL,≤100
112610778765918,Rijkswaterstaat,These ads ran without a disclaimer,≤100
201751609836046,Dokters van de Wereld (NL),Dokters van de Wereld,≤100
202247686455791,KRO-NCRV,KRO-NCRV,≤100
2326697260991619,Kim van Sparrentak,GroenLinks,≤100
147683725284795,Mercy Ships Holland,Mercy Ships Holland,≤100
145580068834607,Veteranendag,Veteranendag,≤100
285512534937,Terre des Hommes Nederland,Terre des Hommes Nederland,≤100
573092182893804,Nederlandse Stichting Over Gewicht-Life long support overgewicht & obesitas,Nederlandse Stichting Over Gewicht,≤100
108588405832078,Amref Flying Doctors NL,Amref Flying Doctors NL,≤100
142080576837,Vrij Nederland,Vrij Nederland,≤100
110720535616160,Gemeente Rijswijk,Gemeente Rijswijk,≤100
1830425247191865,Cordaid,Cordaid,≤100
480539702005665,DE VERLEIDERS,DE VERLEIDERS,≤100
115027651906533,Wakker Dier,Wakker Dier,≤100
121264564551002,VVD,VVD,≤100
148404651881567,VNO-NCW,VNO-NCW,≤100
121338911212531,La Roche-Posay,These ads ran without a disclaimer,≤100
128393027527,SP,SP,≤100
244496714142,Humanistisch Verbond,Humanistisch Verbond,≤100
404247949634770,CARE Nederland,CARE Nederland,≤100
121719834601889,FNV Vakbond,FNV Vakbond,≤100
107898832590939,European Commission,European Commission,≤100
665910933577776,HUMAN,Human,≤100
101701619359166,GOUD Nederland,Fractie den Haan = Goud,≤100
208250375865238,Woord en Daad,Stichting Woord en Daad,≤100
114824741963035,Kom over en help,St. Kom over en help,≤100
102701126454150,AVROTROS,AVROTROS,≤100
473492249475971,Stirezo Pro-life,Stichting Civitas Christiana,≤100
319495812163,Deloitte,Deloitte Nederland,≤100
116709535026239,Debatpodium Arminius,Stichting Arminius / Debatpodium Arminius,≤100
143686555666670,Trees for All,Trees for All,≤100
106370071810105,Cultuur onder Vuur NL,Stichting Civitas Christiana,≤100
158944324185744,Defence for Children,Defence for Children,≤100
256330771194175,Iedereen mediawijs,Iedereen mediawijs,≤100
436101979807727,Pointer (KRO-NCRV),KRO-NCRV,≤100
1237207133024393,Provincie Utrecht,Provincie Utrecht,≤100
203753056314055,Varkens in Nood,Varkens in Nood,≤100
106310819107347,TBI Klimaattrein,yoreM,≤100
844559615710915,Lilian Marijnissen,SP,≤100
1408087399224304,Gemeente Waddinxveen,Gemeente Waddinxveen,≤100
318502745709789,NoMorePlastic,NoMorePlastic,≤100
769751776468587,Argan,Stichting Argan,≤100
529757857120942,VVD Rijswijk,VVD Rijswijk,≤100
107074255523711,VVD Europa,VVD Europa,≤100
141801972540083,EW Magazine,EW Magazine,≤100
1586038428202115,Siriz,Stichting Siriz,≤100
1498781793769425,Buitenhof,Buitenhof,≤100
218258008193346,OTTO Work Force NL,These ads ran without a disclaimer,≤100
110333761471734,SP Jongeren,SP Jongeren,≤100
183747651651348,Hivos,Hivos,≤100
307556846283,Socialisme.nu,Socialisme.nu,≤100
112597635531005,Royal HaskoningDHV,Royal HaskoningDHV,≤100
698451706850384,CDA Noordwijk-Noordwijkerhout-De Zilk,CDA Noordwijk-Noordwijkerhout-De Zilk,≤100
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,≤100
310846782368652,Nationaal Militair Museum,Nationaal Militair Museum,≤100
138716512980750,Europa in Nederland,De Vertegenwoordiging van de Europese Commissie,≤100
715533818467548,Hoedje van papier Producties,Hoedje van papier Producties,≤100
100245303370876,APG,APG,≤100
144885375589624,Würth Nederland,These ads ran without a disclaimer,≤100
301641784038642,Strong Babies,Strong Babies,≤100
105339817717917,Gezin in Gevaar,Stichting Civitas Christiana,≤100
113941798666982,NEMO Science Museum,NEMO Science Museum,≤100
267353906619818,Mr. Gugu & Miss Go,These ads ran without a disclaimer,≤100
106020448037192,JA21,JA21.nl,≤100
139983799831,COC Nederland,COC Nederland with Facebook ad credits,≤100
1034873183235378,BPF Schilders,BPF Schilders,≤100
101916126173742,Oyster Heaven,These ads ran without a disclaimer,≤100
567125883668607,Werken bij Stedin,These ads ran without a disclaimer,≤100
1440177952905487,NiNsee,NiNsee,≤100
107042108303694,Partij Sleutelstad Leiden,Politieke Vereniging PS (Partij Sleutelstad),≤100
110410464882233,My Dream World,These ads ran without a disclaimer,≤100
780499132315938,Day of Adaptation,Day of Adaptation,≤100
104949285613892,AardgasTabé,AardgasTabé,≤100
397927193614702,Lionsclubs Nederland,Lionsclubs Nederland,≤100
102523116490167,NJR,NJR,≤100
165125706913810,Kadera aanpak huiselijk geweld,Kadera,≤100
313228288806437,Motivaction International,Motivaction International B.V.,≤100
795139547221974,Janssen Nederland,These ads ran without a disclaimer,≤100
275704575795764,Kaas.nl,These ads ran without a disclaimer,≤100
111809951518975,Happy Cure,These ads ran without a disclaimer,≤100
178362315106,European Parliament,European Parliament,≤100
130015911059089,Samen om,om | nieuwe energie,≤100
116592248404562,Rode Hoed,Rode Hoed,≤100
405194892906280,Nationale Duurzame Huizen Route,These ads ran without a disclaimer,≤100
113394828052176,Werken bij VolkerWessels,These ads ran without a disclaimer,≤100
199340240080632,PvdA Europa,Partij van de Arbeid,≤100
772951762810345,Vote Company,Vote Company,≤100
106969792009830,ZJdob4,These ads ran without a disclaimer,≤100
188842724507690,مفوضية اللاجئين,These ads ran without a disclaimer,≤100
486293704724646,Krnwtr+ / Zereau Drinks,KRNWTR,≤100
403772503084759,Rijksdienst voor Ondernemend Nederland - RVO,These ads ran without a disclaimer,≤100
107948478848391,Art.1 Midden Nederland,Art.1 Midden Nederland,≤100
146208045405693,DOBIT,These ads ran without a disclaimer,≤100
147547541961576,Council of the European Union,Council of the European Union,≤100
527351247377965,European Committee of the Regions,European Committee of the Regions,≤100
232299273461028,Gemeente Utrecht,Gemeente Utrecht,≤100
105955311154401,Onlinestemtool.nl,Onlinestemtool.nl,≤100
107586311767908,Delicacy Estate,These ads ran without a disclaimer,≤100
106867755353268,Uncharted Instant,These ads ran without a disclaimer,≤100
233543873455127,Novacolor Italia,These ads ran without a disclaimer,≤100
405090376228113,PvdA Moerdijk,PvdA Moerdijk,≤100
109345876510,Karlshochschule International University,These ads ran without a disclaimer,≤100
102631788494879,dpdgroup_news,These ads ran without a disclaimer,≤100
165007593521801,MyFamily,These ads ran without a disclaimer,≤100
352917208391337,Nieuwe Energie,Gemeente Haarlemmermeer,≤100
333183720070204,Venturi,These ads ran without a disclaimer,≤100
120272841350792,Apart-Hotel Waidmannsheil in Kaprun,These ads ran without a disclaimer,≤100
106270215428,Wix,These ads ran without a disclaimer,≤100
110339967042411,LastObject,These ads ran without a disclaimer,≤100
149290745229517,Online Antisemitism Task Force,These ads ran without a disclaimer,≤100
1621692424754301,Minderoo Foundation,These ads ran without a disclaimer,≤100
28312410177,World Food Programme,These ads ran without a disclaimer,≤100
