Page ID,Page name,Disclaimer,Amount spent (PYG)
1468570519872644,Santiago Peña,PRANA SA,178105
532716330164048,Sole Núñez,PautaPY,89575
196599783696918,Efrain Alegre,Comunicá,68480
1222077187832207,Gustavo Leite,Gustavo Alfredo Leite Gusinky,35894
114574908102864,Alianza VAMOS Por Boquerón,Alianza Vamos Por Boquerón,35881
110447625137045,Pilar Callizo,PautaPY,34837
102917519228790,Bruno Defelippe,PautaPY,32341
100445112671378,Fernando Camacho Senador 2023,Fernando Camacho Senador 2023,14358
1310731702357133,GEN,GEN,14358
132554373464255,La Nación,La Nación,14358
107565365631988,Candydatos,WILD FI,8112
100490136261426,María Cristina Campuzano Senadora,María Cristina Campuzano Senadora,7179
110382581891524,Hugo Biedermann,Biedermann Publicidad S.A.,7179
153958777947957,Paulo Reichardt,Paulo Reichardt,5002
102467002671611,Jorge Heisecke,Jorge Heisecke,4092
101726857993140,Carlos Giménez  Senador,Carlos Giménez  Senador,4042
283132325082901,Esperanza Martínez,Esperanza Martinez De Portillo,3776
105678502467624,Soledad Villagra,Soledad Villagra Carron,3726
196406677113756,Rafael Filizzola,Comunicá,3622
294693311318315,Miguel González Senador,Miguel González Senador,3511
517426394969535,Ricardo Canese,Ricardo Canese,3490
420279778178605,Adelaida Diputada 2023,Adelaida Cantero De Torres,3419
102649292598442,Senador Hugo Richer,Senador Hugo Richer,3283
241512319274531,Sixto Pereira,Sixto Pereira,3098
192161474526084,Luis Fretes Senador,Luis Fretes Senador,2467
441529192988697,Rubén Penayo Senador 40/44,Rubén Penayo Senador 40/44,2287
665680343451704,Lider Amarilla,Lider Santiago Amarilla Rios,2124
105545157610039,Euclides Acevedo,Marco Antonio Martinez Almiron,2058
243800448965894,Decidamos Campaña por la Expresión Ciudadana,Decidamos Campaña por la Expresión Ciudadana,1976
121859950827147,Pedro Ferreira,Clelia Andrea Eloisa Balbuena Lomaquis,1967
233343823850830,Juan Afara - Oficial,Juan Afara - Oficial,1940
102109369350535,Christa Rivas,Christa Violeta Rivas Caballero,1775
100223835693365,Juanvi Fernández,Juanvi Fernández,1739
125314197496488,Carlos Filizzola,Carlos Filizzola,1726
2498041723587745,Colym Soroka,DGWorld,1704
1386037631635162,Hugo Ramírez,Nahuel Ayala Gomez,1704
105872245439208,Pelusa Senadora,Maria Yolanda Del Rosario Moreno de Ruíz,1675
1832577620365172,Eusebio Ramón Ayala Senador 2023,Manu Nuñez Franco,1559
114061877001545,Víctor Pecci,Esencia News SA,1495
118397948223791,Oscar Tuma,Óscar Luis Tuma Bogado,1305
107378775349679,Rolando Alvarez Spinassi,Rolando Alvarez Spinassi,1283
101589739286507,Óscar González Senador,Maria Alejandra Correa Miño,1085
103101412549808,Ale De Filippis,Ale De Filippis,1073
423949460984593,Agustin Ortiz,Joel David Ortiz Velazquez,975
109846981881280,Arlene Aquino Morel,Edith Arlene Aquino Morel,964
446986732060546,ROSA BELLA Cáceres,Antonio Villalba Caceres,929
118756543324306,Marcelo Rojas,Marcelo Rojas,874
647864758888200,Seba Garcia,Sebastian Garcia,689
104430091943649,Juan Manuel Del Puerto. Senador 2023,Verenis Liliana Raquel Araujo Rojas,671
838018169889993,"Fernando ""Pato"" Ojeda",Fernando Ojeda,593
107365495659157,Juntos Podemos,Isrrael Velazquez Ruiz Diaz,550
812811485548184,Partido Verde Paraguay - PVP,Edgar Fernando Dominguez Arzamendia,491
110258800564741,Ing. Luis Riveros,Luis Riveros,476
110324011295149,Central Unidos - Paraguayos Unidos - Cruzada Nacional,Jorge Danel Guimaraes Fernandez,455
108365738752622,Maura Bogado Concejal por Amambay 2023,Maura Bogado Concejal por Amambay 2023,422
111914702306103,Enrique Riera Escudero,Enrique Riera Escudero,379
107587622053186,Dra. Vivian Santander 2023,Santander Santander Clinica,373
106359961728493,Aula Pyahu,Aula Pyahu,373
109626041763537,Natalicio Chase,Global Agencia,361
106632764112753,Denis Cohene,Denis Cohene Avalos,354
1692624097481207,Mujeres GANAR,Mujeres GANAR,340
100151689391592,Partido Patriotas Independientes. PPI,Alfredo Raúl Merino Ávalos,339
111157821719874,Sonia Fleitas Senadora,Mister Co.,337
490637354648727,Ing.Juan Carlos Baruja,Juan Carlos Baruja Fernandez,281
331956456859091,Marcelo Duarte,Rocio Magali Moreno Vera,251
2158618391031667,Najeeb Amado,Najeeb Amado,238
102137945346781,Movimiento Ciudadanía Activa,PautaPY,227
107326631853562,Hugo Sosa Pasmor,Maria Alejandra Correa Miño,223
111531544527571,"Luis Silva, Gobernador","Luis Silva, Gobernador",217
141678063114851,Ruben Velazquez,Dalva Natividad Acosta Vallejos,208
303795153430459,Capitán Apodaca - Gobernador,Adventura,181
355951288140749,Dip. Nac. Andrés Rojas Feris,Dip. Nac. Andrés Rojas Feris,150
100188219465134,Senador Derlis Osorio,Derlis Ariel Alejandro Osorio Nunes,150
888301827879665,Aldo Bogarín,Aldo Bogarín,≤100
283132325082901,Esperanza Martínez,Partido de la Participación Ciudadana,≤100
363306313879750,Marle Chispita Orue,Marlene Tatiana Orue Leon,≤100
109712291986986,LIFE GREEN BR,Life Green CBD S.A.,≤100
103681832340596,Kpeto Cano,Eusebio Vera,≤100
272098156231873,Diario HOY Paraguay,Diario HOY Paraguay,≤100
108232338616875,María Stela Invernizzi,Alejandro David Fernandez Silva,≤100
1810962229216340,Fidel Zavala,Laura Lorena Meaurio Paniagua,≤100
103759862278474,Victor Miranda Py,Clicnovo,≤100
1768138440080505,Cerveza Patagonia,These ads ran without a disclaimer,≤100
242118359309178,Ricardo Estigarribia,Ricardo Estigarribia,≤100
