Page ID,Page name,Disclaimer,Amount spent (BRL)
1894520370802455,Governo do Brasil,Secretaria Especial de Comunicação Social -Governo do Brasil,3809
301774903545521,Brasil Paralelo,Brasil Paralelo,2623
115931765148387,Assembleia Legislativa de Minas Gerais,Assembleia Legislativa Do Estado De Minas Gerais,1490
103436972776410,Seja Policial Militar,Seja Policial Militar,1082
425350744240843,Comitê Internacional da Cruz Vermelha,Comitê Internacional da Cruz Vermelha,917
181946581836674,Mega Concursos,Mega Concursos,612
192596718225700,Fale33,Fale33,566
101189854802059,Revista Oeste,Revista Oeste,546
102230742704089,Dra. Vanessa Soares,These ads ran without a disclaimer,453
250305668489402,Professor Kenny,These ads ran without a disclaimer,445
105520569004820,Absolar Comunica,Associação Brasileira de Energia Solar Fotovoltaica,358
2209636419286152,Elismar Prado,Elismar Prado,310
152338908863109,William Dornela,William Dornela,267
2053204664939272,Facilita Pré Concurso,Facilita Pré Concurso,242
107366805290626,Ana Pimentel,Ana Pimentel,240
1611963792244876,Ana Paula Siqueira,Ana Paula Siqueira,226
135611223190336,ClimaInfo,Instituto ClimaInfo,209
509864302726081,Faculdade Mega,Faculdade Mega,198
128850220504786,UNICEF Brasil,UNICEF Brasil,191
176740279057602,CDL De Belo Horizonte,CAMARA DE DIRIGENTES LOJISTAS DE BELO HORIZONTE,187
2308676322748492,Marcio Carvalho de Sá,These ads ran without a disclaimer,177
92227023652,Governo do Estado de São Paulo,Governo do Estado de São Paulo,169
184630004955946,PSDB MG,Partido da Social Democracia Brasileira,163
1549054225424161,Eduardo Moreira,Instituto Conhecimento Liberta,160
198849783539777,Buscofem,Buscofem,159
159103797542,Greenpeace Brasil,Greenpeace Brasil,153
157982450937286,Senador Carlos Viana,Senador Carlos Viana,152
1440263129589215,Gustavo Santana de Vasconcellos,Gustavo Santana de Vasconcellos,147
810484929045349,BNDES,BANCO NACIONAL DE DESENVOLVIMENTO ECONÔMICO E SOCIAL,142
175804982467404,Safernet Brasil,Safernet Brasil pago com créditos de anúncio do Facebook,141
637918629558967,Leonídio Bouças,Leonídio Bouças,140
318257358332337,Prefeitura de Itumbiara,Prefeitura de Itumbiara,135
139264133189722,Pensar Concursos,These ads ran without a disclaimer,133
103212767998767,Elisa Araújo,Elisa Araújo,129
330379553673497,Oxfam Brasil,Oxfam Brasil,128
214148498625473,João Vítor Xavier,João Vítor Xavier,123
108193739000469,Chapa 2 Crm-Mg 2023,Renovação e dignidade medica,122
