Page ID,Page name,Disclaimer,Amount spent (CZK)
176688316811,Vodafone CZ,Vodafone Czech Republic a.s.,1654
60516116431,Člověk v tísni,"Člověk v tísni, o.p.s.",1103
487445514669670,Petr Fiala,ODS - Občanská demokratická strana,345
30575632699,ODS - Občanská demokratická strana,ODS - Občanská demokratická strana,248
251656685576,KDU-ČSL,KDU-ČSL,215
356451014434612,Marian Jurečka,KDU-ČSL,169
179497582061065,Tomio Okamura - SPD,Svoboda a přímá demokracie - SPD,159
370583064327,Starostové a nezávislí • STAN,Starostové a nezávislí • STAN,149
103430204491217,Robert Šlachta,PŘÍSAHA - občanské hnutí Roberta Šlachty,140
1469427909957890,Reportér magazín,Reportér magazín,139
211685455639198,Ministerstvo práce a sociálních věcí,Ministerstvo práce a sociálních věcí,133
321762510282,Michal Kučera,Michal Kučera,132
104768355190287,Sázíme Česko,PlanetWe Rewild s.r.o.,129
111041662264882,ČSSD,ČSSD,120
107898832590939,European Commission,European Commission,118
90002267161,TOP 09,TOP 09,≤100
106455438982920,Back Legal,These ads ran without a disclaimer,≤100
108537032055709,Meta,These ads ran without a disclaimer,≤100
1649724681776439,ProMOST,ProMOST,≤100
134443820058669,Zbyněk Stanjura,ODS - Občanská demokratická strana,≤100
140017002702721,PRO LEPŠÍ LOUNY,Pavel Janda,≤100
378827025796132,Peak.cz,Peak.cz,≤100
111108757492137,Libor Vondráček • Svobodní,Libor Vondráček • Svobodní,≤100
192011067504855,Do práce na kole - AutoMat,"AutoMat, z.s.",≤100
693725074166331,Naše zdravotnictví,Naše zdravotnictví,≤100
361281313901258,Komerční banka,"Komerční banka, a.s.",≤100
394570898000897,Kniha Revoluce - Jakub Trpiš,Jakub Trpis,≤100
100201752249169,Spolu21,Občanská demokratická strana,≤100
50309511751,Český rozhlas - Radiožurnál,Český rozhlas,≤100
2092588267635432,Cena Gratias Tibi,"Člověk v tísni, o.p.s.",≤100
106834174877753,Svět hospodářství,"SH media, spol. s r.o.",≤100
264983260329918,Rádio Universum,Kupředu do minulosti s.r.o.,≤100
132557694194,Historický Úštěk,These ads ran without a disclaimer,≤100
169065407139584,Tilt,European Greens,≤100
100843142503124,ZjistiVíc.cz,Zjisti víc,≤100
109787574497667,Aliance pro budoucnost,Aliance pro budoucnost,≤100
112832651308203,Stejná odměna,Česká rada sociálních služeb,≤100
206045673805,Deník.cz,VLTAVA LABE MEDIA a.s.,≤100
1416733788557863,Pravda o vodě a voda lidem,Pravda o vodě a voda lidem,≤100
397919187215,Evropská komise v ČR,Evropská komise v ČR,≤100
101722985492419,Klára Kocmanová,Česká pirátská strana,≤100
315972808450196,ČSOB,ČSOB,≤100
214827221987263,Andrej Babiš,Andrej Babiš,≤100
113322746709049,Karel Havlíček,ANO,≤100
110285958334498,Svoboda a přímá demokracie - SPD Chomutov,Zdeněk Vaňkát,≤100
117823623864,Transparency International ČR,Transparency International ČR,≤100
55876739776,Greenpeace Česká republika,Greenpeace Česká republika,≤100
104713545735871,Kamar,These ads ran without a disclaimer,≤100
178362315106,European Parliament,European Parliament,≤100
113743658978459,Meltingpot,Meltingpot,≤100
227416910669250,Komora daňových poradců ČR,Komora daňových poradců ČR,≤100
424114981002397,Český rozhlas Plus,Český rozhlas,≤100
