Page ID,Page name,Disclaimer,Amount spent (BOB)
101029268584854,José Carlos Sánchez Verazaín,Boris Christian Lehm Murillo,133
103466912684381,Reforma Judicial SCZ,JMS.COM.BO,126
964080723662055,Carlos Subirana Responde,Editorial CSS,≤100
222490514559847,Comunicación del Estado Plurinacional de Bolivia,These ads ran without a disclaimer,≤100
110555990500784,Ingvar Ellefsen - Diputado,Ingvar Ellefsen,≤100
106403237850347,Goberna Bolivia,Goberna,≤100
279677395908479,Virginio Lema Trigo,Walter Agustin Zambrana Arze,≤100
221108751377185,UNITAS,These ads ran without a disclaimer,≤100
102536645161497,Pierre Chain - C O N C E J A L,Pierre Chain - C O N C E J A L,≤100
104257317751894,Santiago Condori Apaza,Sandro Iquise Vincenti,≤100
101824857848955,Enrique Urquidi - Diputado,Enrique Fernando Urquidi Daza,≤100
111585510603603,Elena Pachacute - Diputada Nacional,María Elena Pachacute Ticona,≤100
208411159175490,ACODAL,These ads ran without a disclaimer,≤100
190739455190659,Molly Saldaña,Molly Margarita Saldaña Araujo,≤100
2354017254707192,Learning English with Oxford,These ads ran without a disclaimer,≤100
289446947817747,Global Citizen,These ads ran without a disclaimer,≤100
423609701387941,Peachbruh,These ads ran without a disclaimer,≤100
105900552270698,Sofia Adara,These ads ran without a disclaimer,≤100
152914224736727,Banco Mundial,These ads ran without a disclaimer,≤100
120460525135389,Educational Partners International,These ads ran without a disclaimer,≤100
