Page ID,Page name,Disclaimer,Amount spent (ZAR)
136956534616,Times LIVE,TimesLIVE,513
740116816003959,Western Cape Government,Western Cape Government,226
102265308016316,Al Jama-ah,Al Jama-ah,211
116657351312927,Pledge To Vote SA,Pledge to Vote,146
144985128871748,City of Cape Town,City of Cape Town,118
187645864452,Vryheidsfront Plus / Freedom Front Plus,Vryheidsfront Plus / Freedom Front Plus,117
6011868110,Democratic Alliance,Democratic Alliance,116
119736861394881,Financial Mail,BusinessLIVE,101
298578910191673,Vinolok Glass Closure,These ads ran without a disclaimer,101
106172744063430,The Daily Friend,The Daily Friend,≤100
181204251979581,NEASA,National Employers' Association of South Africa,≤100
1742410059361710,AwakeMzansi,Awake Mzansi,≤100
281514245300699,Democratic Alliance Merafong,Carl Sebastian Steenekamp,≤100
105758608971668,Free Speech Union South Africa,Free Speech Union South Africa,≤100
446648162438519,Thisisacumen,Acumen Media Management,≤100
195909420099,Solidariteit,Solidariteit,≤100
217696894929887,FW de Klerk Foundation,FW de Klerk Foundation,≤100
1271402709601865,HEALA,HEALA,≤100
134187920103120,Dr. J. Reid (Neurologist),Johan Reid,≤100
1018230624896572,Siyakwazi Youth Network,Hamlet Enrico Johannes,≤100
111455384155,Partners in Sexual Health,Hamlet Enrico Johannes,≤100
112315630440653,Cape Independence Advocacy Group,Cape Independence Advocacy Group,≤100
108096858922548,The People's Movement,The People's Movement,≤100
109136451414156,Educate Don't Indoctrinate,Educate Don't Indocrinate,≤100
614441158766955,Vote Dr Sipho P. Malapane And The Independent Campaign 2024,Sipho Pienaar Malapane,≤100
100374392742057,Weregreenly- Magazine,These ads ran without a disclaimer,≤100
153911331339003,ACDP Western Cape,African Christian Democratic Party,≤100
102888702345789,African Wildlife Economy Institute - AWEI,These ads ran without a disclaimer,≤100
434577883273454,Sihle Zikalala,Sihle Zikalala,≤100
1090814171006609,Men's Lives Matter Too,These ads ran without a disclaimer,≤100
250305668489402,Professor Kenny,These ads ran without a disclaimer,≤100
106531742236577,pawpafrica,These ads ran without a disclaimer,≤100
315543515306,Jing Daily,These ads ran without a disclaimer,≤100
100696586305964,Fine Art Photography Prints by Rico X.,These ads ran without a disclaimer,≤100
172630432773629,UCA News,These ads ran without a disclaimer,≤100
293937480708088,Clement Hii,These ads ran without a disclaimer,≤100
111082344827615,raquelmandy,These ads ran without a disclaimer,≤100
104593458269168,Your Daily Fun Break,These ads ran without a disclaimer,≤100
100117556048980,newworldreformer,These ads ran without a disclaimer,≤100
1102199946478493,Spotlight,These ads ran without a disclaimer,≤100
608650595820049,The Conqueror Challenges,These ads ran without a disclaimer,≤100
