Page ID,Page name,Disclaimer,Amount spent (NOK)
234659001772,Arbeiderpartiet,Arbeiderpartiet,949
100722841311675,"Kristiansand Pensjonistparti - Barn, Familie og Pensjonist",Kristiansand Pensjonistparti,445
148389115200561,Kristiansand Venstre,Kristiansand Venstre,226
46818767155,Miljøpartiet De Grønne - MDG,Miljøpartiet De Grønne,214
371106536283235,DAG OG TID,Dag og Tid AS,161
322525743444,Get Inspired,These ads ran without a disclaimer,157
131389446998209,Ahmed Lindov(AP),Ahmed Lindov(AP),153
103638585942638,Folkets Parti Kristiansand,Folkets parti Kristiansand,150
135843375926,UNICEF Norge,UNICEF Norge,128
275389322558295,LOs sommerpatrulje,LO,122
665832620193085,Kristiansand Høyre,Kristiansand Høyre,≤100
186245021399622,Agder Senterparti,Agder Senterparti,≤100
113275862050709,Næringslivets Hovedorganisasjon,Næringslivets Hovedorganisasjon,≤100
44960467949,Greenpeace Norge,Föreningen Greenpeace Norden,≤100
380405316155402,Stopp alzheimer og demens,Nasjonalforeningen for folkehelsen,≤100
313753051208,Norsk Landbruksrådgiving,Norsk Landbruksrådgiving,≤100
209606089053723,Vennesla senterparti,Vennesla senterparti,≤100
21603349508,NOAH - for dyrs rettigheter,NOAH - for dyrs rettigheter,≤100
10953652930,Høyre,Høyre,≤100
200983583270624,NHO Service og Handel,NHO Service og Handel,≤100
115337815202380,Birkenes Høyre,Birkenes Høyre,≤100
203067569732001,Fellesforbundet,Fellesforbundet,≤100
119878348024795,ULOBA,Uloba - Independent Living Norge,≤100
117726821605303,PBL,PBL,≤100
100885889429302,Verdinytt,Verdinytt AS,≤100
171408368520,Norad,Norad,≤100
200168040392101,Hustadvika kommune,These ads ran without a disclaimer,≤100
110247258111750,Get Inspired Man,These ads ran without a disclaimer,≤100
623596214494727,Anima - Stopp dyremishandling,Anima - stopp dyremishandling,≤100
186626994701210,Forbundet for Ledelse og Teknikk (FLT),Forbundet for Ledelse og Teknikk (FLT),≤100
798750773559841,Bufdir,"Barne-, ungdoms-, og familiedirektoratet",≤100
417968848252894,Besteforeldrenes klimaaksjon,Besteforeldrenes Klimaaksjon,≤100
227688410297,Radio Latin-Amerika,Radio Latin-Amerika,≤100
153710294662597,Human-Etisk Forbund,Human-Etisk Forbund,≤100
132368899297,Framtiden i våre hender,Framtiden i våre hender,≤100
120374971332864,Kagge Forlag,Kagge Forlag,≤100
105939782037295,Altinget.no,Altinget AS,≤100
201766586502981,"Homonettverket- lesbiske, homofile, bifile, transpersoner i Arbeiderpartiet","Homonettverket- lesbiske, homofile, bifile, transpersoner i Arbeiderpartiet",≤100
298964320208914,Lillesand Høyre,Lillesand Høyre,≤100
157803497575876,NHO Reiseliv,NHO Reiseliv,≤100
119062344777724,Bjerke FrP,Bjerke FrP,≤100
133640403364515,Næringsforeningen Haugalandet,Næringsforeningen Haugalandet,≤100
219212891435404,Ullensaker FrP,Ullensaker FrP,≤100
156202914404133,Minerva,Mediehuset Minerva,≤100
128566103830426,Civita,Civita AS,≤100
20468812735,LO,LO,≤100
2398568533531114,Velferdsmiks,NHO Geneo,≤100
100588890043714,Bodø FrP,Bodø FrP,≤100
182454165137980,TRY,TRY,≤100
227438343945838,Forum for utvikling og miljø,Forum for utvikling og miljø,≤100
126448980866214,Klassekampen,Klassekampen AS,≤100
157932564240522,Lørenskog FrP,Lørenskog FrP,≤100
189196954458836,Klar Tale,Stiftelsen Klar Tale,≤100
54603926197,Finnmark SV,Troms og Finnmark SV,≤100
158517320882189,Ålesund SV,Ålesund SV,≤100
163294213706703,Norsk Sjøoffisersforbund,Norsk Sjøoffisersforbund,≤100
10254410675,Venstre,Venstre,≤100
100107876331492,Telemark Arbeiderparti,Telemark Arbeiderparti,≤100
