Page ID,Page name,Disclaimer,Amount spent (BAM)
332950850203871,Драшко Станивуковић - Draško Stanivuković,Драшко Станивуковић,≤100
1676047195961611,Impuls,"Udruženje građana ""Impuls""",≤100
1922268018023038,Raskrinkavanje,UG Zašto ne,≤100
163322863710900,Evropska unija u Bosni i Hercegovini,Ured spec. predstavnika,≤100
102802955817933,Centralna izborna komisija Bosne i Hercegovine,Centralna izborna komisija Bosne i Hercegovine,≤100
709560912457316,Analiziraj.ba,Udruženje Centar za analizu medija i politike,≤100
111544041335161,Antikorupcija info,Antikorupcija.info,≤100
482158128556799,Žurnal magazin,Centar za razvoj medija i analize,≤100
111544041335161,Antikorupcija info,Antikorupcija info,≤100
263396107142816,Transparency International Bosna i Hercegovina,Transparency International in BiH,≤100
109652028193268,Revizije info,Revizije info,≤100
147315858633088,Istinomjer,Istinomjer,≤100
197596636939679,tacno.net,Tacno.net,≤100
124306738411862,InfoRadar,Udruženje za medijski aktivizam (UMA),≤100
163080080447411,Републичка странка Српске,Filip Lučić,≤100
109774791831087,Славенко Ристић - лидер Републичке странке Српске,Filip Lučić,≤100
106759774541544,PratimoTendere.ba,Centar za razvoj medija i analize,≤100
1494057107558990,Javna rasprava,Javna rasprava,≤100
1570886583203959,Poslovni portal Capital.ba,Capital Media,≤100
106099145362821,Goražde bez pesticida,Harun  Bešlija,≤100
747053091978616,Fokus.ba,FOKUS d.o.o. Sarajevo,≤100
1607622842896752,interview.ba,Fondacija Infohuse,≤100
100187109256916,Ustajte Diskriminisani,Ustajte Diskriminisani,≤100
2401351939921390,Raport.ba,Raport Media Group,≤100
1454304308161318,"Koalicija ""Pod lupom""","Koalicija ""Pod lupom""",≤100
279784679429805,Časopis Odiseja,These ads ran without a disclaimer,≤100
284185892278,Iseljenicke price,These ads ran without a disclaimer,≤100
1890146454611538,DESMI A/S,These ads ran without a disclaimer,≤100
2089847607720945,EcoVegAnimals,These ads ran without a disclaimer,≤100
222968021092962,RTV Slon - Tuzla,RTV SLON,≤100
101971048046703,Your Daily Game Face,These ads ran without a disclaimer,≤100
1525512077734391,CityExpert,These ads ran without a disclaimer,≤100
