Page ID,Page name,Disclaimer,Amount spent (ILS)
190739554295848,אפי נוה,אפי נוה,1059
103563939372367,ברק סרי - Barak Seri,ברק סרי - Barak Seri,940
249479152534875,Kfir Swisa - כפיר סויסה,Kfir Swisa - כפיר סויסה,682
429184557235927,בצלאל סמוטריץ',בצלאל סמוטריץ,566
143563882388180,עיריית אשקלון,עיריית אשקלון,358
2249582785307318,"עו""ד עמית בכר, ראש לשכת עורכי הדין","עו""ד עמית בכר, ראש לשכת עורכי הדין",321
493870400705407,"ד""ר אלי לחמני","ד""ר אלי לחמני",287
390531014386170,Шимон Кацнельсон - Единый Ашдод,Шимон Кацнельсон - Единый Ашдод,268
103851839280828,חופשי בארצנו - מטה המאבק,מטה המאבק - נלחמים על הדמוקרטיה,218
141721971504,Histadrut - ההסתדרות החדשה,Histadrut - ההסתדרות החדשה,207
546024288762312,"ד""ר יחיאל לסרי","ד""ר יחיאל לסרי",194
1824323844461002,יקיר שינדלר,יקיר שינדלר,180
591336644556900,יגאל וינברגר - Igal Winbereger,יגאל וינברגר - Igal Winbereger,169
1510157982620509,הלן גלבר - Helen Gelber,הלן גלבר - Helen Gelber,167
536794249813012,תומר גלאם - Tomer Glam,תומר גלאם - Tomer Glam,152
114962801548216,אבי דיאמנט לראשות המועצה האזורית לכיש,אבי דיאמנט לראשות המועצה האזורית לכיש,150
110667778701303,"עו""ד ענת קאופמן - Anat Kaufman ADV",ענת קאופמן,141
1954699454767994,שי זולדן - Shay Zoldan,שי זולדן,125
426502237384307,מפלגת יש עתיד,מפלגת יש עתיד,123
110917020553426,Ari Shavit - ארי שביט,Ari Shavit - ארי שביט,123
107217383988190,מגזין אפוק,Epoch Magazine,122
204780362875106,מקור ראשון,מקור ראשון,107
1231871950268621,מרכז הזדמנות לתעסוקה נתיבות - אופקים,These ads ran without a disclaimer,104
189208555041327,המיזם למיגור העישון,המיזם למיגור העישון בישראל,≤100
734980876854034,אלעד דנוך - Elad Danoch,אלעד דנוך - Elad Danoch,≤100
108787681841168,רישיון נשק בקליק,רישיון נשק בקליק,≤100
161804953943328,Яир Лапид,יש עתיד - בראשות יאיר לפיד,≤100
103085619445870,ניר ברכיה משרד עורכי דין,ניר ברכיה משרד עורכי דין,≤100
428948830813584,"מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן","מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן",≤100
132107110817900,"מרכז הנדל""ן","מרכז הנדל""ן",≤100
105696862520128,עדי נאמן לראשות באר טוביה,עדי נאמן,≤100
305986442906304,סלע מאיר הוצאה לאור,סלע מאיר דיגיטל,≤100
218832864804823,הקריה האקדמית אונו - מינהל הציונות הדתית,הקריה האקדמית אונו - מנהל הציונות הדתית,≤100
112848572066805,מחאת ההייטק,מחאת ההייטק,≤100
431367200941854,מיכל שיר - Michal Shir,מיכל שיר - Michal Shir,≤100
114429471587565,"יפעת עובדיה לוסקי - יו""ר קק""ל",קרן קימת לישראל,≤100
977353718949028,מיקי זוהר-  Micki Zohar,ח״כ מיקי זוהר  Micki Zohar,≤100
115411601520704,מיכל עוזיהו לראשות המועצה האזורית  אשכול,מיכל פלג עוזיהו,≤100
108037760571199,הקונגרס הישראלי,הקונגרס הישראלי,≤100
103467516087241,הפרלמנט המקורי,הפרלמנט המקורי,≤100
193264714026809,אמונה - תנועת האישה הדתית לאומית,אמונה - תנועת האישה הדתית לאומית,≤100
166161510917460,קובי אביבי ראש המועצה האזורית באר טוביה,קובי אביבי ראש המועצה האזורית באר טוביה,≤100
222479034969365,אדיר נעמן ראש מועצה אזורית שפיר,אדיר נעמן ראש מועצה אזורית שפיר,≤100
173718822661352,מהפך - تغيير,מהפך - تغيير,≤100
251119721945461,אופיר סופר - Ofir Sofer,אופיר סופר - Ofir Sofer,≤100
1616620351898508,Адвокат Варша • Иммиграция • Рабочая виза в Израиле • Воссоединение семьи,"משרד עו""ד תומר ורשה",≤100
162089177185799,התאחדות התעשיינים בישראל,התאחדות התעשיינים בישראל,≤100
100900832922166,אחים לנשק-לוחמים ולוחמות במסע להצלת הדמוקרטיה,אחים לנשק-לוחמים ולוחמות במסע להצלת הדמוקרטיה,≤100
221429664638160,קדמה,קדמה,≤100
145711348806563,רשות התאגידים,משרד המשפטים,≤100
2397304340492953,מטה הבטיחות בענף הבנייה,הקרן לעידוד ולפיתוח ענף הבנייה,≤100
303720457847,לשכת רואי חשבון בישראל,לשכת רואי חשבון בישראל,≤100
112910535448250,תנועת רגבים,תנועת רגבים,≤100
117581211636979,קול רבני לזכויות אדם,שומרי משפט - רבנים למען זכויות אדם,≤100
1915868198652314,האם ראית את האופק לאחרונה?,האם ראית את האופק לאחרונה?,≤100
171519209524747,פיס בתרבות,These ads ran without a disclaimer,≤100
103185328887035,דניאל ליזרוביץ',דניאל ליזרוביץ',≤100
1792538157706820,"עו""ד נילי אהרון - Adv Nili Aharon","עו""ד נילי אהרון - Adv Nili Aharon",≤100
175041709215197,עיריית דימונה,עיריית דימונה,≤100
113789568181754,איציק דנינו - ראש העיר שלי,איציק דנינו - ראש העיר שלי,≤100
1534418936869034,אתר החדשות דבר,אתר החדשות דבר,≤100
164514821050422,בועז שלמה לראשות המועצה האזורית לכיש,בועז שלמה לראשות המועצה האזורית לכיש,≤100
119995701391029,בית בן-גוריון בתל אביב,בית בן גוריון,≤100
124395890927240,הקרן החדשה לישראל,הקרן החדשה לישראל,≤100
114869678131807,משמר החינוך הממלכתי,משמר החינוך,≤100
128753804569169,"עו""ד רחל פרץ גלם","עו""ד רחל פרץ גלם",≤100
116563891775107,עיריית פתח תקווה,עיריית פתח תקוה,≤100
101802509514688,"פורום סגנים ומ""מ ראשי רשויות מקומיות בישראל 2023","פורום סגנים ומ""מ ראשי רשויות מקומיות בישראל 2023",≤100
248660961864475,שחרית | سحرية | Shaharit,שחרית | سحرية | Shaharit,≤100
337591096309750,Embassy of Ukraine in the State of Israel,Embassy of Ukraine in the State of Israel,≤100
390174201363786,Eli Nacht • אלי נכט,Eli Nacht • אלי נכט,≤100
1514952655390958,משרד תומר ורשה - עורכי דין • הגירה והסדרת מעמד • אשרות בישראל • זכויות אדם,"משרד עו""ד תומר ורשה",≤100
153991671307861,אישה לאישה - למען נשים נפגעות אלימות וילדיהן,אישה לאישה - למען נשים נפגעות אלימות וילדיהן,≤100
104222621115858,הביטחוניסטים,הביטחוניסטים,≤100
107476928307805,אשדודי - יש לנו חדשות בשבילך,אשדודי - יש לנו חדשות בשבילך,≤100
310448006908,Ofir Akunis - אופיר אקוניס,Ofir Akunis - אופיר אקוניס,≤100
108760035823125,The Van Leer Jerusalem Institute - מכון ון ליר בירושלים,The Van Leer Jerusalem Institute - מכון ון ליר בירושלים,≤100
44385426513,Greenpeace Israel   - גרינפיס ישראל,Greenpeace Israel   - גרינפיס ישראל,≤100
328994320630299,ממזרח שמש - בית מדרש למנהיגות חברתית,Kol Israel Haverim – Alliance,≤100
178433145502975,Avigdor Liberman - אביגדור ליברמן,Avigdor Liberman - אביגדור ליברמן,≤100
140536699429565,המכון למחקרי ביטחון לאומי,המכון למחקרי ביטחון לאומי,≤100
205544429526773,תג מאיר: אור במקום טרור,תג מאיר: אור במקום טרור,≤100
1419380035018737,אביחי בוארון,אביחי בוארון,≤100
138399090105076,הבנק החברתי למזון תינוקות,הבנק החברתי למזון תינוקות,≤100
114630296604026,"Davar - Workers, Society and Economy in Israel",דבר העובדים בארץ ישראל,≤100
767262423350854,פורום הדיור הציבורי,פורום הדיור הציבורי,≤100
103766122741406,ליאור איובי - לראשות המועצה האזורית שפיר,lior ayubi,≤100
1913755198907011,"המרכז הרפואי לטיפול בהשמנה - ד""ר רז",המרכז הרפואי לטיפול בהשמנה,≤100
107926607591864,זוּלת - לשוויון וזכויות אדם,זוּלת - לשוויון וזכויות אדם,≤100
