Page ID,Page name,Disclaimer,Amount spent (NZD)
92043134118,ACT,ACT,164
11870725774,Greenpeace Aotearoa,Greenpeace NZ,143
189782211062735,Environment Canterbury,Environment Canterbury,109
564453323744421,TOP - The Opportunities Party,TOP - The Opportunities Party,≤100
173912362663564,Electoral Commission NZ,Electoral Commission NZ,≤100
183355881680015,New Zealand National Party,New Zealand National Party,≤100
120703687692577,Mining Means Progress,Straterra Limited,≤100
104523225895525,Huihui Mai Greater Christchurch,Greater Christchurch Partnership,≤100
103881760966661,Gen Less,Energy Efficiency & Conservation Authority,≤100
111821841973226,We Belong Aotearoa,We Belong Aotearoa,≤100
667708756580711,Matt Doocey MP,Matt Doocey MP,≤100
1846207688941551,Ministry for the Environment,Ministry for the Environment,≤100
19648092895,Tearfund New Zealand,Tearfund New Zealand,≤100
175954932952,WWF New Zealand,WWF New Zealand,≤100
105534772373969,NZ News Essentials,NZ News Essentials,≤100
287120294684209,United Nations Women Aotearoa New Zealand,United Nations Women Aotearoa New Zealand,≤100
100870587966075,Make it 16 NZ,Make it 16 NZ,≤100
37547788323,UNICEF Aotearoa,UNICEF Aotearoa,≤100
103503756036187,Housing Survey: Residential Choices and Constraints,The University of Waikato,≤100
110909661534199,The Common Room NZ,The Common Room NZ,≤100
907976635895999,"Ministry of Business, Innovation and Employment","Ministry of Business, Innovation and Employment",≤100
23625700722,Oxfam,Oxfam Aotearoa,≤100
133987533297974,Metro Magazine NZ,Metro Magazine,≤100
196967540964595,Mindful Money,Mindful Money,≤100
403868133556427,Palestine Solidarity Network Aotearoa - PSNA,Palestine Solidarity Network Aotearoa,≤100
106080541073071,Matt Stock for Christchurch East,Matt Stock for Christchurch East,≤100
585595504882807,The Spinoff,These ads ran without a disclaimer,≤100
185590638873,NZHL Home Loans / Insurance,NZHL Home Loans / Insurance,≤100
109145321007464,Groundswell NZ,Groundswell NZ,≤100
465748424201568,The Hive NZ,The Hive NZ,≤100
641351882638282,Squirrel Financial Services,Squirrel Financial Services,≤100
1244770205593069,Matt King Northland,DemocracyNZ,≤100
137540437632,Forest & Bird,Forest & Bird,≤100
291373147558098,LIC,LIC,≤100
100372253091292,David Meades for ICC,David Meades for ICC,≤100
105681068874945,Ag Matters,New Zealand Agricultural Greenhouse Gas Research Centre,≤100
179853765497519,ADLS,ADLS,≤100
205639639594736,Socialist Equality Group - New Zealand,Socialist Equality Group - New Zealand,≤100
203953359629611,Voice For Life,Voice for Life,≤100
110207703668553,Sean Rush a little less conversation a little more ACTion,Sean Rush a little less conversation a little more ACTion,≤100
118450874564954,Striker - Charters,These ads ran without a disclaimer,≤100
102500959802535,World Vision New Zealand,World Vision New Zealand,≤100
1281262645251755,Hobson's Pledge,Hobson's Pledge,≤100
285779926080,VUWSA - Victoria University of Wellington Students' Association,VUWSA - Victoria University of Wellington Students' Association,≤100
106272155514053,Riley Chance,These ads ran without a disclaimer,≤100
157136240296,Marie Claire UK,These ads ran without a disclaimer,≤100
245094455536925,FOUR PAWS,These ads ran without a disclaimer,≤100
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,≤100
108372618612821,Rough Maps Culture,These ads ran without a disclaimer,≤100
7783116506,Animals Asia,These ads ran without a disclaimer,≤100
100305849167750,Born To Know,These ads ran without a disclaimer,≤100
570175473079180,国际特赦组织中文 Amnesty International Chinese,These ads ran without a disclaimer,≤100
