Page ID,Page name,Disclaimer,Amount spent (ZAR)
740116816003959,Western Cape Government,Western Cape Government,≤100
111455384155,Partners in Sexual Health,Hamlet Enrico Johannes,≤100
107169379305548,TLU SA,TLU SA,≤100
138389749578117,PEP,These ads ran without a disclaimer,≤100
6011868110,Democratic Alliance,Democratic Alliance,≤100
478479492268974,Sunday Times ZA,Sunday Times,≤100
106172744063430,The Daily Friend,The Daily Friend,≤100
105758608971668,Free Speech Union South Africa,Free Speech Union South Africa,≤100
181204251979581,NEASA,National Employers' Association of South Africa,≤100
187645864452,Vryheidsfront Plus / Freedom Front Plus,Vryheidsfront Plus / Freedom Front Plus,≤100
2145594122138312,Action Society,Action Society,≤100
217696894929887,FW de Klerk Foundation,FW de Klerk Foundation,≤100
136956534616,Times LIVE,TimesLIVE,≤100
379138726819,ACDP,African Christian Democratic Party,≤100
165246196904704,Sakeliga,Sakeliga,≤100
446648162438519,Thisisacumen,Acumen Media Management,≤100
109136451414156,Educate Don't Indoctrinate,Educate Don't Indocrinate,≤100
311936835992045,Dear South Africa,DearSA,≤100
141100792595323,Community Chest Durban,Gordon Mc Donald,≤100
209993115705942,Sable International,These ads ran without a disclaimer,≤100
100294166223749,infoinsync,These ads ran without a disclaimer,≤100
2273566356288325,Womanica Podcast,These ads ran without a disclaimer,≤100
