Page ID,Page name,Disclaimer,Amount spent (MXN)
116300981407455,Pulso Guinda,pulsoguinda.com,453
339369802936903,Ana Lilia Rivera Rivera,Ernesto Lopez Guerrero,381
104533761715047,Exclusivas Tlaxcala,EXCLUSIVAS TLAXCALA COMUNICACIÓN,285
106901138918730,México en Transformación,México en Transformación,275
56713285274,Greenpeace México,Greenpeace México,185
104800055232221,Electoralia,electoralia,159
264773293005,Marko Cortés,Marko Cortés,151
349638941884989,Ángelo Gutiérrez,Ángelo Gutiérrez,115
1088842861167560,Gilberto Flores Maldonado,Gilberto Flores Maldonado,106
105925314120759,Mario Bracamonte,Julián Reynoso Mazoy,103
350754135035979,Noticias El Pregonero,Felipe Meza Temoltzi,≤100
156639921819,Gii360,Gii360,≤100
312685741710,H. Ayuntamiento de Puebla,Ayuntamiento de Puebla,≤100
122404620204,Oxfam México,OXFAM MEXICO AC,≤100
181228948581076,Fernando Manzanilla Prieto,Fernando Manzanilla Prieto,≤100
105307235166074,Miriam Martínez Sánchez,Miriam Martínez Sánchez,≤100
264419680306008,Consejo de la Comunicación,Consejo de la Comunicación,≤100
285058928236909,Mauricio Vila,Mauricio Vila,≤100
133478060111915,CEMEX Impacto Social,CEMEX México,≤100
182252948625872,Los Rescatadores,"Refleacciona con Responsabilidad, A.C.",≤100
115452255131465,Alejandro Moreno Cárdenas,Alejandro Moreno Cárdenas,≤100
34767149008,Tecnológico de Monterrey,Tecnológico de Monterrey,≤100
110995168602495,Así se Informa,Asi se Informa,≤100
113696735321509,Pepe y Toño,Consejo de la Comunicación,≤100
108334872107207,El Noticioso de Occidente,El Noticioso de Occidente,≤100
123842270960929,Walmart de México y Centroamérica,Nueva Walmart de México SRL de CV,≤100
254852601222832,CEMEX México,CEMEX México,≤100
100557755099985,Convocatorias 2023,Convocatorias 2023,≤100
1854661781426401,Lilly Téllez,Lilly Téllez,≤100
315326555316183,Aurora Villeda Temoltzin,Areli Fortiz Morales,≤100
842599102419449,Gobierno del Estado de Campeche,Gobierno del Estado de Campeche,≤100
100327629549678,Transformando con Claudia,Transformando con Claudia,≤100
107479518820795,Corazón Guinda,corazonguinda.com,≤100
101671039450825,Noticias Sureste,Noticias Sureste,≤100
174058432636166,El Deforma,El Deforma,≤100
233462580874475,Gaceta News México,Gaceta News México,≤100
1452189031676518,Hyundai México,HYUNDAI MEXICO,≤100
112154506882378,La Contraparte,La Contraparte,≤100
105222757700821,Esto es México,estoesmexicomx.com,≤100
1545555582174942,TResearch,TResearch,≤100
660181064597929,Sr. Político,srpolitico.com,≤100
104878035898929,Requetemal,Resonancia Edo Mex,≤100
206579733449,Corona,These ads ran without a disclaimer,≤100
105179348735917,Gestoría Social para el Bienestar,Luis Felipe Benitez Gomez,≤100
115759524751786,Mujeres Con Claudia,Mariana Granados,≤100
110802201854701,El Norte de México,El Norte de México,≤100
109634395756375,Save the Children México,Save the Children México,≤100
100161226251964,El Centro Informativo,El Centro Informativo,≤100
387796290649,GNP Seguros,GNP Seguros,≤100
108819392526809,Partido Acción Nacional,Partido Acción Nacional,≤100
116142839763520,Fernando Sarur,These ads ran without a disclaimer,≤100
1753289634935846,Eventos  México,Eventos  México,≤100
114024430364416,YoXmx,Yoxmex,≤100
458859544909547,DICES,DICES,≤100
265938437673601,Yo Soy Mi Planeta,Yoxmex,≤100
100934207930403,Conversaciones,conversacionesmx.com,≤100
803041666459797,Enrique de la Madrid,Enrique de la Madrid,≤100
