Page ID,Page name,Disclaimer,Amount spent (PYG)
108246601026063,Derlis Rodríguez Diputado 2023,Derlis Manuel Rodríguez Baez,33905
105902187763083,Edgar A. Colmán - Ministro de la Juventud,Edgar Abdón Colmán Miranda,22018
325540631525675,En La Tecla,En la Tecla,19443
102266292553995,Sucia Política,Diego Ricardo Ramírez,18002
102467002671611,Jorge Heisecke,Jorge Heisecke,11435
1468570519872644,Santiago Peña,PRANA SA,11229
241512319274531,Sixto Pereira,Sixto Pereira,10669
517426394969535,Ricardo Canese,Ricardo Canese,3030
802326039966661,Paraguayo Cubas Colomés,These ads ran without a disclaimer,2533
114448232558658,Jorge Querey,Jorge Osvaldo Querey Rojas,2226
100265174952816,Cesarito Sosa,César Luis Sosa Fariña,1802
102887709202228,Pedro Mayor Martinez- Candidato a Senador,Antonio Morinigo,1129
1510805942583059,Norma Zarate de Monges,Norma Zarate,1108
109554841853881,Bernardo Barrios,Bernardo Barrios Samudio,1068
107558844100122,Pastor Filártiga,Pastor Filártiga,1050
1518537951510136,Sidinei Heinemann Zuse,Sidinei Heinemann Zuse,751
725834240910220,Noticiero Paraguay,Noticiero Paraguay,501
101557432041474,Levi Leguizamón,Levi Leguizamón,461
150741961754512,Mercedes Canese Antúnez,Mercedes Canese,440
388077265097651,Romualdo Bogado,Romualdo Bogado Quiñonez,364
107892591960886,Lorena Barrios Concejal Departamental,Lorena Barrios,289
104456201144006,Alba Oviedo,Alba Nieve Oviedo De Torres,256
141678063114851,Ruben Velazquez,Dalva Natividad Acosta Vallejos,230
518726648648192,Carlos Arrechea,Carlos Arrechea,227
181461032397199,Billy Vaesken,Billy Vaesken,227
613341488786700,Miguel Del Puerto,Miguel Angel Del Puerto Silva,154
101359268928132,Dr Juan Benitez,Juan Ramon Benitez Rios,137
1753251591598763,Dani Mujica,Celso Kevin Ramon Sánchez Florentin,107
255852854856739,"Marco Augusto Ferreira, Autor",Marco Augusto Ferreira Acuña,103
255852854856739,"Marco Augusto Ferreira, Autor",Marco Augusto Ferreira Acuña,103
1151984808290856,Hugo Portillo,Hugo Portillo,≤100
363306313879750,Marle Chispita Orue,Marlene Tatiana Orue Leon,≤100
106438588789107,Luis Palacios Intendente,Viviano Baez Gonzalez,≤100
1094373423935985,German Solinger,Grissel Zárate Sotelo,≤100
102527209215235,Viviane Olívia,These ads ran without a disclaimer,≤100
1743207422388410,Paraguay Vota,Pablo Benítez,≤100
430961180344844,EVER VILLALBA,Ever Federico Villalba Martinez,≤100
1441704549436832,Regina Rios,Regina Rios Irala,≤100
108982768685910,Cynthia Rios Candidata,Wilson Armoa,≤100
100566575581065,Ramón Montanía,Ramón Montania Fernandez,≤100
106008797475136,Nicolás Verón,Gilberto Nicolas Veron Benitez,≤100
106682318781403,Rafaela Guanes Senadora,Rafaela Guanes,≤100
