Page ID,Page name,Disclaimer,Amount spent (INR)
103704155350118,Gates Foundation India,The Bill & Melinda Gates Foundation,5334
54779960819,United Nations,United Nations with Facebook Ad Credits,3615
108366798238330,Haryana Affordable Housing Scheme,Arpit Mittal,3457
187668288312583,Otrivin,Haleon India,3374
294493857651676,Rahul Gandhi,Indian National Congress,3149
68793499001,UNICEF,UNICEF with Facebook Ad Credits,2850
21169267101,Give,Give,1226
298451310555,Volvo Car India,These ads ran without a disclaimer,1220
107395897271506,Kutumb,Swatantra Verma,999
108307082063210,Des Haryana Tv,Himanshu Saggi,960
805526169610318,Shubhashray Housing India,shubhashray housing india,876
106488915599597,Suryamani Maheshwari,INFINITE DESIGN LAB,795
1676597499240663,Chaubisi TV,These ads ran without a disclaimer,752
22390992794,Deepender Singh Hooda,Abhishek Bhadaoriya,750
574079826086251,Phir Ek Baar Modi Sarkar,phirekbaarmodisarkar.com,663
104516512296314,Kartik Sharma,Adv Tech,611
2016227035330751,Viral Sach,Viral Sach Online Media,592
105671775473178,Jan Suraaj,Jan Suraaj,565
104718025267304,Adore Prima,Arpit Mittal,545
100543192637806,N1 Live,Suraj Mukhi Sharma,470
100341472149543,Naveen Goyal,Shamsher Singh,383
1488581191158902,Conscious Planet,Isha outreach,338
109986065209042,Mera Apna Rahul,Mera Apna Rahul,326
694622163885355,Devender singh babli,Devender Singh Babli,309
1987488401557504,Mahathugbandhan - महाठगबंधन,Mahathugbandhan - महाठगबंधन,307
746568209028564,Dr. Basu Eye Hospital,Dr. Basu Eye Hospital,300
109888271582555,Be The Change For TB,Johnson & Johnson India Private Limited,298
2073183832762291,Meri Neta - Priyanka Gandhi,Jitender Kumar Bhardwaj,251
1108242266050014,Mohan Lal,Kanav Kathuria,249
537021156329658,Sukhbir Singh Jaunapuria,Pankaj Sharma,247
107377891768160,CanWinn Foundation,Aman Sharma,226
181272722632311,Vipul Shah,Big Boys Consulting Private Limited,210
764865110238987,Varinder Shah - Bulle Shah,Big Boys Consulting Private Limited,208
132689140088396,smilefoundation,Smile Foundation,203
132480390432415,Jindal Stainless Solutions,Chariot Media,193
107662551383404,Adore happy homes Pride,Aggarwal Buildtech,190
101713962007976,Amrit Mahotsav,Amrit Mahotsav,179
544721985576852,"Tourism Department, Government of West Bengal",Digital Abhiyan,168
224618077692752,Sanjay Tandon,Saraansh Tandon,156
103782051383159,School of Politics,School of Politics,136
523121567889527,Jitender Kumar Bhardwaj,Jitender Kumar Bhardwaj,135
922534064468145,Capt. Meenu Beniwal,Jasvinder,130
103760102031014,Rajeshwar Singh,Pragya Net Technology,125
