Page ID,Page name,Disclaimer,Amount spent (ISK)
737169626371453,Heimildin,Stundin,576
607573825973006,LÍS - Landssamtök íslenskra stúdenta,Landssamtök Íslenskra Stúdenta,≤100
573559522797177,Flokkur fólksins,Flokkur Fólksins,≤100
128854307193614,Landsvirkjun,Landsvirkjun,≤100
430089884101936,Þingflokkur Pírata,Þingflokkur Pírata,≤100
154893001218870,ADHD samtökin,ADHD samtökin,≤100
106979180938014,Samstöðin,Samstöðin ehf,≤100
165630723862615,Andríki,Andríki,≤100
509866436098947,Sabine Leskopf,Sabine Leskopf,≤100
626846780726124,Viðreisn,Viðreisn,≤100
