Page ID,Page name,Disclaimer,Amount spent (CAD)
625254780822339,CUPE Manitoba,CUPE MB,531
109222605784972,TekSavvy Solutions Inc.,TekSavvy Solutions Inc.,403
111064284385333,Notjustajob.ca,NotJustAJob.ca,308
163336718421,PSAC - AFPC,PSAC - AFPC,259
177004795666755,Manitoba Government,Manitoba Government,258
115835521825983,UNHCR Canada,UNHCR Canada,214
1391594234280994,"Liquor, Gaming and Cannabis Authority of Manitoba","Liquor, Gaming and Cannabis Authority of Manitoba",163
179726942700557,Manitoba Health Coalition - MHC,Manitoba Health Coalition,157
254985577276,Humanitarian Coalition/ Coalition Humanitaire,Humanitarian Coalition/ Coalition Humanitaire,114
6319213302,Heart & Stroke,Heart & Stroke,≤100
99838903265,CPAWS Manitoba,CPAWS Manitoba,≤100
113297740077607,Canadian Energy Centre,Canadian Energy Centre,≤100
110298731950020,Branden Leslie for Portage-Lisgar,Branden Leslie Campaign,≤100
172145722975250,PressProgress,PressProgress,≤100
112554280322795,Kivalliq Hydro-Fibre Link,Kivalliq Hydro-Fibre Link,≤100
394745970602999,The Council of Canadians,The Council of Canadians,≤100
261752512263,Canadian Red Cross,Canadian Red Cross,≤100
104128641336287,Indigenous Resource Network,Indigenous Resource Network,≤100
139019864276,Oxfam Canada,Oxfam Canada,≤100
1097840090260804,National Police Federation,National Police Federation,≤100
27234020592,UNICEF Canada,UNICEF Canada,≤100
197337921788,Dying With Dignity Canada,Dying With Dignity Canada,≤100
1876748445895294,Canadians for Affordable Energy,Canadians for Affordable Energy,≤100
1694706720796851,Manitoba Pork,Manitoba Pork Council,≤100
336963316348550,Ucore Rare Metals Inc.,Ucore Rare Metals Inc.,≤100
117109432079,CAMH Foundation,CAMH Foundation,≤100
5661704203,Conservative Party of Canada - Parti conservateur du Canada,Conservative Party of Canada - Parti conservateur du Canada,≤100
184856436064,Canadian Centre for Child Protection,Canadian Centre for Child Protection,≤100
901776976544599,RBC Wealth Management,RBC Wealth Management,≤100
250592478295316,C2C Journal,C2C Journal,≤100
6095483909,Canadian Taxpayers Federation,Canadian Taxpayers Federation,≤100
5794733873,David Suzuki Foundation,David Suzuki Foundation,≤100
107385241806,Plan International Canada,Plan International Canada,≤100
263417217038472,Forest Products Association of Canada,Forest Products Association of Canada,≤100
19750184960,Greenpeace Canada,Greenpeace Canada,≤100
103947395932025,mstrishaaa,Trish Tsui Ting Ting Yeung,≤100
652812671407912,Selam Debs,Selam Debs,≤100
114849617772737,Care2 Canada,Press Pause Collective,≤100
110179134502701,The Healthy Ecologies and Lifestyles Lab,Simon Fraser University,≤100
190502667652613,Canada’s NDP / Le NPD du Canada,Canada’s NDP / Le NPD du Canada,≤100
107670711947328,Only One CA,"Only One, Inc.",≤100
106360778489053,Fuelling Canada,Canadian Gas Association,≤100
281999881613,World Vision Canada,World Vision Canada,≤100
