Page ID,Page name,Disclaimer,Amount spent (VND)
105845511087981,TRUYỀN HÌNH AN VIÊN,TRUYỀN HÌNH AN VIÊN,7453
117399794624246,Đầu Tư Thông Minh,These ads ran without a disclaimer,5994
101071576108959,An Viên Hà Nội - Chuyên Khoa Suy Giãn Tĩnh Mạch Hàng Đầu Việt Nam,These ads ran without a disclaimer,5474
111831663772285,BOMvn,BOMvn,4952
109432751532773,Lương Y Phạm Văn Thanh 166 Hàm Nghi Lào Cai,These ads ran without a disclaimer,4207
104640271243082,Bách Hóa Ăn Dặm,Bách Hóa Ăn Dặm,1553
919479674872321,Báo Nghệ An,Báo Nghệ An,631
1635246696802970,Tuyển sinh trong nước và lao động,These ads ran without a disclaimer,386
101865258169428,ĐEN Secondhand,ĐEN Secondhand,241
105062615490802,Thượng Tọa Thích Đức Thiện,Thượng Tọa Thích Đức Thiện,188
17043549797,MIT Technology Review,These ads ran without a disclaimer,≤100
100538306165371,Chìa Khóa Dẫn Đến Thành Công,These ads ran without a disclaimer,≤100
423670114403144,Trending in China,These ads ran without a disclaimer,≤100
