Page ID,Page name,Disclaimer,Amount spent (DKK)
350495955072656,Klimabevægelsen i Danmark,Klimabevægelsen i Danmark,3817
1677055535924085,Røgfri Fremtid,Røgfri Fremtid,3716
38507331439,Danmarks Naturfredningsforening,Danmarks Naturfredningsforening,3256
1507997959501973,Landbrug & Fødevarer,Landbrug & Fødevarer,2819
399210657232918,PlanBørnefonden,PlanBørnefonden,2334
72672361910,Børns Vilkår,Børns Vilkår,2053
55365680705,Greenpeace Danmark,Greenpeace Danmark,1815
250994288337708,Sex og Samfund,Sex og Samfund,1704
26458152911,SOS Børnebyerne,SOS Børnebyerne,1398
12860228293,Politiken,Politiken,1365
20303574131,Nationalmuseet,Nationalmuseet,1359
65929129383,Røde Kors,Røde Kors,1203
116269191760882,DSB,DSB,1101
153151900930,Ungdommens Røde Kors,Ungdommens Røde Kors,1090
12787473132,Berlingske,Berlingske,1077
154415494575789,IDA,IDA,1039
5624899398,Mellemfolkeligt Samvirke,Mellemfolkeligt Samvirke,1039
99632942471,Læger uden Grænser (MSF),Læger uden Grænser (MSF),1030
122074554119,EU Social,EU Social,954
132344416862423,FOA,FOA,852
748887235210811,Obton Forvaltning A/S,Obton Forvaltning A/S,836
867877683280051,Weekendavisen,Weekendavisen,792
155596147784577,WWF Verdensnaturfonden,WWF Verdensnaturfonden,775
110321008383861,Red Barnets landsindsamling,Red Barnet,681
671022293105597,Alex Vanopslagh,Alex Vanopslagh,673
337166195327,BRYD TAVSHEDEN,BRYD TAVSHEDEN,634
116227401722605,Dansk Flygtningehjælp,Dansk Flygtningehjælp,608
121570596369,CARE Danmark,CARE i Danmark,605
110560691837684,SolCompagniet,SolCompagniet,430
202627126417910,TAXA 4x35,Sammenslutningen Taxa 4x35,411
144965885963,Oxfam IBIS - Sammen mod ulighed,Oxfam Danmark,398
133707013355759,Danner,Danner,390
100423681446198,Virksomhedsguiden,Erhvervsstyrelsen,389
304554445813,Videncentret Bolius,Videncentret Bolius,380
369336273158091,Land of Hope,Land of Hope,356
102154048301476,Lederstof.dk,Lederne,287
200709746630443,Dyrenes Beskyttelse,Dyrenes Beskyttelse,275
95141502089,Økonomisk Ugebrev,Økonomisk Ugebrev,237
261599053881378,Fagbevægelsens Hovedorganisation,Fagbevægelsens Hovedorganisation,221
105511328705392,HØRT,These ads ran without a disclaimer,219
748887235210811,Obton Forvaltning A/S,Obton A/S,218
109012749124622,3F - Gør dig stærkere.,3F - Danmarks Stærkeste Fagforening,212
359674067377201,BUPL,BUPL,211
104414898912918,GOTO Sønderborg,GOTO Sønderborg,210
169918310823,Foreningen Spiseforstyrrelser og Selvskade,Foreningen Spiseforstyrrelser og Selvskade,210
529124290474705,Nikolaj Villumsen,Enhedslisten,201
130388840342741,Danske Bank,Danske Bank,194
246977185497434,Plastic Change,Plastic Change,190
287306323369,Børnecancerfonden,Børnecancerfonden,189
146458868730806,ROSE - Dansk kylling siden 1952,HKScan Denmark A/S,187
304554445813,Videncentret Bolius,Bolius,186
111561545539837,Krigsmuseet,Krigsmuseet,160
126543540781090,Ældre Sagen,Ældre Sagen,136
1653030171620285,Wefood,Folkekirkens Nødhjælp,133
67571270393,Red Barnet,Red Barnet,127
1684646181850363,TjekDet,TjekDet,124
356520931077196,Europabevægelsen,Europabevægelsen,123
437410226312057,Københavns Kommune,Københavns Kommune,121
105511328705392,HØRT,Børns Vilkår,120
1704424023182897,Politiken Historie,Politiken Historie,113
138978072648,Dansk Vegetarisk Forening - DVF,Dansk Vegetarisk Forening - DVF,107
1724068710936501,Anja C Jensen,HK Danmark,102
257480614286065,Den Sorte Diamant - Det Kgl. Bibliotek,Det Kgl. Bibliotek,102
186645960378,Danwatch,Danwatch,≤100
246097715413231,Alkohol & Samfund,Alkohol & Samfund,≤100
314676938743,DM din akademiske fagforening,DM,≤100
125934997444897,SuperBrugsen,Coop,≤100
2010575662394686,NKT,These ads ran without a disclaimer,≤100
194452460650048,Global Aktion,Global Aktion,≤100
167887506877,AIDS-Fondet,AIDS-Fondet,≤100
459641371068935,Forenet Kredit,Forenet Kredit,≤100
36664432940,Amnesty International Danmark,Amnesty International Danmark,≤100
520449347983427,Dansk Folkeparti,Dansk Folkeparti,≤100
314301147507,Astma-Allergi Danmark,Astma-Allergi Danmark,≤100
276757269200305,Statens Kunstfond,These ads ran without a disclaimer,≤100
264009771074617,Niels Fuglsang,Niels Fuglsang,≤100
115737371820702,DEO - Demokrati i Europa,DEO - Demokrati i Europa Oplysningsforbundet,≤100
123114457761430,Valby Lokaludvalg,Valby Lokaludvalg,≤100
618622644865783,Arbejdstilsynet,These ads ran without a disclaimer,≤100
217135424459,Karen Blixen Museum,Karen Blixen Museum,≤100
657491824390744,Spring Copenhagen,Spring Copenhagen,≤100
111474633945760,Anders Storgaard,Anders Storgaard,≤100
141343589252160,Dansk Industri - DI,Dansk Industri,≤100
144098125661833,Nordea Invest,Nordea Invest,≤100
1405355586351630,Carlsbergfondet,Carlsbergfondet,≤100
334571029981175,DM og MA studerende,DM,≤100
128700897207990,Europa-Parlamentet i Danmark,Europa-Parlamentet i Danmark,≤100
1522666927799763,BCG in Denmark,Boston Consulting Group,≤100
74796954245,SF,SF,≤100
183887801641951,Verdens Skove,Verdens Skove,≤100
852608988134698,Tikko,Tikko,≤100
517462625009133,Folketinget,Folketinget,≤100
539499306164724,Race Club,These ads ran without a disclaimer,≤100
501413603534541,Bevar Ukraine,These ads ran without a disclaimer,≤100
