Page ID,Page name,Disclaimer,Amount spent (ILS)
107796574338168,אמיר ברוט,אמיר ברוט,803
103624452596775,קידר פינגולד - לראשות המועצה האזורית יואב,יוניק מדיה,418
546024288762312,"ד""ר יחיאל לסרי",עיריית אשדוד,251
103907495935157,צו חירום,צו חירום,191
113410581644966,אורית גוטמן,אורית גוטמן,180
113789568181754,איציק דנינו - ראש העיר שלי,איציק דנינו,148
977353718949028,מיקי זוהר-  Micki Zohar,ח״כ מיקי זוהר  Micki Zohar,146
204780362875106,מקור ראשון,מקור ראשון,144
107701748905637,באהבה ליהודי אוקראינה,הרב הראשי לאוקראינה משה ראובן אסמן,136
222479034969365,אדיר נעמן ראש מועצה אזורית שפיר,אדיר נעמן ראש מועצה אזורית שפיר,131
1534418936869034,אתר החדשות דבר,אתר החדשות דבר,129
256244498134186,אגף הביטחון - משרד ראש הממשלה,אגף הביטחון - משרד ראש הממשלה,123
1915868198652314,האם ראית את האופק לאחרונה?,האם ראית את האופק לאחרונה?,104
128641160502301,גלובס - Globes,גלובס - Globes,≤100
132107110817900,"מרכז הנדל""ן","מרכז הנדל""ן",≤100
107836625941364,Yair Lapid - יאיר לפיד,מפלגת יש עתיד,≤100
249479152534875,Kfir Swisa - כפיר סויסה,Kfir Swisa,≤100
172002696179214,דודו קוכמן לראשות המועצה האזורית יואב,דודו קוכמן,≤100
117581211636979,קול רבני לזכויות אדם,שומרי משפט - רבנים למען זכויות אדם,≤100
141721971504,Histadrut - ההסתדרות החדשה,Histadrut - ההסתדרות החדשה,≤100
116311335054069,My Israel | ישראל שלי,My Israel | ישראל שלי,≤100
108037760571199,הקונגרס הישראלי,הקונגרס הישראלי,≤100
109523830757998,דמוקרטtv,דרכנו,≤100
178433145502975,Avigdor Liberman - אביגדור ליברמן,ישראל ביתנו,≤100
591336644556900,יגאל וינברגר - Igal Winbereger,יגאל וינברגר - Igal Winbereger,≤100
305986442906304,סלע מאיר הוצאה לאור,סלע מאיר דיגיטל,≤100
337591096309750,Embassy of Ukraine in the State of Israel,Embassy of Ukraine in the State of Israel,≤100
100978407934166,תנועה ישראלית,Israeli Movement,≤100
1616620351898508,Адвокат Варша • Иммиграция • Рабочая виза в Израиле • Воссоединение семьи,"משרד עו""ד תומר ורשה",≤100
134252303927914,Майкл Мур - מייקל מור,Майкл Мур - מייקל מור,≤100
106136394376777,Idan Yakov,Rama Yarimi,≤100
108787681841168,רישיון נשק בקליק,Michael Michel Levi,≤100
459417850833256,עיריית קרית גת - העמוד הרשמי,עיריית קרית גת,≤100
172654247853282,Shenhav musanbar,Shenhav Musanbar,≤100
140536699429565,המכון למחקרי ביטחון לאומי,המכון למחקרי ביטחון לאומי,≤100
250947744954005,התנועה הקיבוצית,התנועה הקיבוצית,≤100
121181764576038,ORT Israel - אורט ישראל,ORT Israel - אורט ישראל,≤100
114355804884727,רונן דגמי לראשות המועצה האזורית יואב,digibird,≤100
103183301914371,כוח של אמא,Nataly Milner,≤100
428948830813584,"מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן","מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן",≤100
358391697641207,מחוז דרום - לשכת עורכי הדין,מחוז דרום - לשכת עורכי הדין,≤100
124395890927240,הקרן החדשה לישראל,הקרן החדשה לישראל,≤100
1913755198907011,"המרכז הרפואי לטיפול בהשמנה - ד""ר רז",המרכז הרפואי לטיפול בהשמנה,≤100
143563882388180,עיריית אשקלון,עיריית אשקלון,≤100
162089177185799,התאחדות התעשיינים בישראל,התאחדות התעשיינים בישראל,≤100
263337740379308,Ran Rahav,Ran Rahav Communications & Public Relations LTD,≤100
159416337497662,Nir Barkat - ניר ברקת,Nir Barkat - ניר ברקת,≤100
161804953943328,Яир Лапид,יש עתיד - בראשות יאיר לפיד,≤100
106285879037393,אודי דניאלי לראשות מועצת באר טוביה,Yogev Triki,≤100
221429664638160,קדמה,קדמה,≤100
493870400705407,"ד""ר אלי לחמני","ד""ר אלי לחמני",≤100
116194014677604,עופר סלע. ממשיכים את התנופה ביואב,Ofer Sela,≤100
127447887317998,מועצה אזורית בני שמעון,מועצה אזורית בני שמעון,≤100
1822651321364643,121 - מנוע לשינוי חברתי,121 - מנוע לשינוי חברתי,≤100
104743111658191,Ron Ben Shushan,רון בן שושן,≤100
604890186681585,מור ויצמן,Mor Weitzman,≤100
790149967713981,דרכנו,דרכנו,≤100
1160881603976024,מס אמת לרכב עבודה,מס אמת לרכב עבודה,≤100
158195257562237,מיכאל לייטמן,"בני ברוך קבלה לעם ע""ר",≤100
558702227875758,רוני רימון,רוני רימון,≤100
57400032655,קבלה לעם,"בני ברוך קבלה לעם ע""ר",≤100
210968782252395,פתחון לב,פתחון לב,≤100
1392138171047822,"ארגון נכי צה""ל","ארגון נכי צה""ל",≤100
111919847028684,שומרים - המרכז לתקשורת ודמוקרטיה,שומרים - המרכז לתקשורת ודמוקרטיה,≤100
33942762466,Shalom Hartman Institute מכון שלום הרטמן,Shalom Hartman Institute - מכון שלום הרטמן,≤100
426502237384307,מפלגת יש עתיד,מפלגת יש עתיד,≤100
220045128798930,"עו""ד ידידיה בלומהוף - תביעות משרד הביטחון",משרד עורכי דין ידידיה בלומהוף,≤100
100585238528895,לובי המיליון,One Million Lobby לובי המיליון,≤100
104728241521436,האגודה לתרבות הדיור,האגודה לתרבות הדיור,≤100
