Page ID,Page name,Disclaimer,Amount spent (DKK)
1677055535924085,Røgfri Fremtid,Røgfri Fremtid,≤100
26458152911,SOS Børnebyerne,SOS Børnebyerne,≤100
220361474643059,Arla,Arla,≤100
1643818125897989,Fonden Novavi,Fonden Novavi,≤100
399210657232918,PlanBørnefonden,PlanBørnefonden,≤100
59143726810,Psykiatrifonden,Psykiatrifonden,≤100
65929129383,Røde Kors,Røde Kors,≤100
276145368333,Bedre Psykiatri - Landsforeningen for pårørende,Bedre Psykiatri - Landsforeningen for pårørende,≤100
633648073469576,Folketingets EU-Oplysning,Folketingets EU-Oplysning,≤100
105511328705392,HØRT,Børns Vilkår,≤100
200709746630443,Dyrenes Beskyttelse,Dyrenes Beskyttelse,≤100
427213910721659,Dansk Blindesamfund,Dansk Blindesamfund,≤100
350495955072656,Klimabevægelsen i Danmark,Klimabevægelsen i Danmark,≤100
100416662311928,Vid&Sans,Tore Bonnerup,≤100
77420716648,Energiselskabet Natur-Energi,These ads ran without a disclaimer,≤100
106355174776321,Christian Budde,Christian Opstrup-Privat,≤100
95141502089,Økonomisk Ugebrev,Økonomisk Ugebrev,≤100
5624899398,Mellemfolkeligt Samvirke,Mellemfolkeligt Samvirke,≤100
