Page ID,Page name,Disclaimer,Amount spent (ZAR)
2215254718532346,Democratic Alliance - Northern Areas,Democratic Alliance,104
136956534616,Times LIVE,TimesLIVE,≤100
195909420099,Solidariteit,Solidariteit,≤100
123971017684407,HeraldLIVE - Nelson Mandela Bay,HeraldLIVE,≤100
1742410059361710,AwakeMzansi,Awake Mzansi,≤100
107169379305548,TLU SA,TLU SA,≤100
478479492268974,Sunday Times ZA,Sunday Times,≤100
6011868110,Democratic Alliance,Democratic Alliance,≤100
116657351312927,Pledge To Vote SA,Pledge to Vote,≤100
1195567760528973,Ward 3 - Nelson Mandela Bay,Democratic Alliance,≤100
100558052310108,Ward 40 - Nelson Mandela Bay,Democratic Alliance,≤100
1184931598279381,Ward 1- Nelson Mandela Bay,Democratic Alliance,≤100
1414011178643612,Ward 6 - Nelson Mandela Bay,Democratic Alliance,≤100
100711572039192,Ward 8 DA Councillor - Gustav Rautenbach,Democratic Alliance,≤100
181204251979581,NEASA,National Employers' Association of South Africa,≤100
1559519440983416,Ward 2 - Nelson Mandela Bay,Democratic Alliance,≤100
187645864452,Vryheidsfront Plus / Freedom Front Plus,Vryheidsfront Plus / Freedom Front Plus,≤100
119736861394881,Financial Mail,BusinessLIVE,≤100
2145594122138312,Action Society,Action Society,≤100
106172744063430,The Daily Friend,The Daily Friend,≤100
105758608971668,Free Speech Union South Africa,Free Speech Union South Africa,≤100
208689879164310,ANC KwaZulu-Natal,Mfanelo Magwaza,≤100
134187920103120,Dr. J. Reid (Neurologist),Johan Reid,≤100
794336640617861,Cyril Ramaphosa Foundation,Cyril Ramaphosa Foundation,≤100
109136451414156,Educate Don't Indoctrinate,Educate Don't Indocrinate,≤100
112315630440653,Cape Independence Advocacy Group,Cape Independence Advocacy Group,≤100
614441158766955,Vote Dr Sipho P. Malapane And The Independent Campaign 2024,Sipho Pienaar Malapane,≤100
108096858922548,The People's Movement,The People's Movement,≤100
1271402709601865,HEALA,HEALA,≤100
1613030308842801,Democratic Alliance Western Cape,Democratic Alliance,≤100
217696894929887,FW de Klerk Foundation,FW de Klerk Foundation,≤100
106701185163801,Your Hacks Spot,These ads ran without a disclaimer,≤100
108061471650955,SoluTec,These ads ran without a disclaimer,≤100
146822255731958,Fast Travel Games,These ads ran without a disclaimer,≤100
156279764411149,Times Higher Education,These ads ran without a disclaimer,≤100
184197442480974,Conservation Frontlines,These ads ran without a disclaimer,≤100
103758175481105,IOC Motorsport Intelligent Green City,These ads ran without a disclaimer,≤100
