Page ID,Page name,Disclaimer,Amount spent (INR)
104211439033799,Jagane Kavali,Jagane Kavali,26635
327120054405346,Jagananna ki Thoduga,Jagan Anna ki Thoduga,13160
101284456085904,Team Jagananna,Team Jagananna,6908
105209472211637,Voice of Andhra,Voice of Andhra,2334
82770185952,Bisleri,These ads ran without a disclaimer,2011
102976016109737,AP With Lokesh,Politics for Impact,1771
123405501008524,Mercedes-Benz India,Mercedes-Benz India,1563
104211439033799,Jagane Kavali,These ads ran without a disclaimer,1433
111560924353656,Swetha Reddy,Rajendra Reddy Bhuvanagiri,1101
106822042373219,BC Raavaali - AP Maaraali,Digital Wala Company,1002
106461617679070,Meta,Facebook Inc.,943
634229723611650,Yuva Galam,Showtime Consulting,877
293643854505886,Dr. C. Somasekhara Reddy,Chakradhara Reddy Chinthapanti,848
106096349113475,AP NextGen Politics,Digital Wala Company,826
174283119250672,Bal Raksha Bharat,Bal Raksha Bharat,764
100330656046490,Team Pedda Reddy,Tamma Prudhvi Reddy,759
110834131975270,Namburu sankar rao,Dasari Yugandhar Nag,739
107395897271506,Kutumb,Swatantra Verma,585
21169267101,Give,Give,514
110181851254257,Shaik sajeela,Shaik sajeela,506
111921525190110,Jayaho BC,Digital Wala Company,502
854749571366180,Silpa Ravi Reddy,Ravi Chandra Kishore Reddy Singareddy,491
103441918090022,RCY For Youth,Digital Wala Company,491
106240464785356,Anna Rambabu,Vutla Vinod,476
404746486258732,Project Nanhi Kali,Project Nanhi Kali,467
411129449009589,K.C. Venugopal,K.C. Venugopal,465
590060054432419,Saragadam Chinna Appala Naidu,Venkata Naresh Saragadam,453
1331545046906640,Gottumukkala Venkateshwara Rao,Venkateswar Rao Gottumukkala,448
153891144797146,Uttam Kumar Reddy,Ashutosh Mishra,440
107334185444129,Charitism Global,Charitism Global,399
100439596105737,CBN AGAIN,Showtime Consulting,392
106821062302184,Chakradhara Reddy Kothakota,Chakradhara Reddy Chinthapanti,362
552159824873262,Kethireddy M.L.A,Venkata Krishna Reddy Kethireddy,353
138323482894268,Taruni,Taruni,346
30290552843,Greenpeace India,Greenpeace Environment Trust,313
110620591827233,Heerapuram Fayaz Basha,Vinay Babu Nandam,255
102718752336188,Rayapureddy Krishna,Krishna Rayapureddy,210
104516512296314,Kartikeya Sharma,Kartikeya Sharma,201
125993630420829,Chelluboina Srinivasa Rao,Sunraise Solutions,199
104352017847238,Discover Ananthapuram,Anandpurgogula Anil Kumar,192
206810882806875,Samvada ಸಂವಾದ,Samvada ಸಂವಾದ,187
562425824148518,Dr Padmalatha Anusuri,Thulasiram Banduchode,184
