Page ID,Page name,Disclaimer,Amount spent (CAD)
113246738704586,Northern Territories Federation of Labour,Northern Territories Federation of Labour,≤100
168106993245736,Canada Post,Canada Post,≤100
303473312998028,FedEx,FedEx,≤100
263417217038472,Forest Products Association of Canada,Forest Products Association of Canada,≤100
901776976544599,RBC Wealth Management,RBC Wealth Management,≤100
1631963700446342,CheckUpProject,Anthony Christian Romito,≤100
118040041222760,Juan Luis Garrido,Juan Luis Garrido,≤100
6319213302,Heart & Stroke,Heart & Stroke,≤100
510183342342621,Bell MTS,Lavanya Rajaian,≤100
1097840090260804,National Police Federation,National Police Federation,≤100
202220023130891,Bell Canada,Bell Canada,≤100
103223222015913,Nowly,nowly,≤100
254985577276,Humanitarian Coalition/ Coalition Humanitaire,Humanitarian Coalition/ Coalition Humanitaire,≤100
123235041462,The Fraser Institute,Fraser Institute,≤100
1589839557920915,National Disability Credit Alliance,National Disability Credit Alliance,≤100
243795232247,Mennonite Central Committee - MCC,Mennonite Central Committee - MCC,≤100
281999881613,World Vision Canada,World Vision Canada,≤100
27234020592,UNICEF Canada,UNICEF Canada,≤100
107424984239,Société pour la nature et les parcs - SNAP Québec,Société pour la nature et les parcs - SNAP Québec,≤100
100999094747422,Land Needs Guardians,Land Needs Guardians,≤100
111404328067824,Friends of Land Use Planning,Friends of Land Use Planning,≤100
608578919186659,World Vision International,World Vision International,≤100
213671857639,BCGEU,BC General Employees' Union,≤100
105288666168351,SOS Children's Villages Canada,SOS Children's Villages Canada,≤100
677025145982250,Commissioner of Canada Elections,Commissioner of Canada Elections,≤100
123192334108431,Can News,These ads ran without a disclaimer,≤100
169042736456594,All Out,ConnectAd,≤100
112640875074031,Mediaplanet Stories Canada,Mediaplanet Stories Canada,≤100
171838976178751,Canadian Women's Foundation,Canadian Women's Foundation,≤100
13647781428,Youth Challenge International,Youth Challenge International,≤100
189141609842,Ville de Gatineau,Ville de Gatineau,≤100
105234855658630,Charles Ozzoude,Charles Chisom Ozzoude,≤100
144739965614660,CIJA,CIJA,≤100
115835521825983,UNHCR Canada,UNHCR Canada,≤100
1522162571382952,Oceana Canada,Oceana Canada,≤100
24235835555,Kids Help Phone,Kids Help Phone,≤100
5661704203,Conservative Party of Canada - Parti conservateur du Canada,Conservative Party of Canada - Parti conservateur du Canada,≤100
107385241806,Plan International Canada,Plan International Canada,≤100
208067655942289,Postes Canada,Canada Post,≤100
198789580154483,Project Democracy,Project Democracy,≤100
139019864276,Oxfam Canada,Oxfam Canada,≤100
186266941387011,BMO Financial Group,BMO Financial Group,≤100
53321777320,Coeur + AVC,Coeur + AVC,≤100
85291563763,ICNA Relief Canada,ICNA Relief Canada,≤100
261752512263,Canadian Red Cross,Canadian Red Cross,≤100
121222984568561,Amnesty International Canada,Amnesty International Canada,≤100
104280449040540,Climate Recentered,Climate Recentered,≤100
138482239524787,Canada Foundation for Innovation,Canada Foundation for Innovation,≤100
103655764654302,Indigenous Leadership Initiative,The Indigenous Leadership Initiative,≤100
148668741848610,JSpaceCanada,Press Pause Collective,≤100
136772905237,Historica Canada,Historica Canada,≤100
102431099842674,Kerry-Lynne D Findlay,Kerry-Lynne D Findlay,≤100
190035081047277,International Fellowship of Christians and Jews of Canada,International Fellowship of Christians and Jews of Canada,≤100
6095483909,Canadian Taxpayers Federation,Canadian Taxpayers Federation,≤100
111231197686977,The Breach,The Breach,≤100
103805636333615,Quality Canadian Milk - Lait canadien de qualité,Quality Canadian Milk - Lait canadien de qualité,≤100
267023623933372,Endangered Ecosystems Alliance,Endangered Ecosystems Alliance,≤100
674109146110155,Debunk Inc,Debunk Inc,≤100
21751825648,Justin Trudeau,Liberal Party of Canada | Parti libéral du Canada,≤100
1671097993122619,Children Believe,Children Believe,≤100
104321259649840,CATIE,CATIE,≤100
685839561442324,Tim S. Uppal,Tim S. Uppal,≤100
177681485609462,Radio-Canada,Radio-Canada,≤100
105754167560390,Ekō Canada,Ekō,≤100
572892516092329,"Yvan Baker, MP","Yvan Baker, MP",≤100
1968451243484787,Brad Redekopp MP,Brad Redekopp MP,≤100
80851911931,Canadian Civil Liberties Association,Canadian Civil Liberties Association,≤100
1538230646323033,SecondStreet.org,SecondStreet.org,≤100
102051553222110,Canadian Federation of Nurses Unions,Canadian Federation of Nurses Unions,≤100
102641588585816,Victoria Rumble Room,JOHNY 0 JURICIC,≤100
180862678644381,Ontario NDP,Ontario NDP,≤100
106379514455593,Paramount Digital Agency,Yasmina Tabbal,≤100
367171987944,Teamsters Canada,Teamsters Canada,≤100
184906186150,The Toronto Star,The Toronto Star,≤100
