Page ID,Page name,Disclaimer,Amount spent (PYG)
153958777947957,Paulo Reichardt,Paulo Reichardt,532783
1468570519872644,Santiago Peña,PRANA SA,208184
196599783696918,Efrain Alegre,Comunicá,50458
532716330164048,Sole Núñez,PautaPY,50111
101684376194219,Se Van Paraguay,Solucionet Global,45640
102917519228790,Bruno Defelippe,PautaPY,36658
110447625137045,Pilar Callizo,PautaPY,26995
109626041763537,Natalicio Chase,Global Agencia,21241
532716330164048,Sole Núñez,Sole Núñez,19967
105249395726210,Edgar Leite Resquin,Edgar Trinidad Leite Resquin,19858
102467002671611,Jorge Heisecke,Jorge Heisecke,18556
241512319274531,Sixto Pereira,Sixto Pereira,17575
266016903502005,Senador Carlos Gómez Zelada,Senador Carlos Gómez Zelada,11392
100617802815343,Orlando Penner Senador 2023,Orlando Penner Senador 2023,10840
118776213294753,Atenil Paraguay,Atenil Paraguay,7649
272098156231873,Diario HOY Paraguay,Diario HOY Paraguay,7179
100445112671378,Fernando Camacho Senador 2023,Fernando Camacho Senador 2023,7179
161156667809582,Leo Rubin,Leo Rubín,7179
283132325082901,Esperanza Martínez,Esperanza Martinez De Portillo,6456
647864758888200,Seba Garcia,Sebastian Garcia,5834
517426394969535,Ricardo Canese,Ricardo Canese,3202
110060281794994,Luis Talavera Alegre - Presidente 2023,José Emanuel Ruiz Díaz Bogado,3139
114061877001545,Víctor Pecci,Esencia News SA,2923
1608625919447826,Blanca Ovelar Senadora Nacional,Blanca Ovelar Senadora Nacional,2773
2158618391031667,Najeeb Amado,Najeeb Amado,2637
106779001870381,Paulina Villanueva Senadora 2023-2028,Eusebio Villanueva,2372
100188219465134,Senador Derlis Osorio,Senador Derlis Osorio,2216
107378775349679,Rolando Alvarez Spinassi,Rolando Alvarez Spinassi,2002
107956328706667,Sary Helman Diputada,Fabiana Marlene Cañete Helman,1964
196406677113756,Rafael Filizzola,Comunicá,1845
110324011295149,Central Unidos - Paraguayos Unidos - Cruzada Nacional,Jorge Danel Guimaraes Fernandez,1809
100188219465134,Senador Derlis Osorio,Derlis Ariel Alejandro Osorio Nunes,1724
118397948223791,Oscar Tuma,Óscar Luis Tuma Bogado,1555
724051717643013,Miguel Prieto,Miguel Prieto,1551
101726857993140,Carlos Giménez  Senador,Carlos Giménez  Senador,874
101840779897426,Cristian Cardozo,Cristian Antonio Cardozo Villalba,761
125314197496488,Carlos Filizzola,Carlos Filizzola,740
550298315040554,Marcelo Soto,Marcelo Soto,703
1927558977499398,Carolina Rivas,Eusebio Vera,680
1692624097481207,Mujeres GANAR,Mujeres GANAR,676
1011833908887463,Atilio Alegre,IMAGEN DE GOBIERNO,612
389023378228009,Fran Arrúa,Fran Arrúa,497
113754124679469,Máximo Barreto,Nito León,492
103246656063028,Tulio Díaz Diputado,SHOWVID Marketing Político,448
107892591960886,Lorena Barrios Concejal Departamental,Lorena Barrios,415
111157821719874,Sonia Fleitas Senadora,Sonia Fleitas,395
109846981881280,Arlene Aquino Morel,Edith Arlene Aquino Morel,393
479854358878952,Marta Marques -Senadora,Andrea Beatriz Rojas Pereira,362
100718802707642,mauriespinolapy,These ads ran without a disclaimer,262
110258800564741,Ing. Luis Riveros,Luis Riveros,256
105965072245135,Jazmin Girala - Concejal Departamental,Rocio Jazmin Janice Girala Ayala,244
101113432037400,Laisha cardozo,Laisha Elena Cardozo Acosta,240
109400298573862,Dr. Víctor Ocampos Gobernador Paraguarí,Victor Luis Ocampos Gómez,231
1480283795370502,Jorge Avalos Mariño Diputado Nacional,Omar Fretes,167
842006342844392,Pautas Políticas Py,Pautas Políticas Py,162
303795153430459,Capitán Apodaca - Gobernador,Adventura,121
420279778178605,Adelaida Diputada 2023,Adelaida Cantero De Torres,120
104694559049063,Victoria Caballero,Francisca Victoria Caballero De Rojas,103
105787598141250,Ever Rojas Borja,IMAGEN DE GOBIERNO,≤100
896046427178402,O'Farrell S.R.L,These ads ran without a disclaimer,≤100
490637354648727,Ing.Juan Carlos Baruja,Juan Carlos Baruja Fernandez,≤100
111914702306103,Enrique Riera Escudero,Enrique Riera Escudero,≤100
614795685343483,Belén Maldonado,Belén Maldonado,≤100
101304192456744,carososky,These ads ran without a disclaimer,≤100
278226125974096,El Paraguayo Independiente,Paraguayo Independiente,≤100
943824938962084,Luis Fernando,Luis Carlos Arce,≤100
363306313879750,Marle Chispita Orue,Marlene Tatiana Orue Leon,≤100
102807336045429,Benjamín Marecos Senador 2023,Benjamín Marecos Senador 2023,≤100
103429818624929,Edu Garay,Eduardo Garay,≤100
494142067630375,Mercedes de Buzó,These ads ran without a disclaimer,≤100
106682318781403,Rafaela Guanes Senadora,Rafaela Guanes,≤100
102984361463961,Igrow Academy,These ads ran without a disclaimer,≤100
184972574890976,Sec. de Extensión FCE-UNC,These ads ran without a disclaimer,≤100
104512079281534,Sueño Fácil,These ads ran without a disclaimer,≤100
1810962229216340,Fidel Zavala,Laura Lorena Meaurio Paniagua,≤100
728191990526103,Nelson Espinola,Nelson Espinola,≤100
100566575581065,Ramón Montanía,Ramón Montania Fernandez,≤100
