Page ID,Page name,Disclaimer,Amount spent (LBP)
106197498149118,لبنان الكبير,Grand Lebanon,10606
1438703606372190,Elham Said Freiha,Elham Freiha,9091
466221740108607,May Chidiac Foundation - Media Institute,May Chidiac,6061
164472683608068,Act for the Disappeared,ACT for the Disappeared,6061
394633411339696,fiftyfiftylb,FiftyFiftylb,6061
316674545036384,SKeyes Center for Media and Cultural Freedom,SK_Eyes,5712
102023711572671,أساس ميديا -  Asas Media,asasmedia,5348
212513695502997,Annahar Newspaper | جريدة النهار,Annahar Newspaper | جريدة النهار,4545
101241044906111,هنا لبنان,هنا لبنان,4545
101538412538521,شطرنج / مع محمد صابونجي,إياد خالد,3030
1031517763602384,Municipality of Kartaba - بلدية قرطبا,Municipality of Kartaba - بلدية قرطبا,1515
192450177479702,Abaad,Abaad Resource Center for Gender Equality,1515
278035695547539,Legal Agenda  المفكرة القانونية,Legal Agenda  المفكرة القانونية,1515
133347086742087,SHAREK ONLINE,These ads ran without a disclaimer,403
129660230432028,Dr. Toufic Hindi,Toufic Hindi,≤100
107266890756055,Nicolas Chikhani Finance,Nicolas Chikhani Finance,≤100
106821968055687,Leila Dagher,Leila Dagher,≤100
141039382740595,National Commission For Lebanese Women NCLW,National Commission For Lebanese Women NCLW,≤100
2082052578716332,محمد شفيق حمود,Arab Window,≤100
109112633772887,180post,180Post,≤100
107698404702208,Alkalima,Alkalima Onlime,≤100
126052760507,Mama Cash,These ads ran without a disclaimer,≤100
1918990294985442,Megaphone - ميغافون,Megaphone - ميغافون,≤100
110470091436602,Ici Beyrouth,Ici beyrouth,≤100
104252028606448,صوت بنت جبيل,صوت بنت جبيل,≤100
158714780827513,UNFPA,These ads ran without a disclaimer,≤100
105758000974645,TAQADDOM - تقدم,Taqaddom,≤100
103064288692603,Le Courrier Du Cedre,Marwan Rashid,≤100
