Page ID,Page name,Disclaimer,Amount spent (NZD)
183355881680015,New Zealand National Party,New Zealand National Party,≤100
173912362663564,Electoral Commission NZ,Electoral Commission NZ,≤100
10779081371,Green Party of Aotearoa New Zealand,Green Party of Aotearoa New Zealand,≤100
104441772437790,Eyesonnz,Eyesonnz,≤100
92043134118,ACT,ACT,≤100
23625700722,Oxfam,Oxfam Aotearoa,≤100
113698141697927,Karuna Muthu for Rongotai,Karuna Muthu for Rongotai,≤100
116362033529,Amnesty International Aotearoa New Zealand,Amnesty International Aotearoa New Zealand,≤100
123674487757196,New Zealand Nurses Organisation - NZNO,New Zealand Nurses Organisation - NZNO,≤100
417859725433,SAFE,Save Animals From Exploitation Incorperated,≤100
196967540964595,Mindful Money,Mindful Money,≤100
1281262645251755,Hobson's Pledge,Hobson's Pledge,≤100
11870725774,Greenpeace Aotearoa,Greenpeace NZ,≤100
105534772373969,NZ News Essentials,NZ News Essentials,≤100
408747529491004,Department of Conservation,Department of Conservation,≤100
175954932952,WWF New Zealand,WWF New Zealand,≤100
182564675177680,Wellington City Council,Wellington City Council,≤100
111821841973226,We Belong Aotearoa,We Belong Aotearoa,≤100
112431991697294,Animal Justice Party Aotearoa NZ,Animal Justice Party Aotearoa NZ,≤100
