Page ID,Page name,Disclaimer,Amount spent (SEK)
126567104406,Hyresgästföreningen,Hyresgästföreningen,3038
371791194529,Världsnaturfonden WWF,Världsnaturfonden WWF,2822
122854408319,Hjärt-Lungfonden,Hjärt-Lungfonden,2739
608975645850217,Vattenfall,Vattenfall Sverige,1679
151159271594797,Systembolaget,Systembolaget,1623
72659261793,Rädda Barnen,Rädda Barnen,1610
130040890394815,Skånetrafiken,Skånetrafiken (Region Skåne),1591
161213770567846,Operation Smile Sverige,Operation Smile Sverige,1427
130666626950917,Öresundskraft,Öresundskraft,1334
109886133732943,RESCUE - Sverige,RESCUE - Sverige,1196
162985227114132,Skellefteå Kraft,Skellefteå Kraft,1077
111630258867610,Röda Korset,Röda Korset,960
68115370786,Läkare Utan Gränser (MSF),Läkare Utan Gränser/ Médecins sans Frontières (MSF Sweden),937
128452220525979,CIVIL RIGHTS DEFENDERS,CIVIL RIGHTS DEFENDERS,824
133148933394485,Socialdemokraterna i Malmö,Socialdemokraterna i Malmö,783
150057951690751,OKQ8,OKQ8,756
382243262003,Plan International Sverige,Plan International Sverige,744
266170183550491,Nya Kompisbyrån,Nya Kompisbyrån,693
19746853632,Djurens Rätt,Djurens Rätt,674
95735961890,Greenpeace Sverige,Greenpeace Sverige,655
101341883359561,Matsmart Sverige,Matsmart,587
186513678039755,Fortum,Fortum Sverige,578
130927360876045,Tidningen Näringslivet,Tidningen Näringslivet,519
643137272398136,Sverige för UNHCR,Sverige för UNHCR,495
24574889995,Charlie Weimers MEP,Charlie Weimers MEP,481
167036616661188,Sverigedemokraterna Malmö,Sverigedemokraterna Malmö,454
109969847586061,Morgon-Tidningen,AIP Media,422
59324455950,UNICEF Sverige,UNICEF Sverige,400
133867976608,Naturskyddsföreningen,Naturskyddsföreningen,374
379686162129542,Svea Bank,Svea Ekonomi,329
178362315106,European Parliament,European Parliament,328
90882504375,Svenskt Näringsliv,Svenskt Näringsliv,317
110723197258182,Sverige inför verkligheten,Sverige inför verkligheten,298
98623096089,Lantmännen,Lantmännen,287
18880778360,ActionAid Sweden,ActionAid Sweden,283
193309030695120,UR,UR,279
188616781161573,World Animal Protection Sverige,World Animal Protection Sverige,275
8040892957,Socialdemokraterna,Socialdemokraterna,247
236879092476,Håll Sverige Rent,Håll Sverige Rent,231
276108117859,Svenska Afghanistankommittén,Svenska Afghanistankommittén,226
279974638809211,Oxfam Sverige,Oxfam Sverige,224
369582590803,Dagens ETC,ETC-tidningarna,214
115403725210334,Hand in Hand Sweden,Hand in Hand Sweden,204
314872662206,Ekonomifakta,Ekonomifakta,201
183512318424647,Magdalena Andersson,Socialdemokraterna,188
236221570038,BRIS: Barnens Rätt I Samhället,BRIS: Barnens Rätt I Samhället,183
676246449160270,Sverigedemokraterna,Sverigedemokraterna,176
102414309949126,Socialdemokraterna i Skåne,Socialdemokraterna i Skåne,176
393959767360779,Sverigedemokraterna Region Skåne,Sverigedemokraterna Region Skåne,171
276280366116172,Vänsterpartiet Kävlinge,Vänsterpartiet Kävlinge,171
323156205347,Vänsterpartiet,Vänsterpartiet,157
179931025357058,Kommunal,Kommunal,154
42676805259,Diakonia,Diakonia,149
175656912484553,Unionen,Unionen,144
195379633820701,Svenskt Kött,Svenskt Kött,133
153028052500,Kvinna till Kvinna,Stiftelsen Kvinna till Kvinna,123
1481800888803487,Liberalerna Hässleholm,Liberalerna i Hässleholm,121
126245644082634,Malmömoderaterna,Malmömoderaterna,119
212604496324,Fackförbundet ST,Fackförbundet ST,118
166406746310,Resumé,Resumé,114
125777020786691,Mikael Damberg,Socialdemokraterna,113
198991600145434,Svenskt Näringsliv Skåne,Svenskt Näringsliv Skåne,111
142592279178601,RFSL Rådgivningen Skåne,RFSL Rådgivningen Skåne,105
294444197371898,Byggnads Skåne,Byggnads Skåne,102
212049035488183,The Hunger Project Sverige,The Hunger Project Sverige,≤100
518144408210153,Våra barns klimat,Våra barns klimat,≤100
261455205686,LRF,LRF,≤100
761381800679159,Peab Asfalt i Sverige,Peab Asfalt AB,≤100
576845979156129,Techarenan,Techarenan,≤100
212284955495610,Elektrikerna,Elektrikerna,≤100
237146235237,Timbro,Tankesmedjan Timbro,≤100
412192732132640,ECPAT Sverige,ECPAT Sverige,≤100
1506025182942351,Miljöpartiet de gröna i Malmö,Miljöpartiet i Malmö,≤100
328754490337,Vårdförbundet,Vårdförbundet,≤100
181590825305317,COWI Sverige,COWI Sverige,≤100
110406624703905,Katrin Stjernfeldt Jammeh,Socialdemokraterna i Malmö,≤100
100941935326134,RekonstruktionsGruppen,Rekonstruktionsgruppen Sverige AB,≤100
113710601984970,Barnfonden,Barnfonden,≤100
103296115466644,Skattenytta,Kommissionen för Skattenytta,≤100
72832167834,Skattebetalarnas Förening,Skattebetalarnas Förening,≤100
208751565805849,Stiftelsen Expo,Stiftelsen Expo,≤100
128074247474,Björn Lundén,Björn Lundén AB,≤100
965458110149319,Byggindustrin,Byggindustrin,≤100
115795772512,Stadsbiblioteket i Malmö,Stadsbiblioteket i Malmö,≤100
303070626373544,Socialdemokraterna i Helsingborg,Socialdemokraterna Helsingborg,≤100
118090278221826,Erikshjälpen,Erikshjälpen,≤100
312084019369,Dagens Medicin,Dagens Medicin,≤100
163820136238,LO Sverige,Landsorganisationen Sverige,≤100
234172635050,Forum för levande historia,Forum för levande historia,≤100
273053169937029,ClimateHero,ClimateHero,≤100
163305633746125,Karneval förlag,Holviks,≤100
245214805905370,Konkret,Opulens Förlag AB,≤100
112635368770882,Socialdemokraterna i Kronoberg,Socialdemokraterna i Kronoberg,≤100
320930784643530,Storasyster,Storasyster,≤100
653072158104424,Emma Wiesner,Emma Wiesner,≤100
314283591054,Byggnads,Byggnads,≤100
153270724787,Amnesty International Sverige,Amnesty International Sverige,≤100
249195615122371,Sara Skyttedal,Sara Skyttedal,≤100
539297539496434,Dagens Samhälle,Dagens Samhälle,≤100
270611249728504,Miljöpartiet de gröna Kävlinge,Miljöpartiet de gröna Kävlinge,≤100
356032977210,Vi-skogen,Vi-skogen,≤100
120633071295935,Fairtrade Sverige,Fairtrade Sverige,≤100
2002046333202650,Bli nämndeman,Bli nämndeman,≤100
296423575695,Afrikagrupperna,Afrikagrupperna,≤100
129016447116122,Aktuell Hållbarhet,Aktuell Hållbarhet,≤100
120216874723147,Svenskt Sigill,Svenskt Sigill,≤100
1545369075688158,Brottsofferjouren Sverige,Brottsofferjouren Sverige,≤100
178193355556765,Nordström Assistans AB,Nordström Assistans AB,≤100
251829904829983,David Lega,David Lega - Kristdemokraterna,≤100
109609604086656,Vejpkollen.se,Vejpkollen.se,≤100
1379292059067347,Länsstyrelsen Östergötland,Länsstyrelsen Östergötland,≤100
255288010153,Sida - Styrelsen för Internationellt Utvecklingssamarbete,Sida - Styrelsen för Internationellt Utvecklingssamarbete,≤100
190125911027266,Akademikernas a-kassa,Akademikernas a-kassa,≤100
100253435575183,EPHI - Environment and Public Health Institute,Environment and Public Health Institute,≤100
239855722130,Nyhetsmagasinet Fokus,Fokus,≤100
250766161722636,Europa Direkt Halland,Europa Direkt Halland,≤100
183959274989548,Landsbygdsnätverket,Landsbygdsnätverket,≤100
899603916845362,JAG Personlig assistans,JAG Personlig assistans,≤100
109765142387174,Höganäs kommun,Höganäs kommun,≤100
498767116802809,Vänsterpartiet Region Stockholm,Vänsterpartiet Region Stockholm,≤100
127063960674693,Svenska Freds- och Skiljedomsföreningen,Svenska Freds- och Skiljedomsföreningen,≤100
94400267368,jagvillhabostad.nu,jagvillhabostad.nu,≤100
712230305617939,Uniper i Sverige,Uniper i Sverige,≤100
175873745789190,Vänsterpartiet Göteborg,Vänsterpartiet Göteborg,≤100
989752884508948,Muharrem Demirok,Centerpartiet,≤100
80386149597,ABF,ABFs förbundsexpedition,≤100
342952129133948,Kultur i Malmö,Kultur i Malmö,≤100
1042091032500520,Kvartal,Kvartal,≤100
329452290816078,Tidningen Market,Tidningen Market,≤100
209114882470017,Maskinia,These ads ran without a disclaimer,≤100
337086006951883,Jessica Polfjärd,Moderaterna,≤100
127757523931098,Emrahus AB,Emrahus AB,≤100
125113298313,Centerpartiet i Malmö,Centerpartiet i Malmö,≤100
111005714391,Scouterna,Scouterna,≤100
100154266829621,Kyrkans Tidning,Kyrkans Tidning,≤100
150526214995429,Liberalerna Kristianstad,Liberalerna Kristianstad,≤100
394970577929590,Ekström & Garay,Ekström & Garay AB,≤100
108878133830874,Grön flygplats,Projektet Grön Flygplats; finansierat av Svenska Regionala Flygplatser och Europeiska Regionala Utvecklingsfonden,≤100
1522679411362377,Lighthouse - Swedish Maritime RD&I collaboration platform,Lighthouse - Swedish Maritime RD&I collaboration platform,≤100
1540294046226139,Feministsmeden,Feministsmeden,≤100
301589756551823,Miljöpartiet Klippan,Miljöpartiet de gröna i Klippan,≤100
1447309755322652,Bostad 2030,Bostad 2030,≤100
1633181116933852,SvD Junior,SvD Junior (SvD),≤100
273402369438867,By Billgren,By Billgren AB,≤100
268608766607208,Svensk Tidskrift,Svensk Tidskrift,≤100
197762513603868,MÄN,MÄN,≤100
108579507301489,Akavia,Akavia,≤100
217391588404948,Katalys,Katalys,≤100
152953178070559,Kommunistiska Partiet,Kommunistiska Partiet,≤100
2207590539284667,Vägfakta,Vägfakta,≤100
135062563176874,Utrikespolitiska Institutet,Utrikespolitiska Institutet,≤100
223053457729155,Unga Örnar,Unga Örnars Riksförbund,≤100
231705333633358,Göteborgs stift Svenska kyrkan,Göteborgs stift Svenska kyrkan,≤100
245214805905370,Konkret,These ads ran without a disclaimer,≤100
213401419608502,SE BARNEN,SE BARNEN,≤100
150909028299502,Jernkontoret,Jernkontoret,≤100
1432591790382295,ByMartinsdotter,By Martinsdotter,≤100
159410610774478,Socialdemokratiska Israelvänner - SIV,Socialdemokratiska Israelvänner,≤100
614939535271869,Tobias Baudin,Socialdemokraterna,≤100
655649581113743,Sundsvalls kommun,These ads ran without a disclaimer,≤100
366372087366,Hegas Förlag - Lättläst,Hegas Förlag - Lättläst,≤100
223846164300912,Socialdemokrater för tro och solidaritet,Socialdemokrater för tro och solidaritet,≤100
1978566042454891,Socialistiskt Alternativ Haninge,RS Haninge,≤100
273254886116655,Motargument,Motargument,≤100
347852331958080,En Företagares Vardag,En Företagares Vardag,≤100
62044983625,The Amazing Society,The Amazing Society,≤100
108492218918,IF Metall,IF Metall,≤100
45101268520,SSU,SSU,≤100
182726910344,Hela Sverige Ska Leva,Hela Sverige Ska Leva,≤100
115358525182240,"Mattias Bernhardsson, Socialistiskt Alternativ",RS Haninge,≤100
62185934430,Olof Palmes Internationella Center,Olof Palmes Internationella Center,≤100
170519996379,Vänsterpartiet Malmö,Vänsterpartiet Malmö,≤100
257164037714257,Socialdemokraterna i Piteå,Socialdemokraterna i Piteå,≤100
