Page ID,Page name,Disclaimer,Amount spent (CAD)
303473312998028,FedEx,FedEx,1008
172675656776719,PS j'ai la SP,Sophie Berriault,868
186563811522,Centrale des syndicats du Québec (CSQ),Centrale des syndicats du Québec (CSQ),709
268823146480333,Fondation INCA,INCA,637
106917558391358,Alliance nouvelles voies,Pathways Alliance,400
53321777320,Coeur + AVC,Coeur + AVC,379
633812813408377,Elections Canada,Elections Canada,321
249042335139282,BDC,BDC,315
171838976178751,Canadian Women's Foundation,Canadian Women's Foundation,287
103805636333615,Quality Canadian Milk - Lait canadien de qualité,Quality Canadian Milk - Lait canadien de qualité,287
177741812241442,SCFP-Québec,le SCFP,264
6095483909,Canadian Taxpayers Federation,Canadian Taxpayers Federation,262
19750184960,Greenpeace Canada,Greenpeace Canada,231
60266912006,Liberal Party of Canada | Parti libéral du Canada,Liberal Party of Canada | Parti libéral du Canada,224
189141609842,Ville de Gatineau,Ville de Gatineau,221
121222984568561,Amnesty International Canada,Amnesty International Canada,193
208067655942289,Postes Canada,Canada Post,188
168664596658538,Anna Gainey,Anna Gainey Campaign,180
6319213302,Heart & Stroke,Heart & Stroke,173
186266941387011,BMO Financial Group,BMO Financial Group,169
118040041222760,Juan Luis Garrido,Juan Luis Garrido,163
167054910655,Ville de Québec,Ville de Québec,162
45337425068,CARE Canada,CARE Canada,154
362051477864388,Bureau d'audiences publiques sur l'environnement,Bureau d'audiences publiques sur l'environnement,153
63358436494,Naître et grandir,Naître et grandir,145
1097840090260804,National Police Federation,National Police Federation,144
844239722367708,Innovative Medicines Canada / Médicaments novateurs Canada,Innovative Medicines Canada / Médicaments novateurs Canada,139
263417217038472,Forest Products Association of Canada,Forest Products Association of Canada,135
21751825648,Justin Trudeau,Liberal Party of Canada | Parti libéral du Canada,133
126625247383774,Export Development Canada - Exportation et développement Canada,Export Development Canada - EDC,130
27234020592,UNICEF Canada,UNICEF Canada,130
1590219921201770,Élections Canada,Élections Canada,127
101655285390205,Roulons électrique,Équiterre,123
54125409458,Oxfam-Québec,Oxfam-Québec,114
168724059831514,Desjardins,Desjardins,106
214866875236330,PROMIS,Promis Immigration,≤100
1589839557920915,National Disability Credit Alliance,National Disability Credit Alliance,≤100
308799885453,IAMS,These ads ran without a disclaimer,≤100
152467601467262,BMO Groupe financier,BMO Groupe financier,≤100
211536155525838,ICI Estrie,ICI Estrie,≤100
168106993245736,Canada Post,Canada Post,≤100
24235835555,Kids Help Phone,Kids Help Phone,≤100
191240938428019,Le Devoir BIS,Le Devoir,≤100
510183342342621,Bell MTS,Lavanya Rajaian,≤100
1160948477353013,Cuba-U.S. Relations,Arnold August,≤100
233017897569896,Emplois en régions,Emplois en régions,≤100
179817145411700,Fondation René-Lévesque,Fondation René-Lévesque,≤100
35715544220,Stand.earth,Stand.earth,≤100
281999881613,World Vision Canada,World Vision Canada,≤100
1176462102499800,École ensemble,Mouvement L'école ensemble,≤100
419813708382526,"Claude Larochelle, conseiller municipal de Fabreville","Claude Larochelle, conseiller municipal",≤100
206962006904247,Le Grand Marché de Québec,Le Grand Marché de Québec,≤100
8843534619,Parti Québécois,Parti Québécois,≤100
1665089323732197,Tripping on Air,Ardra Leah Shephard,≤100
101341720011488,ONFR+,ONFR+,≤100
471020985450,ICI Saguenay–Lac-Saint-Jean,Radio-Canada,≤100
106365669977985,Unpointcinq,Unpointcinq,≤100
167559993283868,Nature Québec,Nature Québec,≤100
115835521825983,UNHCR Canada,UNHCR Canada,≤100
158881997478101,Parti libéral du Québec,Parti libéral du Québec,≤100
107424984239,Société pour la nature et les parcs - SNAP Québec,Société pour la nature et les parcs - SNAP Québec,≤100
103940668400885,"Louise Lortie, conseillère municipale de Marc-Aurèle-Fortin","Louise Lortie, conseillère municipale",≤100
658318450979357,Globe Content Studio,Globe Content Studio,≤100
586362242026180,Radio-Canada OHdio,Radio-Canada,≤100
101254104704365,ProEcolo,ProÉcolo,≤100
1490941977666347,Association de l'aluminium du Canada,Association de l'aluminium du Canada,≤100
198195040707,Projet Montréal,Projet Montréal,≤100
274972889672705,Coalition des familles LGBT+,Coalition des familles LGBT+,≤100
1431603483720909,Fondation de l'Institut universitaire en santé mentale de Montréal,Fondation de l'Institut Universitaire de Santé Mentale à Montréal,≤100
10633250963,Save the Children Canada,Save the Children Canada,≤100
110561408638361,Coalition of First Nations for Finfish Stewardship,Coalition of First Nations for Finfish Stewardship,≤100
184856436064,Canadian Centre for Child Protection,Canadian Centre for Child Protection,≤100
309470448515,Journal Mobiles,Journal Mobiles,≤100
114849617772737,Care2 Canada,Press Pause Collective,≤100
151415004877917,Institut économique de Montréal,Institut économique de Montréal,≤100
100999094747422,Land Needs Guardians,Land Needs Guardians,≤100
158469129085,TVO,TVO Today,≤100
376006035816016,Storyworth,These ads ran without a disclaimer,≤100
139043186159634,Ville de Victoriaville,Ville de Victoriaville,≤100
179642688739082,Amnistie internationale Canada Francophone,Amnistie Internationale Canada Francophone,≤100
1553269028327267,Star Sponsored,The Toronto Star,≤100
98963682935,Canadian Feed The Children,Canadian Feed The Children,≤100
539849506029629,Fondation Marie-Vincent,Fondation Marie-Vincent,≤100
187805263715,RÉZO,RÉZO,≤100
792738647596690,"François Tremblay, député de Dubuc à l'Assemblée nationale","François Tremblay, député de Dubuc à l'Assemblée nationale",≤100
261752512263,Canadian Red Cross,Canadian Red Cross,≤100
130672393665071,WWF-Canada en français,WWF-Canada,≤100
141948229188201,SPGQ,Syndicat de professionnelles et professionnels du gouvernement du Québec,≤100
2424592771126530,Jean Coutu La Plaine,ECOLEAD Marketing,≤100
10419173702,Maxime Bernier,People's Party of Canada,≤100
156774011943056,Efficiency Canada,Efficiency Canada,≤100
8260742627,CPAC - Cable Public Affairs Channel,CPAC,≤100
159713615718,WWF-Canada,WWF-Canada,≤100
106764462731658,Honest Reporting Canada,Honest Reporting Canada,≤100
1384607308450527,Jean Coutu Gaspé,ECOLEAD Marketing,≤100
1526499450982591,Équiterre En,Équiterre,≤100
179488658767581,ICI Alberta,Radio-Canada,≤100
599601796904723,Humane Society International/Canada,Humane Society International/Canada,≤100
256967407720183,LEO,Léger,≤100
226135530782200,ICI Gaspésie-Les-Îles,Radio-Canada,≤100
123235041462,The Fraser Institute,Fraser Institute,≤100
273310203282725,"Louis Lemieux, député de Saint-Jean à l'Assemblée nationale",Coalition Avenir Québec,≤100
264035282685,"Commission des normes, de l'équité, de la santé et de la sécurité du travail","Commission des normes, de l'équité, de la santé et de la sécurité du travail",≤100
903577146395715,Toronto Centre,Toronto Centre,≤100
111008794934816,Valérie Schmaltz - députée de Vimont à l'Assemblée Nationale,Valérie Schmaltz - députée de Vimont à l'Assemblée Nationale,≤100
885616054911920,PESCA Environnement,ÉCOLEAD,≤100
117926081552324,Équiterre,Équiterre,≤100
5794733873,David Suzuki Foundation,David Suzuki Foundation,≤100
112483398798217,Interval House,Interval House,≤100
1554019921537840,OUI Québec - Capitale Nationale et Chaudière Appalaches,OUI Québec CNCA,≤100
152759126824,Enbridge,Enbridge,≤100
180862678644381,Ontario NDP,Ontario NDP,≤100
224272420588,Centre universitaire de formation en environnement et développement durable,Centre de formation en environnement et développement durable de l'UdeS,≤100
605582973434788,Doctors Without Borders/Medecins Sans Frontieres (MSF),These ads ran without a disclaimer,≤100
191446677992266,Environnement et indépendance OUI Québec CNCA,Environnement et indépendance OUI Québec CNCA,≤100
266408097438964,Canadian Consumer Rewards Coalition,Canadian Consumer Rewards Coalition,≤100
154462904588700,Enbridge Gas,Enbridge Gas,≤100
105754167560390,Ekō Canada,Ekō,≤100
148610955179339,L'Orienthèque,L'Orienthèque,≤100
1584966158461701,Parti Laval,Tommy Vallée,≤100
272202456132203,Comité Chômage de Montréal,Pierre Cere,≤100
116486331729420,350 Canada,350 Canada,≤100
26394435211,Canadian Cancer Society,Canadian Cancer Society,≤100
104321259649840,CATIE,CATIE,≤100
110171632407726,Conseil national des chômeurs et chômeuses,Pierre Cere,≤100
527217270712141,Jean Coutu Fort-Saint-Louis,Jean Coutu Geneviève Labonté,≤100
108372001878238,Yannick Gagnon - député de Jonquière à l'Assemblée Nationale,Yannick Gagnon - Député de Jonquière à l'Assemblée nationale,≤100
316302965122489,Clean Energy Canada,Clean Energy Canada,≤100
52543970197,Environmental Defence Canada,Environmental Defence,≤100
102151978353,Destination Québec sans frontières,Association québécoise des organismes de coopération internationale,≤100
100662242384814,"Hugo Gendreau, conseiller municipal",Hugo Gendreau,≤100
190035081047277,International Fellowship of Christians and Jews of Canada,International Fellowship of Christians and Jews of Canada,≤100
1671097993122619,Children Believe,Children Believe,≤100
136772905237,Historica Canada,Historica Canada,≤100
7996548092,University of Victoria,University of Victoria,≤100
101383048024137,Jean Coutu M. D'Amours,PJC 163,≤100
358654640892451,"Virginie Dufour, Députée de Mille-Îles",Assemblée nationale du Québec,≤100
169042736456594,All Out,ConnectAd,≤100
472055129505752,Ville de Terrebonne,Ville de Terrebonne,≤100
100798439408577,"Céline Haytayan, députée de Laval-des-Rapides à l'Assemblée nationale","Céline Haytayan, députée de Laval-des-Rapides à l'Assemblée nationale",≤100
97640646271,Steven MacKinnon,Steven MacKinnon,≤100
168889579973,Fondation David Suzuki,Fondation David Suzuki,≤100
134455149912301,Seva Canada,Seva Canada,≤100
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,≤100
