Page ID,Page name,Disclaimer,Amount spent (ZAR)
102268322635915,The Finance Daily,The Finance Daily,311
187645864452,Vryheidsfront Plus / Freedom Front Plus,Vryheidsfront Plus / Freedom Front Plus,119
6011868110,Democratic Alliance,Democratic Alliance,106
57206003848,Greenpeace Africa,Greenpeace Africa,≤100
136956534616,Times LIVE,TimesLIVE,≤100
116657351312927,Pledge To Vote SA,Pledge to Vote,≤100
114506216924214,Centre For Risk Analysis,Centre For Risk Analysis,≤100
107169379305548,TLU SA,TLU SA,≤100
387815798032970,Pestalozzi Trust,Pestalozzi Trust,≤100
106172744063430,The Daily Friend,The Daily Friend,≤100
478479492268974,Sunday Times ZA,Sunday Times,≤100
446648162438519,Thisisacumen,Acumen Media Management,≤100
2145594122138312,Action Society,Action Society,≤100
105758608971668,Free Speech Union South Africa,Free Speech Union South Africa,≤100
181204251979581,NEASA,National Employers' Association of South Africa,≤100
629021617133721,Judges Matter,Judges Matter,≤100
794336640617861,Cyril Ramaphosa Foundation,Cyril Ramaphosa Foundation,≤100
109136451414156,Educate Don't Indoctrinate,Educate Don't Indocrinate,≤100
614441158766955,Vote Dr Sipho P. Malapane And The Independent Campaign 2024,Sipho Pienaar Malapane,≤100
103183779394058,Nkhulu luphapha,These ads ran without a disclaimer,≤100
217696894929887,FW de Klerk Foundation,FW de Klerk Foundation,≤100
111713131168328,_wisemkhize,These ads ran without a disclaimer,≤100
100956569541779,Julia Nobantu Chauke,These ads ran without a disclaimer,≤100
175889425769412,BAR-TEK Motorsport,These ads ran without a disclaimer,≤100
111277468575361,Qnnngt-US,These ads ran without a disclaimer,≤100
771462172882741,OnePath Network,These ads ran without a disclaimer,≤100
