Page ID,Page name,Disclaimer,Amount spent (NZD)
183355881680015,New Zealand National Party,New Zealand National Party,101
106194579030381,Doctors Without Borders / Médecins Sans Frontières NZ,Doctors Without Borders / Médecins Sans Frontières NZ,≤100
116362033529,Amnesty International Aotearoa New Zealand,Amnesty International Aotearoa New Zealand,≤100
11870725774,Greenpeace Aotearoa,Greenpeace NZ,≤100
37547788323,UNICEF Aotearoa,UNICEF Aotearoa,≤100
173912362663564,Electoral Commission NZ,Electoral Commission NZ,≤100
600749256636478,Tauranga City Council,Tauranga City Council,≤100
154331724631584,David Seymour,the Parliamentary Service on behalf of ACT New Zealand,≤100
337477311451,New Zealand Labour Party,NZ Parliamentary Service on behalf of New Zealand Labour Party,≤100
103881760966661,Gen Less,Energy Efficiency & Conservation Authority,≤100
175954932952,WWF New Zealand,WWF New Zealand,≤100
92043134118,ACT,ACT,≤100
689146908145006,Free Speech Union,Free Speech Union,≤100
115195056703042,Rawiri Waititi MP,Parliamentary Service on Behalf of Rawiri Waititi MP,≤100
424806334290059,New Zealand Taxpayers' Union,New Zealand Taxpayers' Union,≤100
105534772373969,NZ News Essentials,NZ News Essentials,≤100
203463489667720,Western Bay of Plenty District Council,Western Bay of Plenty District Council,≤100
110909661534199,The Common Room NZ,The Common Room NZ,≤100
102500959802535,World Vision New Zealand,World Vision New Zealand,≤100
341865911020,ASB Bank,ASB Bank Ltd,≤100
123093944890778,Re: News,Re:,≤100
19648092895,Tearfund New Zealand,Tearfund New Zealand,≤100
185590638873,NZHL Home Loans / Insurance,NZHL Home Loans / Insurance,≤100
376006035816016,Storyworth,These ads ran without a disclaimer,≤100
103294052679561,Kiwis Backing Farmers,Kiwis Backing Farmers,≤100
110186134060806,Fairness in Focus,Medicines New Zealand,≤100
196967540964595,Mindful Money,Mindful Money,≤100
92043134118,ACT,the Parliamentary Service on behalf of ACT New Zealand,≤100
123674487757196,New Zealand Nurses Organisation - NZNO,New Zealand Nurses Organisation - NZNO,≤100
100432998389927,Karen Chhour MP,the Parliamentary Service on behalf of ACT New Zealand,≤100
104853645903563,Excellent Book,These ads ran without a disclaimer,≤100
197006887611387,Citizens Advice Bureau NZ,CABNZ,≤100
297551197024816,Shane Jones,These ads ran without a disclaimer,≤100
101680052558214,Pendulum Life NZ,These ads ran without a disclaimer,≤100
110910531830985,David MacLeod for New Plymouth,"David MacLeod, National Party Candidate for the New Plymouth Electorate",≤100
134871109877812,Save the Children New Zealand,Save the Children New Zealand,≤100
23625700722,Oxfam,Oxfam Aotearoa,≤100
346186225761296,Erica Stanford MP,Erica Stanford MP,≤100
102500959802535,World Vision New Zealand,World Vision New Zealand,≤100
408747529491004,Department of Conservation,Department of Conservation,≤100
203953359629611,Voice For Life,Voice for Life,≤100
704246323260758,New Zealand Certified Builders Association,New Zealand Certified Builders Association,≤100
417859725433,SAFE,Save Animals From Exploitation Incorperated,≤100
206932501046,Habitat for Humanity New Zealand,Habitat for Humanity New Zealand,≤100
112431991697294,Animal Justice Party Aotearoa NZ,Animal Justice Party Aotearoa NZ,≤100
110077017479600,One Sun in the Sky,Ewen Frank Mcqueen,≤100
100432998389927,Karen Chhour MP,ACT,≤100
105681068874945,Ag Matters,New Zealand Agricultural Greenhouse Gas Research Centre,≤100
10779081371,Green Party of Aotearoa New Zealand,The NZ Parliamentary Service on behalf of the Green Party,≤100
104933318726067,Inspiring Pets Christchurch,Inspiring Pets Christchurch,≤100
309846686264586,Scott Watson Fact,Thomas John Watson,≤100
1820592608152727,Tim van de Molen MP,Parliamentary Service on behalf of Tim van de Molen - MP for Waikato,≤100
101075384957757,Penny Simmonds MP,Penny Simmonds MP,≤100
110600578614349,Stephanie Rodgers for Ōhāriu,Stephanie Rodgers for Ōhāriu,≤100
114618484871514,campbelljohnstone.nz,These ads ran without a disclaimer,≤100
100171345951023,Fridays for Future Tāmaki Makaurau,Fridays for Future Tāmaki Makaurau,≤100
1966234280281774,Brooke van Velden MP,the Parliamentary Service on behalf of ACT New Zealand,≤100
100494758901713,Tauranga Labour,"Tauranga Labour, Auth by R Salmond, 160 Willis St, WLG",≤100
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,≤100
